,gene_id,gene_name,gene_length,is_lnc,is_pc,is_mito,is_ribo,gc_content
28995,ENSG00000163611.11,SPICE1,9003,False,True,False,False,38.02
28997,ENSG00000163612.10,FAM86KP,987,False,False,False,False,52.84
28998,ENSG00000163617.11,CCDC191,7077,False,True,False,False,38.06
29002,ENSG00000163618.18,CADPS,24876,False,True,False,False,40.0
29005,ENSG00000163623.10,NKX6-1,5493,False,True,False,False,53.12
29006,ENSG00000163624.6,CDS1,4677,False,True,False,False,38.31
29008,ENSG00000163625.17,WDFY3,24718,False,True,False,False,36.92
29011,ENSG00000163626.17,COX18,10816,False,True,False,False,40.47
29014,ENSG00000163629.13,PTPN13,12902,False,True,False,False,36.16
29016,ENSG00000163630.11,SYNPR,11653,False,False,False,False,38.62
29019,ENSG00000163631.19,ALB,6840,False,True,False,False,34.86
29023,ENSG00000163632.15,C3orf49,2668,False,True,False,False,38.2
29024,ENSG00000163633.12,C4orf36,3460,False,True,False,False,41.5
29027,ENSG00000163634.12,THOC7,2686,False,True,False,False,39.87
29031,ENSG00000163635.20,ATXN7,25995,False,False,False,False,41.12
29034,ENSG00000163636.11,PSMD6,12029,False,True,False,False,39.12
29036,ENSG00000163637.13,PRICKLE2,34295,False,True,False,False,41.46
29039,ENSG00000163638.13,ADAMTS9,15945,False,True,False,False,40.09
29042,ENSG00000163644.15,PPM1K,17305,False,True,False,False,39.9
29045,ENSG00000163645.15,ERICH6,2916,False,False,False,False,39.44
29047,ENSG00000163646.12,CLRN1,5554,False,True,False,False,40.35
29051,ENSG00000163655.16,GMPS,9004,False,True,False,False,38.82
29053,ENSG00000163659.13,TIPARP,10115,False,True,False,False,38.27
29054,ENSG00000163660.12,CCNL1,25149,False,True,False,False,37.3
29058,ENSG00000163661.4,PTX3,1884,False,True,False,False,42.7
29059,ENSG00000163666.10,HESX1,2472,False,True,False,False,41.19
29060,ENSG00000163673.8,DCLK3,8964,False,True,False,False,43.53
29062,ENSG00000163681.17,SLMAP,55405,False,False,False,False,38.92
29066,ENSG00000163682.17,RPL9,8297,False,True,False,True,40.71
29068,ENSG00000163683.12,SMIM14,9426,False,True,False,False,41.4
29071,ENSG00000163684.12,RPP14,13035,False,True,False,False,44.13
29074,ENSG00000163686.15,ABHD6,4249,False,True,False,False,45.089999999999996
29078,ENSG00000163687.14,DNASE1L3,4800,False,True,False,False,46.13
29080,ENSG00000163689.21,CFAP20DC,13151,False,True,False,False,38.65
29083,ENSG00000163694.15,RBM47,20240,False,True,False,False,43.22
29087,ENSG00000163697.18,APBB2,23270,False,True,False,False,42.41
29091,ENSG00000163701.19,IL17RE,10445,False,False,False,False,51.85
29094,ENSG00000163702.21,IL17RC,18980,False,True,False,False,51.21
29097,ENSG00000163703.20,CRELD1,67522,False,False,False,False,51.65
29101,ENSG00000163704.13,PRRT3,11660,False,False,False,False,57.45
29104,ENSG00000163705.13,FANCD2OS,3198,False,False,False,False,44.419999999999995
29106,ENSG00000163710.9,PCOLCE2,7346,False,False,False,False,40.92
29110,ENSG00000163714.18,U2SURP,16429,False,True,False,False,38.44
29114,ENSG00000163719.20,MTMR14,10245,False,True,True,False,49.36
29117,ENSG00000163728.11,TTC14,14920,False,True,False,False,35.08
29120,ENSG00000163734.4,CXCL3,3922,False,True,False,False,47.59
29122,ENSG00000163735.7,CXCL5,2436,False,True,False,False,38.14
29123,ENSG00000163736.5,PPBP,3037,False,True,False,False,36.95
29124,ENSG00000163737.5,PF4,1361,False,True,False,False,48.73
29126,ENSG00000163738.19,MTHFD2L,16267,False,False,True,False,36.15
29130,ENSG00000163739.5,CXCL1,1446,False,False,False,False,49.32
29132,ENSG00000163743.14,RCHY1,11112,False,True,False,False,34.99
29136,ENSG00000163746.13,PLSCR2,4086,False,False,False,False,37.31
29139,ENSG00000163749.18,CCDC158,7750,False,False,False,False,38.94
29142,ENSG00000163751.4,CPA3,1929,False,True,False,False,36.99
29144,ENSG00000163754.18,GYG1,13153,False,True,False,False,41.21
29147,ENSG00000163755.9,HPS3,9600,False,False,False,False,38.65
29151,ENSG00000163762.7,TM4SF18,5412,False,True,False,False,37.76
29153,ENSG00000163781.14,TOPBP1,11205,False,False,False,False,37.94
29157,ENSG00000163785.14,RYK,10447,False,False,False,False,40.62
29160,ENSG00000163788.14,SNRK,11969,False,True,False,False,41.92
29163,ENSG00000163792.6,TCF23,5454,False,True,False,False,52.67
29165,ENSG00000163793.13,DNAJC5G,4773,False,True,False,False,48.59
29167,ENSG00000163794.6,UCN,795,False,True,False,False,68.64
29168,ENSG00000163795.14,ZNF513,3416,False,True,False,False,57.85
29170,ENSG00000163798.14,SLC4A1AP,12896,False,False,False,False,40.19
29173,ENSG00000163803.13,PLB1,11473,False,True,False,False,47.1
29176,ENSG00000163806.16,SPDYA,6249,False,False,False,False,39.58
29178,ENSG00000163807.6,KIAA1143,5441,False,False,False,False,41.5
29180,ENSG00000163808.17,KIF15,7465,False,False,False,False,41.46999999999999
29183,ENSG00000163810.13,TGM4,7405,False,False,False,False,46.73
29187,ENSG00000163811.12,WDR43,4555,False,True,False,False,39.27
29190,ENSG00000163812.16,ZDHHC3,22521,False,True,False,False,47.26
29194,ENSG00000163814.8,CDCP1,7159,False,True,False,False,45.19
29196,ENSG00000163815.6,CLEC3B,1530,False,False,False,False,47.72
29198,ENSG00000163817.17,SLC6A20,16503,False,True,False,False,47.96
29201,ENSG00000163818.20,LZTFL1,27470,False,True,False,False,42.03
29205,ENSG00000163820.16,FYCO1,14719,False,True,False,False,47.08
29208,ENSG00000163823.4,CCR1,2646,False,True,False,False,46.69
29209,ENSG00000163825.5,RTP3,1820,False,True,False,False,51.86
29210,ENSG00000163827.14,LRRC2,6920,False,True,False,False,43.18
29213,ENSG00000163832.16,ELP6,6705,False,True,False,False,48.68999999999999
29217,ENSG00000163833.8,FBXO40,5669,False,True,False,False,43.97
29218,ENSG00000163840.10,DTX3L,6025,False,True,False,False,44.22
29219,ENSG00000163848.21,ZNF148,26778,False,True,False,False,36.86
29221,ENSG00000163864.18,NMNAT3,24602,False,False,False,False,41.66
29225,ENSG00000163866.9,SMIM12,13628,False,False,False,False,47.94
29227,ENSG00000163867.17,ZMYM6,17131,False,False,False,False,38.78
29229,ENSG00000163870.16,TPRA1,13361,False,True,False,False,54.830000000000005
29232,ENSG00000163872.16,YEATS2,13721,False,True,False,False,42.59
29234,ENSG00000163873.10,GRIK3,11133,False,True,False,False,49.63
29236,ENSG00000163874.11,ZC3H12A,5457,False,True,False,False,59.32
29239,ENSG00000163875.16,MEAF6,10926,False,True,False,False,42.88
29241,ENSG00000163877.11,SNIP1,8090,False,True,False,False,43.19
29244,ENSG00000163879.11,DNALI1,7678,False,True,False,False,49.25
29246,ENSG00000163882.10,POLR2H,9003,False,True,False,False,52.78
29249,ENSG00000163884.4,KLF15,3087,False,True,False,False,57.78
29251,ENSG00000163885.12,CFAP100,4374,False,True,False,False,50.89
29254,ENSG00000163888.4,CAMK2N2,1452,False,True,False,False,69.03
29255,ENSG00000163898.10,LIPH,5802,False,True,False,False,43.66
29257,ENSG00000163900.11,TMEM41A,10558,False,False,False,False,44.99
29261,ENSG00000163902.12,RPN1,6060,False,True,False,False,46.98
29265,ENSG00000163904.13,SENP2,9906,False,True,False,False,42.86
29269,ENSG00000163909.8,HEYL,4077,False,True,False,False,51.58
29270,ENSG00000163913.14,IFT122,50188,False,False,False,False,46.73
29274,ENSG00000163914.5,RHO,2768,False,True,False,False,54.98
29275,ENSG00000163915.7,IGF2BP2-AS1,4542,True,False,False,False,44.25
29276,ENSG00000163918.12,RFC4,5790,False,True,False,False,40.5
29279,ENSG00000163923.10,RPL39L,1305,False,True,False,True,41.84
29280,ENSG00000163930.10,BAP1,11607,False,True,False,False,55.75
29283,ENSG00000163931.17,TKT,17521,False,True,False,False,54.36
29287,ENSG00000163932.16,PRKCD,9340,False,True,False,False,56.58
29290,ENSG00000163933.11,RFT1,8978,False,True,False,False,47.77
29292,ENSG00000163935.14,SFMBT1,7133,False,True,False,False,40.71
29295,ENSG00000163938.17,GNL3,5765,False,True,False,False,43.19
29299,ENSG00000163939.19,PBRM1,17537,False,True,False,False,40.81
29302,ENSG00000163945.19,UVSSA,29114,False,True,False,False,56.87
29306,ENSG00000163946.14,TASOR,23339,False,False,False,False,38.72
29309,ENSG00000163947.12,ARHGEF3,14751,False,True,False,False,43.62
29312,ENSG00000163950.13,SLBP,5296,False,True,False,False,46.71
29313,ENSG00000163956.13,LRPAP1,13145,False,True,False,False,57.26
29317,ENSG00000163958.14,ZDHHC19,4174,False,False,False,False,54.339999999999996
29321,ENSG00000163959.10,SLC51A,9139,False,True,False,False,49.17
29325,ENSG00000163960.13,UBXN7,22847,False,True,False,False,42.27
29328,ENSG00000163961.4,RNF168,7165,False,True,False,False,42.36
29330,ENSG00000163964.18,PIGX,7210,False,True,False,False,45.36
29333,ENSG00000163975.14,MELTF,18214,False,False,False,False,54.02
29335,ENSG00000163982.6,OTOP1,1981,False,True,False,False,45.6
29336,ENSG00000163993.7,S100P,506,False,True,False,False,53.54
29338,ENSG00000163995.22,ABLIM2,16483,False,False,False,False,54.0
29341,ENSG00000164002.12,EXO5,7508,False,True,False,False,43.75
29343,ENSG00000164007.11,CLDN19,7529,False,True,False,False,59.56
29344,ENSG00000164008.17,C1orf50,9587,False,False,False,False,43.47
29348,ENSG00000164010.15,ERMAP,15126,False,True,False,False,43.14
29351,ENSG00000164011.18,ZNF691,5092,False,True,False,False,47.25
29352,ENSG00000164022.18,AIMP1,30354,False,True,False,False,36.63
29356,ENSG00000164023.15,SGMS2,10028,False,False,False,False,38.02
29358,ENSG00000164024.12,METAP1,6622,False,False,False,False,39.07
29362,ENSG00000164031.17,DNAJB14,22137,False,True,False,False,34.7
29366,ENSG00000164032.12,H2AZ1,6600,False,False,False,False,49.21
29369,ENSG00000164035.10,EMCN,8155,False,True,False,False,36.15
29371,ENSG00000164037.17,SLC9B1,5159,False,True,False,False,37.29
29374,ENSG00000164038.16,SLC9B2,11624,False,True,False,False,37.26
29377,ENSG00000164039.15,BDH2,7886,False,True,False,False,38.27
29380,ENSG00000164040.18,PGRMC2,13507,False,True,False,False,38.64
29382,ENSG00000164045.12,CDC25A,5765,False,True,False,False,45.04
29384,ENSG00000164047.6,CAMP,1156,False,True,False,False,55.8
29385,ENSG00000164048.14,ZNF589,13136,False,True,False,False,45.4
29388,ENSG00000164049.14,FBXW12,4541,False,True,False,False,43.22
29391,ENSG00000164050.13,PLXNB1,16810,False,True,False,False,59.81
29395,ENSG00000164051.14,CCDC51,6187,False,True,False,False,51.919999999999995
29396,ENSG00000164053.22,ATRIP,9161,False,True,False,False,48.87
29399,ENSG00000164054.17,SHISA5,16234,False,True,False,False,50.15
29403,ENSG00000164056.11,SPRY1,10279,False,True,False,False,48.71
29405,ENSG00000164061.5,BSN,16833,False,True,False,False,48.82
29407,ENSG00000164062.13,APEH,7953,False,True,False,False,58.07
29410,ENSG00000164066.13,INTU,18912,False,True,False,False,37.11
29414,ENSG00000164068.16,RNF123,12219,False,True,False,False,56.410000000000004
29418,ENSG00000164070.12,HSPA4L,12419,False,True,False,False,35.4
29420,ENSG00000164073.11,MFSD8,86853,False,True,False,False,39.23
29424,ENSG00000164074.17,ABHD18,12781,False,False,False,False,39.8
29426,ENSG00000164076.17,CAMKV,12895,False,False,False,False,55.84
29430,ENSG00000164077.15,MON1A,9958,False,True,False,False,51.31
29433,ENSG00000164078.15,MST1R,13226,False,False,False,False,55.79
29436,ENSG00000164080.14,RAD54L2,22157,False,True,False,False,44.5
29438,ENSG00000164081.13,TEX264,10930,False,True,False,False,54.18
29440,ENSG00000164082.15,GRM2,11837,False,True,False,False,55.81
29444,ENSG00000164086.10,DUSP7,6420,False,True,False,False,59.39
29445,ENSG00000164087.8,POC1A,3710,False,True,False,False,51.669999999999995
29446,ENSG00000164088.18,PPM1M,7824,False,True,False,False,58.309999999999995
29448,ENSG00000164089.9,ETNPPL,5645,False,True,False,False,39.72
29451,ENSG00000164091.12,WDR82,14656,False,True,False,False,44.88
29453,ENSG00000164093.18,PITX2,15619,False,False,False,False,49.37
29456,ENSG00000164096.13,C4orf3,3270,False,True,False,False,42.89
29457,ENSG00000164099.3,PRSS12,6392,False,True,False,False,36.51
29460,ENSG00000164100.9,NDST3,7990,False,False,False,False,36.26
29462,ENSG00000164104.12,HMGB2,4282,False,True,False,False,45.5
29464,ENSG00000164105.4,SAP30,1507,False,False,False,False,42.24
29466,ENSG00000164106.8,SCRG1,5386,False,True,False,False,37.62
29468,ENSG00000164107.9,HAND2,4859,False,False,False,False,55.84
29471,ENSG00000164109.14,MAD2L1,7604,False,True,False,False,37.68
29474,ENSG00000164111.15,ANXA5,5531,False,True,False,False,38.94
29478,ENSG00000164112.14,SMIM43,9220,False,True,False,False,42.58
29481,ENSG00000164113.11,ADAD1,3997,False,True,False,False,36.55
29484,ENSG00000164114.19,MAP9,15960,False,True,False,False,33.75
29487,ENSG00000164116.17,GUCY1A1,23390,False,True,False,False,36.8
29491,ENSG00000164117.14,FBXO8,4060,False,True,False,False,33.65
29493,ENSG00000164118.13,CEP44,13815,False,True,False,False,35.65
29496,ENSG00000164120.14,HPGD,12849,False,True,False,False,36.73
29499,ENSG00000164122.9,ASB5,6695,False,True,False,False,36.68
29501,ENSG00000164123.7,SPMIP2,1893,False,True,False,False,40.1
29503,ENSG00000164124.11,TMEM144,16878,False,True,False,False,37.8
29507,ENSG00000164125.16,GASK1B,16345,False,True,False,False,37.11
29509,ENSG00000164128.7,NPY1R,6491,False,True,False,False,39.51
29510,ENSG00000164129.12,NPY5R,4710,False,True,False,False,38.41
29511,ENSG00000164134.14,NAA15,22481,False,True,False,False,39.06000000000001
29515,ENSG00000164136.17,IL15,11892,False,True,False,False,37.14
29517,ENSG00000164142.16,FHIP1A,14376,False,True,False,False,39.54
29519,ENSG00000164144.16,ARFIP1,8407,False,True,False,False,37.33
29521,ENSG00000164151.12,ICE1,9038,False,True,False,False,38.91
29523,ENSG00000164161.10,HHIP,14160,False,True,False,False,36.03
29526,ENSG00000164162.14,ANAPC10,9487,False,False,False,False,37.48
29530,ENSG00000164163.11,ABCE1,8706,False,True,False,False,34.74
29534,ENSG00000164164.17,OTUD4,15504,False,False,False,False,37.6
29537,ENSG00000164167.13,LSM6,8367,False,False,False,False,39.11
29541,ENSG00000164168.8,TMEM184C,5991,False,True,False,False,38.71
29544,ENSG00000164169.13,PRMT9,5025,False,True,False,False,39.64
29547,ENSG00000164171.11,ITGA2,9025,False,True,False,False,38.01
29549,ENSG00000164172.20,MOCS2,9401,False,True,False,False,38.21
29551,ENSG00000164175.15,SLC45A2,5284,False,True,False,False,40.67
29553,ENSG00000164176.13,EDIL3,9044,False,True,False,False,35.47
29555,ENSG00000164180.15,TMEM161B,22278,False,False,False,False,35.56
29558,ENSG00000164181.14,ELOVL7,11555,False,True,False,False,39.18
29560,ENSG00000164182.12,NDUFAF2,8648,False,False,False,False,36.3
29563,ENSG00000164185.7,ZNF474,5839,False,True,False,False,38.35
29564,ENSG00000164187.7,LMBRD2,8753,False,True,False,False,35.48
29566,ENSG00000164188.9,RANBP3L,6311,False,True,False,False,36.62
29567,ENSG00000164190.19,NIPBL,16452,False,True,False,False,35.04
29570,ENSG00000164197.12,RNF180,5671,False,True,False,False,36.57
29571,ENSG00000164199.18,ADGRV1,48150,False,True,False,False,37.22
29575,ENSG00000164209.17,SLC25A46,18178,False,False,False,False,35.23
29578,ENSG00000164211.13,STARD4,13948,False,True,False,False,36.15
29582,ENSG00000164219.10,PGGT1B,10708,False,True,False,False,35.39
29585,ENSG00000164220.7,F2RL2,4785,False,True,False,False,40.6
29586,ENSG00000164221.13,CCDC112,6242,False,True,False,False,36.07
29589,ENSG00000164236.12,ANKRD33B,10906,False,True,False,False,47.64
29591,ENSG00000164237.9,CMBL,6283,False,False,False,False,46.38
29594,ENSG00000164241.14,C5orf63,8286,False,True,False,False,39.1
29597,ENSG00000164244.22,PRRC1,13407,False,True,False,False,36.28
29600,ENSG00000164251.5,F2RL1,3468,False,True,False,False,44.69
29601,ENSG00000164252.13,AGGF1,6129,False,False,False,False,39.02
29604,ENSG00000164253.14,WDR41,13169,False,False,False,False,37.31
29608,ENSG00000164256.11,PRDM9,5493,False,True,False,False,37.92
29609,ENSG00000164258.12,NDUFS4,2081,False,False,False,False,36.57
29612,ENSG00000164265.9,SCGB3A2,1239,False,True,False,False,43.74
29614,ENSG00000164266.11,SPINK1,1813,False,True,False,False,36.58
29616,ENSG00000164270.19,HTR4,13694,False,True,False,False,38.9
29620,ENSG00000164283.13,ESM1,4364,False,True,False,False,39.72
29622,ENSG00000164284.15,GRPEL2,5471,False,True,False,False,41.28
29624,ENSG00000164287.13,CDC20B,6663,False,True,False,False,39.63
29626,ENSG00000164291.17,ARSK,5656,False,True,False,False,36.73
29628,ENSG00000164292.13,RHOBTB3,12860,False,False,False,False,40.56
29632,ENSG00000164294.14,GPX8,9536,False,True,False,False,38.84
29635,ENSG00000164296.7,TIGD6,6579,False,True,False,False,44.21
29637,ENSG00000164299.7,SPZ1,2700,False,True,False,False,40.44
29638,ENSG00000164300.18,SERINC5,10482,False,True,False,False,43.81
29642,ENSG00000164303.11,ENPP6,5113,False,True,False,False,44.68
29644,ENSG00000164304.16,CAGE1,7469,False,False,False,False,41.26
29647,ENSG00000164305.20,CASP3,14358,False,True,False,False,41.13
29650,ENSG00000164306.11,PRIMPOL,5919,False,True,False,False,41.26
29654,ENSG00000164307.13,ERAP1,10232,False,True,False,False,39.27
29657,ENSG00000164308.18,ERAP2,9275,False,True,False,False,38.41
29661,ENSG00000164309.15,CMYA5,16778,False,True,False,False,40.69
29664,ENSG00000164318.18,EGFLAM,10469,False,True,False,False,42.6
29667,ENSG00000164323.15,CFAP97,7992,False,True,False,False,41.18
29669,ENSG00000164325.8,TMEM174,2222,False,True,False,False,49.77
29671,ENSG00000164326.5,CARTPT,1726,False,True,False,False,50.96
29673,ENSG00000164327.14,RICTOR,20577,False,True,False,False,35.53
29677,ENSG00000164329.15,TENT2,13596,False,False,False,False,36.26
29680,ENSG00000164330.18,EBF1,9399,False,False,False,False,39.97
29683,ENSG00000164331.10,ANKRA2,5352,False,True,False,False,37.11
29685,ENSG00000164332.8,UBLCP1,2681,False,True,False,False,36.0
29687,ENSG00000164334.16,FAM170A,2632,False,True,False,False,48.54
29688,ENSG00000164338.10,UTP15,11732,False,True,False,False,37.9
29690,ENSG00000164342.14,TLR3,14834,False,True,False,False,39.22
29694,ENSG00000164344.17,KLKB1,4207,False,True,False,False,40.49
29696,ENSG00000164346.10,NSA2,6020,False,True,False,False,37.93
29699,ENSG00000164347.18,GFM2,6697,False,True,False,False,36.31
29702,ENSG00000164362.21,TERT,9236,False,False,False,False,58.46999999999999
29706,ENSG00000164363.10,SLC6A18,2413,False,True,False,False,58.28
29708,ENSG00000164366.4,CCDC127,9859,False,True,False,False,51.68
29709,ENSG00000164379.7,FOXQ1,2661,False,True,False,False,63.17
29710,ENSG00000164385.12,LINC01600,16887,True,False,False,False,42.87
29711,ENSG00000164393.11,ADGRF2P,2013,False,False,False,False,41.36
29712,ENSG00000164398.15,ACSL6,45370,False,True,False,False,48.14
29716,ENSG00000164399.5,IL3,924,False,True,False,False,49.18
29717,ENSG00000164400.6,CSF2,788,False,True,False,False,55.5
29718,ENSG00000164402.14,SEPTIN8,17905,False,True,False,False,48.12
29721,ENSG00000164403.15,SHROOM1,10526,False,True,False,False,59.58
29724,ENSG00000164404.9,GDF9,9776,False,True,False,False,45.32
29725,ENSG00000164405.11,UQCRQ,4016,False,True,False,False,49.28
29728,ENSG00000164406.8,LEAP2,2113,False,False,False,False,45.23
29731,ENSG00000164411.12,GJB7,3346,False,True,False,False,40.38
29733,ENSG00000164414.19,SLC35A1,3377,False,False,False,False,39.25
29735,ENSG00000164418.22,GRIK2,54428,False,False,False,False,35.0
29739,ENSG00000164430.17,CGAS,6339,False,True,False,False,42.47
29741,ENSG00000164434.12,FABP7,2698,False,True,False,False,37.03
29742,ENSG00000164438.6,TLX3,1534,False,True,False,False,66.6
29743,ENSG00000164440.16,TXLNB,6242,False,False,False,False,40.37
29746,ENSG00000164442.11,CITED2,4261,False,True,False,False,50.46
29747,ENSG00000164451.14,CALHM4,7741,False,True,False,False,36.69
29748,ENSG00000164458.10,TBXT,3892,False,True,False,False,51.51
29749,ENSG00000164463.12,CREBRF,15907,False,True,False,False,41.07
29752,ENSG00000164465.19,DCBLD1,9087,False,False,False,False,39.51
29756,ENSG00000164466.13,SFXN1,9363,False,True,False,False,42.43
29760,ENSG00000164483.17,SAMD3,10359,False,True,False,False,39.15
29764,ENSG00000164484.12,TMEM200A,8757,False,True,False,False,38.05
29765,ENSG00000164485.15,IL22RA2,5072,False,True,False,False,41.63
29766,ENSG00000164488.12,DACT2,8321,False,True,False,False,51.15
29767,ENSG00000164494.12,PDSS2,3972,False,True,False,False,39.82
29768,ENSG00000164500.7,SPMIP7,1607,False,True,False,False,37.41
29769,ENSG00000164506.16,STXBP5,55381,False,False,False,False,34.42
29773,ENSG00000164508.6,H2AC1,1543,False,False,False,False,41.25
29775,ENSG00000164509.17,IL31RA,17595,False,True,False,False,42.13
29778,ENSG00000164512.18,ANKRD55,4665,False,True,False,False,41.57
29780,ENSG00000164520.12,RAET1E,10101,False,True,False,False,46.52
29783,ENSG00000164530.15,PI16,3962,False,True,False,False,51.13
29785,ENSG00000164532.11,TBX20,2043,False,True,False,False,36.9
29787,ENSG00000164535.15,DAGLB,9789,False,False,False,False,48.19
29791,ENSG00000164542.13,MATCAP2,19938,False,True,False,False,39.55
29794,ENSG00000164543.7,STK17A,7548,False,False,False,False,40.71
29798,ENSG00000164548.12,TRA2A,7568,False,True,False,False,41.09
29802,ENSG00000164556.7,CFAP144P1,1595,False,True,False,False,52.19
29803,ENSG00000164574.16,GALNT10,18982,False,True,False,False,44.29
29807,ENSG00000164576.12,SAP30L,9058,False,True,False,False,45.7
29810,ENSG00000164587.13,RPS14,6592,False,True,False,True,48.3
29813,ENSG00000164588.8,HCN1,18379,False,True,False,False,34.76
29815,ENSG00000164591.14,MYOZ3,13052,False,True,False,False,49.08
29818,ENSG00000164597.15,COG5,11752,False,True,False,False,37.09
29821,ENSG00000164600.7,NEUROD6,1959,False,True,False,False,35.44
29822,ENSG00000164603.12,SAMTOR,4883,False,True,False,False,36.97
29824,ENSG00000164604.14,GPR85,14147,False,False,False,False,38.410000000000004
29827,ENSG00000164609.10,SLU7,6516,False,True,False,False,36.94
29829,ENSG00000164610.10,RP9,11720,False,False,False,False,42.73
29832,ENSG00000164611.13,PTTG1,3201,False,True,False,False,39.32
29835,ENSG00000164615.6,CAMLG,20303,False,True,False,False,43.33
29838,ENSG00000164616.17,FBXL21P,1387,False,False,False,False,34.9
29839,ENSG00000164619.10,BMPER,40684,False,False,False,False,40.62
29843,ENSG00000164620.9,RELL2,9072,False,True,False,False,60.0
29845,ENSG00000164621.6,SMAD5-AS1,3007,True,False,False,False,45.31
29846,ENSG00000164626.9,KCNK5,3783,False,True,False,False,51.97
29847,ENSG00000164627.18,KIF6,14630,False,True,False,False,40.55
29849,ENSG00000164631.19,ZNF12,12711,False,True,False,False,43.46
29851,ENSG00000164638.11,SLC29A4,8408,False,True,False,False,57.48
29853,ENSG00000164645.3,TEX47,1039,False,True,False,False,35.91
29854,ENSG00000164647.9,STEAP1,2187,False,False,False,False,37.87
29857,ENSG00000164649.20,CDCA7L,9078,False,True,False,False,41.36
29860,ENSG00000164651.18,SP8,5231,False,True,False,False,54.28
29861,ENSG00000164654.16,MIOS,13393,False,True,False,False,36.45
29864,ENSG00000164659.15,ELAPOR2,11772,False,True,False,False,37.29
29868,ENSG00000164663.15,USP49,11926,False,True,False,False,41.52
29870,ENSG00000164669.14,INTS4P1,1935,False,False,False,False,40.45
29871,ENSG00000164674.17,SYTL3,4235,False,True,False,False,46.02
29873,ENSG00000164675.11,IQUB,8597,False,True,False,False,36.64
29877,ENSG00000164683.19,HEY1,22029,False,True,False,False,45.23
29881,ENSG00000164684.13,ZNF704,16539,False,True,False,False,40.26
29883,ENSG00000164687.11,FABP5,2722,False,True,False,False,44.25
29885,ENSG00000164690.8,SHH,6322,False,True,False,False,59.58
29888,ENSG00000164691.19,TAGAP,9531,False,True,False,False,43.02
29890,ENSG00000164692.19,COL1A2,15543,False,True,False,False,37.38
29892,ENSG00000164694.17,FNDC1,7890,False,True,False,False,43.39000000000001
29894,ENSG00000164695.5,CHMP4C,1852,False,True,False,False,38.06
29895,ENSG00000164707.17,SLC13A4,13912,False,True,False,False,46.8
29899,ENSG00000164708.6,PGAM2,837,False,True,False,False,58.43
29900,ENSG00000164713.10,BRI3,6341,False,False,False,False,51.96999999999999
29904,ENSG00000164715.6,LMTK2,9167,False,True,False,False,43.73
29906,ENSG00000164729.8,SLC35G3,1874,False,True,False,False,55.34
29907,ENSG00000164733.23,CTSB,64800,False,False,False,False,52.18
29910,ENSG00000164736.6,SOX17,2346,False,True,False,False,59.36
29911,ENSG00000164740.5,SEPTIN7P5,306,False,False,False,False,41.96
29912,ENSG00000164741.15,DLC1,19661,False,True,False,False,38.54
29915,ENSG00000164742.16,ADCY1,15199,False,True,False,False,47.64
29918,ENSG00000164743.5,C8orf48,1420,False,True,False,False,41.83
29919,ENSG00000164744.14,SUN3,3754,False,False,False,False,38.99
29923,ENSG00000164746.14,C7orf57,6066,False,True,False,False,42.93
29925,ENSG00000164749.13,HNF4G,8201,False,False,False,False,35.5
29927,ENSG00000164751.15,PEX2,8622,False,True,False,False,38.37
29929,ENSG00000164754.16,RAD21,45119,False,False,False,False,35.95
29933,ENSG00000164756.13,SLC30A8,8746,False,True,False,False,38.63
29936,ENSG00000164758.7,MED30,2431,False,True,False,False,34.58
29938,ENSG00000164761.9,TNFRSF11B,3293,False,True,False,False,37.4
29941,ENSG00000164764.11,SBSPON,5207,False,True,False,False,42.54
29943,ENSG00000164776.11,PHKG1,5030,False,True,False,False,54.0
29947,ENSG00000164778.4,EN2,3395,False,True,False,False,55.72
29948,ENSG00000164794.9,KCNV1,9309,False,True,False,False,40.73
29949,ENSG00000164796.18,CSMD3,25003,False,True,False,False,33.74
29952,ENSG00000164808.17,SPIDR,14696,False,True,False,False,40.76
29956,ENSG00000164815.11,ORC5,5434,False,True,False,False,36.03
29960,ENSG00000164816.8,DEFA5,454,False,True,False,False,41.09
29961,ENSG00000164818.16,DNAAF5,9035,False,True,False,False,53.29
29964,ENSG00000164821.5,DEFA4,587,False,True,False,False,45.15
29965,ENSG00000164822.5,DEFA6,465,False,True,False,False,45.36
29966,ENSG00000164823.11,OSGIN2,11594,False,True,False,False,38.21
29967,ENSG00000164825.4,DEFB1,375,False,True,False,False,44.41
29968,ENSG00000164828.18,SUN1,25528,False,False,False,False,52.69
29972,ENSG00000164830.19,OXR1,22091,False,False,False,False,36.67
29976,ENSG00000164841.5,TMEM74,7419,False,False,False,False,37.4
29978,ENSG00000164845.17,FAM86FP,969,False,False,False,False,54.43
29979,ENSG00000164849.10,GPR146,3583,False,True,False,False,58.77
29981,ENSG00000164850.16,GPER1,8038,False,True,False,False,55.88000000000001
29982,ENSG00000164853.9,UNCX,2091,False,True,False,False,67.18
29983,ENSG00000164855.16,TMEM184A,16311,False,True,False,False,62.84
29987,ENSG00000164867.11,NOS3,9129,False,True,False,False,57.59000000000001
29990,ENSG00000164871.18,SPAG11B,3259,False,True,False,False,44.76
29992,ENSG00000164877.19,MICALL2,16778,False,False,False,False,63.37
29996,ENSG00000164879.7,CA3,2541,False,True,False,False,38.15
29998,ENSG00000164880.16,INTS1,10506,False,True,False,False,63.53
