,gene_id,gene_name,gene_length,is_lnc,is_pc,is_mito,is_ribo,gc_content,10x_n_cells,10x_percent_counts,polyT_n_cells,polyT_percent_counts,randO_n_cells,randO_percent_counts,parse_n_cells,parse_percent_counts
9848,ENSMUSG00000025780.8,Itih5,7900,False,True,False,False,44.01,174,0.00048196092900173006,193,0.0010548801392441783,189,0.0009491604862525793,245,0.0009521365571303429
9849,ENSMUSG00000025781.15,Atp5f1c,3583,False,True,False,False,43.71999999999999,7791,0.03781334665579905,2200,0.013373316905464748,1128,0.006302799682110723,2211,0.009734530472153505
9850,ENSMUSG00000025782.13,Taf3,12280,False,True,False,False,42.7,2745,0.009554451582471483,3311,0.023562276007416692,1761,0.01002930661582159,3388,0.0169359513725386
9852,ENSMUSG00000025785.6,Exosc7,7189,False,True,False,False,45.35,2668,0.00891748814364005,932,0.005299047428446223,658,0.0033711562097936435,1066,0.004284614507086543
9855,ENSMUSG00000025786.18,Zdhhc3,19000,False,False,False,False,46.87,1287,0.0037006849221841386,998,0.005604666908040331,901,0.0047270997615830425,1301,0.005286489541081903
9858,ENSMUSG00000025787.7,Tgm4,5772,False,False,False,False,46.2,9,2.1797227944801863e-05,14,7.394019667599381e-05,17,9.351334839926889e-05,24,8.881870868753197e-05
9862,ENSMUSG00000025790.15,Slco3a1,10582,False,True,False,False,45.48,2516,0.007423167072313079,2970,0.018450543743882986,1828,0.010122819964220858,3131,0.01394098451559502
9865,ENSMUSG00000025791.19,Pgm1,2921,False,True,False,False,45.6,204,0.0005497745270522247,112,0.000581662880517818,203,0.0009912414930322504,221,0.0008206848682727955
9866,ENSMUSG00000025792.10,Slc25a10,5133,False,True,False,False,55.91,182,0.00046742944370519547,37,0.00018731516491251766,265,0.001337240882109545,187,0.000699891424457752
9868,ENSMUSG00000025793.18,Hgs,3756,False,False,False,False,51.4,675,0.0017873726914737526,339,0.0017499179879985202,1148,0.006209286333711454,992,0.00391512867894641
9870,ENSMUSG00000025794.10,Rpl14,3066,False,True,False,False,49.58,17760,0.17415985127896688,3361,0.02454321594998488,1254,0.007420284195481986,3051,0.015585907000488113
9874,ENSMUSG00000025795.9,Rassf3,3907,False,True,False,False,47.94,249,0.0007241523506106396,308,0.0017104832164379904,257,0.0013793218888892161,381,0.0015134707960355448
9876,ENSMUSG00000025804.6,Ccr1,2833,False,True,False,False,39.78,18,6.539168383440559e-05,13,6.40815037858613e-05,3,1.4027002259890335e-05,8,2.8421986780010234e-05
9877,ENSMUSG00000025808.18,Ccdc7a,7720,False,False,False,False,38.33,1,2.421914216089096e-06,1,4.929346445066254e-06,2,9.351334839926889e-06,1,3.5527483475012792e-06
9879,ENSMUSG00000025809.16,Itgb1,5655,False,True,False,False,39.17,2677,0.00862685843770936,3503,0.023360172803168978,2107,0.012194140631264663,3635,0.017699792267251373
9882,ENSMUSG00000025810.10,Nrp1,11452,False,False,False,False,41.89,898,0.0029426257725482514,1184,0.007058824109334876,821,0.004670991752543481,1304,0.0058655875217246125
9884,ENSMUSG00000025812.19,Pard3,24630,False,True,False,False,42.85,7,1.9375313728712768e-05,2,9.858692890132509e-06,3,1.4027002259890335e-05,3,1.0658245042503838e-05
9888,ENSMUSG00000025813.15,Homer2,14661,False,True,False,False,46.57,9,2.421914216089096e-05,9,4.4364118005596286e-05,7,3.7405339359707556e-05,9,3.197473512751151e-05
9891,ENSMUSG00000025816.16,Sec61a2,7692,False,True,False,False,40.98,418,0.0010947052256722713,332,0.0017499179879985202,440,0.0022115906896427095,503,0.0019255896043456932
9894,ENSMUSG00000025821.10,Zfp282,7964,False,True,False,False,46.64,468,0.0012472858212858842,527,0.002804798127242699,1015,0.005634179241055951,1042,0.004252639771959031
9896,ENSMUSG00000025823.10,Pdia4,2746,False,True,False,False,45.63,1075,0.0032477869637754773,741,0.004125862974520455,1019,0.0056902872500955125,1199,0.005052008150146819
9898,ENSMUSG00000025825.13,Iscu,4010,False,True,False,False,52.660000000000004,2185,0.006548856040304915,322,0.001651331059097195,483,0.0024547253954808083,530,0.0019788808295582126
9900,ENSMUSG00000025854.16,Fam20c,9952,False,True,False,False,51.32,3,9.687656864356384e-06,2,9.858692890132509e-06,4,1.8702669679853778e-05,3,1.4210993390005117e-05
9904,ENSMUSG00000025855.14,Prkar1b,7770,False,True,False,False,49.65,15,3.8750627457425535e-05,2,9.858692890132509e-06,5,2.3378337099817223e-05,4,1.4210993390005117e-05
9906,ENSMUSG00000025856.16,Pdgfa,5221,False,True,False,False,54.910000000000004,34,0.0001210957108044548,22,0.0001281630075717226,3,1.4027002259890335e-05,14,6.394947025502303e-05
9908,ENSMUSG00000025857.11,Dnaaf5,4378,False,True,False,False,50.66,209,0.0005255553848913338,126,0.0006506737307487455,801,0.004133289999247685,593,0.0022844171874433225
9910,ENSMUSG00000025858.13,Get4,4535,False,True,False,False,50.54,1644,0.005112660910164081,313,0.0016562604055422613,839,0.004469938053485053,803,0.0032330009962261643
9912,ENSMUSG00000025860.16,Xiap,12186,False,False,False,False,40.22,2215,0.00648104244225442,2613,0.016602038826983145,2161,0.012923544748778961,3138,0.015003256271497904
9914,ENSMUSG00000025862.15,Stag2,11243,False,True,False,False,36.93,4218,0.015340404644708332,6456,0.05277358304087931,4701,0.034721506260648544,7044,0.043474981528373154
9917,ENSMUSG00000025867.9,Cplx2,4928,False,True,False,False,52.31,2,4.843828432178192e-06,3,1.4788039335198764e-05,3,2.3378337099817223e-05,4,1.4210993390005117e-05
9918,ENSMUSG00000025868.7,Higd2a,648,False,True,False,False,54.83,4746,0.016834725716035306,195,0.001049950792799112,144,0.0006966744455745533,223,0.0008420013583578031
9919,ENSMUSG00000025869.12,Nop16,2760,False,True,False,False,46.44,1158,0.003574745382947505,162,0.0008379888956612632,167,0.0008275931333335298,211,0.000813579371577793
9921,ENSMUSG00000025870.11,Arl10,2410,False,True,False,False,52.52,260,0.0006539168383440559,93,0.00047321725872636044,69,0.00032262105197747765,107,0.0003872495698776395
9923,ENSMUSG00000025871.19,4833439L19Rik,7300,False,True,False,False,47.26,758,0.002022298370434395,587,0.0031498523783973363,1061,0.005559368562336535,1091,0.004284614507086543
9926,ENSMUSG00000025872.6,Thoc3,3324,False,True,False,False,46.20000000000001,1220,0.00342943052998216,721,0.004066710817179659,490,0.0025155090719403334,770,0.003097996559021116
9929,ENSMUSG00000025873.17,Faf2,10208,False,True,False,False,44.54,1723,0.005023050084168785,1658,0.009666448378774926,2235,0.013269544137856255,2568,0.011450507923996623
9932,ENSMUSG00000025875.15,Tspan17,3314,False,True,False,False,56.31,8,2.421914216089096e-05,2,9.858692890132509e-06,2,9.351334839926889e-06,2,7.1054966950025584e-06
9934,ENSMUSG00000025876.16,Unc5a,5139,False,True,False,False,54.7,7,1.6953399512623672e-05,4,1.9717385780265017e-05,16,7.481067871941511e-05,13,4.618572851751663e-05
9936,ENSMUSG00000025877.15,Hk3,6105,False,True,False,False,51.54,5,1.210957108044548e-05,4,1.9717385780265017e-05,13,6.0783676459524786e-05,9,3.552748347501279e-05
9939,ENSMUSG00000025878.17,Uimc1,8471,False,True,False,False,40.35,1355,0.003756388949154188,2755,0.017400592951083878,2100,0.012657031705841044,3152,0.015035231006625413
9942,ENSMUSG00000025885.19,Myo5b,12948,False,True,False,False,46.3,51,0.00014289293874925665,6,2.9576078670397527e-05,22,0.00011689168549908611,23,8.881870868753197e-05
9945,ENSMUSG00000025888.7,Casp1,5969,False,True,False,False,35.47,73,0.00019859696571930587,48,0.0002513966686983789,37,0.00018702669679853778,59,0.00023092864258758314
9948,ENSMUSG00000025893.9,Kbtbd3,4299,False,True,False,False,37.55,480,0.0012763487918789535,127,0.000640815037858613,50,0.00024313470583809914,121,0.00044764629178516114
9949,ENSMUSG00000025894.12,Aasdhppt,7130,False,True,False,False,36.17,1183,0.0033761484172281997,516,0.002730857930566705,255,0.0012671058708100934,512,0.001961117087820706
9951,ENSMUSG00000025898.7,Cwf19l2,11758,False,True,False,False,37.79,2680,0.008067396253792778,3839,0.026263557859313,2095,0.012095951615445431,3959,0.01929852902362695
9953,ENSMUSG00000025899.15,Alkbh8,17332,False,True,False,False,37.86,866,0.0023395691327420666,1827,0.010736116557354302,968,0.005129207159699899,1890,0.00794394530501286
9957,ENSMUSG00000025900.14,Rp1,12398,False,True,False,False,38.52,1,4.843828432178192e-06,1,4.929346445066254e-06,2,9.351334839926889e-06,1,3.5527483475012792e-06
9959,ENSMUSG00000025903.15,Lypla1,9224,False,False,False,False,41.08,846,0.002199098108208899,891,0.004884982327060658,666,0.0033992102143134244,1075,0.004309483745519052
9962,ENSMUSG00000025907.15,Rb1cc1,22528,False,True,False,False,38.04,3334,0.010360949016429153,7150,0.05755504909259358,3793,0.024556605289648013,7111,0.0408175257644422
9966,ENSMUSG00000025912.17,Mybl1,6505,False,True,False,False,35.06,193,0.0005352430417556902,530,0.003075912181721342,415,0.0021274286760833675,627,0.002636139273845949
9968,ENSMUSG00000025915.15,Sgk3,23858,False,True,False,False,41.73,803,0.0021337064243744934,1341,0.007748932611644151,1107,0.005984854297553209,1591,0.00672179987347242
9972,ENSMUSG00000025916.11,Ppp1r42,2137,False,True,False,False,41.52,3,7.265742648267288e-06,2,9.858692890132509e-06,1,4.6756674199634445e-06,3,1.0658245042503838e-05
9975,ENSMUSG00000025917.10,Cops5,5682,False,True,False,False,40.71,3188,0.01036579284486133,1095,0.006043378741651228,596,0.0030111298184564584,1120,0.004408960699249087
9978,ENSMUSG00000025920.20,Stau2,23360,False,True,False,False,40.73,47,0.00013562719610098938,36,0.00019224451135758388,33,0.00015897269227875711,43,0.00016697917233256013
9981,ENSMUSG00000025921.8,Rdh10,5546,False,True,False,False,43.04,138,0.000353599475549008,216,0.0011337496823652384,214,0.001061376504331702,292,0.0010977992393778953
9983,ENSMUSG00000025925.15,Terf1,5965,False,True,False,False,38.78,1564,0.004780858662559875,1675,0.009794611386346647,1872,0.011179520801132596,2294,0.010342050439576225
9986,ENSMUSG00000025927.14,Tfap2b,9971,False,True,False,False,43.89,3,4.3594455889603726e-05,5,2.464673222533127e-05,3,1.8702669679853778e-05,6,2.4869238432508954e-05
9988,ENSMUSG00000025930.7,Msc,4439,False,True,False,False,54.48,4,2.9062970593069153e-05,3,1.4788039335198764e-05,1,4.6756674199634445e-06,2,7.1054966950025584e-06
9990,ENSMUSG00000025931.16,Paqr8,12321,False,True,False,False,44.42,61,0.00015984633826188034,41,0.00020703255069278267,33,0.00015897269227875711,55,0.00020961215250257545
9991,ENSMUSG00000025932.15,Eya1,14223,False,True,False,False,40.84,27,6.781359805049469e-05,17,8.872823601119257e-05,18,8.883768097930545e-05,25,9.947695373003582e-05
9993,ENSMUSG00000025933.16,Tmem14a,2153,False,True,False,False,44.65,68,0.0001743778235584149,8,3.9434771560530034e-05,7,3.272967193974411e-05,12,4.263298017001535e-05
9994,ENSMUSG00000025934.16,Gsta3,4751,False,True,False,False,42.76,2,4.843828432178192e-06,1,4.929346445066254e-06,7,3.272967193974411e-05,6,2.1316490085007675e-05
9996,ENSMUSG00000025935.11,Tram1,3673,False,True,False,False,44.82,2904,0.008714047349488567,2707,0.016695696409439402,1307,0.007074284806404692,2641,0.011660120076499199
9999,ENSMUSG00000025937.7,Lactb2,4894,False,True,False,False,42.88,359,0.0009300150589782129,427,0.002267499364730477,383,0.0019404019792848295,547,0.002099674273373256
10001,ENSMUSG00000025938.17,Slco5a1,26538,False,True,False,False,42.0,10,4.117254167351463e-05,23,0.00014295104690692135,29,0.0001776753619586109,35,0.00014566268224755247
10003,ENSMUSG00000025939.20,Ube2w,5592,False,True,False,False,40.76,561,0.0014289293874925665,843,0.004633585658362279,534,0.0026978601013189075,948,0.003684200036358827
10007,ENSMUSG00000025940.7,Tmem70,4131,False,True,False,False,42.08,709,0.0018818273459012276,262,0.0013802170046185512,163,0.0008088904636536759,295,0.0011049047360728978
10009,ENSMUSG00000025949.17,Pikfyve,22418,False,False,False,False,38.16,629,0.0016420578385084072,1595,0.009173513734268298,1754,0.009842279919023051,2254,0.009723872227111002
10013,ENSMUSG00000025950.17,Idh1,4520,False,True,False,False,42.52,205,0.0005376649559717793,203,0.0010548801392441783,173,0.0008556471378533104,240,0.000902398080265325
10014,ENSMUSG00000025955.14,Akr1cl,5491,False,True,False,False,40.33,3,7.265742648267288e-06,2,9.858692890132509e-06,1,4.6756674199634445e-06,3,1.0658245042503838e-05
10018,ENSMUSG00000025956.11,Mettl21a,5047,False,True,False,False,44.08,114,0.0002882077917146024,66,0.00033026621181943906,77,0.00037405339359707556,107,0.00039435506657264197
10020,ENSMUSG00000025958.15,Creb1,20697,False,True,False,False,38.54,3298,0.01065884446500811,6786,0.055031223712719665,4949,0.0357501530930405,7337,0.04532241066907382
10024,ENSMUSG00000025959.14,Klf7,8824,False,True,False,False,43.45000000000001,2524,0.0074764491850670385,3280,0.021506738539824065,2690,0.016257295619212898,3805,0.018563110115694184
10025,ENSMUSG00000025962.16,Fastkd2,7847,False,True,False,False,39.94,219,0.0005618840981326702,128,0.0006457443843036792,213,0.001061376504331702,227,0.0008420013583578031
10028,ENSMUSG00000025964.16,Adam23,20894,False,False,False,False,41.4,27,0.0001574244240457912,68,0.0004584292193911616,75,0.0007340797849342608,78,0.0005293595037776907
10031,ENSMUSG00000025967.17,Eef1b2,5465,False,True,False,False,45.88,10540,0.07099599333043576,2613,0.017518897265765467,1237,0.006929339116385825,2494,0.011780913520314242
10034,ENSMUSG00000025968.17,Ndufs1,11134,False,False,False,False,40.38,911,0.0025139469563004815,1274,0.007024318684219413,1271,0.00700414979510524,1681,0.006949175767712502
10037,ENSMUSG00000025969.16,Nrp2,13894,False,False,False,False,46.81,41,0.00020101887993539497,53,0.0003006901331490415,60,0.00038808039585696587,74,0.00033395834466512026
10039,ENSMUSG00000025971.7,Maip1,8414,False,True,False,False,40.83,1332,0.003640137066781911,373,0.0019520211922462367,325,0.0015897269227875713,454,0.0017017664584531127
10041,ENSMUSG00000025977.16,Boll,4085,False,False,False,False,38.73,37,9.203274021138565e-05,59,0.0003056194795941078,39,0.00018235102937857434,58,0.00020961215250257545
10044,ENSMUSG00000025978.15,Rftn2,6570,False,True,False,False,44.77,35,8.961082599529654e-05,19,9.365758245625883e-05,42,0.00020572936647839156,43,0.000152768178942555
10047,ENSMUSG00000025979.14,Mob4,10123,False,True,False,False,40.35,2073,0.005676966922512841,1428,0.008098916209243856,1042,0.005545341560076645,1662,0.006856804310677468
10050,ENSMUSG00000025980.15,Hspd1,2777,False,True,False,False,43.88,4631,0.02782779434286371,3721,0.02973874710308471,1627,0.010052684952921406,3543,0.019820783030709638
10051,ENSMUSG00000025981.14,Coq10b,5395,False,True,False,False,43.11,1335,0.0038774846599586425,424,0.0022428526325051455,269,0.001313862545009728,465,0.0017621631803606346
10053,ENSMUSG00000025982.14,Sf3b1,16744,False,True,False,False,38.63,7664,0.03485618939795427,13879,0.15294776149751574,10090,0.10327614197215257,14536,0.12894344852421144
10057,ENSMUSG00000025983.12,Ccdc150,6768,False,False,False,False,40.85,5,1.4531485296534577e-05,21,0.00011337496823652385,13,6.545934387948822e-05,23,8.881870868753197e-05
10060,ENSMUSG00000025986.7,Slc39a10,7875,False,True,False,False,39.19,772,0.0021288625959423155,605,0.0032040751892930654,531,0.002730589773258652,770,0.003044705333808596
10062,ENSMUSG00000025993.11,Slc40a1,10761,False,True,False,False,40.07,17,0.00019375313728712767,31,0.0002859020938138427,22,0.00015897269227875711,30,0.00016697917233256013
10065,ENSMUSG00000025995.17,Wdr75,7405,False,True,False,False,39.5,896,0.0027173877504519657,513,0.0028343742059130962,567,0.002903589467797299,745,0.0029061481482560467
10068,ENSMUSG00000025997.14,Ikzf2,17291,False,True,False,False,38.97,3164,0.01606940082375115,4325,0.03760105468296539,2994,0.021905501862528737,4651,0.03007756750994583
10070,ENSMUSG00000026000.17,Lancl1,7684,False,True,False,False,44.169999999999995,858,0.0023105061621489973,323,0.0016956951771027915,505,0.0025996710854996755,584,0.002216914968840798
10073,ENSMUSG00000026003.6,Acadl,2039,False,True,False,False,42.24,1283,0.004013111856059632,815,0.00457936284746655,501,0.0025949954180797116,878,0.003598934076018796
10075,ENSMUSG00000026004.16,Kansl1l,10106,False,True,False,False,36.03,1264,0.003448805843710873,3274,0.021590537429390193,2222,0.013194733459136842,3597,0.017280567962246224
10078,ENSMUSG00000026005.16,Rpe,3977,False,False,False,False,40.09,535,0.0013756472747386065,1388,0.007995399933897465,894,0.004633586413183774,1578,0.006458896495757326
10080,ENSMUSG00000026009.15,Icos,3515,False,True,False,False,40.9,751,0.002882077917146024,591,0.0034899772831069077,394,0.002141455678343258,655,0.0027533799693134917
10081,ENSMUSG00000026011.14,Ctla4,2890,False,False,False,False,41.6,345,0.0009978286570287076,305,0.0017203419093281228,483,0.0025575900787200043,524,0.002124543511805765
10083,ENSMUSG00000026012.3,Cd28,6791,False,False,False,False,41.16,4802,0.016677301291989514,5994,0.04565067742775858,4483,0.030232865537483635,6637,0.03788650837775364
10086,ENSMUSG00000026014.16,Raph1,22212,False,True,False,False,39.25,409,0.001114080539400984,608,0.0034160370864309143,669,0.0036750745920912675,840,0.003534984605763773
10088,ENSMUSG00000026017.14,Carf,16856,False,False,False,False,39.03,418,0.0011092367109688057,1101,0.0061074602454370885,971,0.005161936831639642,1374,0.005652422620874536
10091,ENSMUSG00000026018.13,Ica1l,8193,False,False,False,False,42.79999999999999,32,7.992316913094017e-05,10,4.929346445066254e-05,28,0.0001355943551789399,30,0.00011013519877253966
10094,ENSMUSG00000026019.16,Wdr12,14458,False,True,False,False,40.16,4134,0.014703441205876902,4140,0.028876111475198113,3014,0.019048669068931073,4617,0.023892232636946103
10097,ENSMUSG00000026020.10,Nop58,14624,False,False,False,False,38.43,3344,0.01925421801790831,4073,0.034254028446765394,1314,0.0076306892293803415,3652,0.020733839356017466
10101,ENSMUSG00000026021.16,Sumo1,2652,False,False,False,False,42.85,4193,0.01430624727443829,1252,0.007186987116906599,815,0.004320316696046223,1379,0.00574834682625707
10104,ENSMUSG00000026023.17,Cdk15,3041,False,False,False,False,43.79,71,0.00019133122307103857,36,0.00017745647202238514,10,4.6756674199634445e-05,28,9.947695373003582e-05
10106,ENSMUSG00000026024.15,Als2,10415,False,True,False,False,42.87,232,0.0006030566398061848,858,0.004806112783939598,1438,0.008378796016574493,1507,0.00655482070113986
10108,ENSMUSG00000026027.14,Stradb,9448,False,False,False,False,40.99,401,0.0010220477991895985,316,0.001685836484212659,265,0.0013091868775897645,376,0.0014459685774330208
10111,ENSMUSG00000026028.13,Trak2,9040,False,True,False,False,42.81,860,0.0022426925640985024,1651,0.009469274520972274,2326,0.013671651535973113,2627,0.011549984877726658
10114,ENSMUSG00000026029.15,Casp8,3716,False,True,False,False,42.29,1017,0.0027319192357485,903,0.004894841019950791,1245,0.006793744761206886,1444,0.0059224314952846325
10115,ENSMUSG00000026031.16,Cflar,17952,False,False,False,False,44.88,1957,0.005580090353869277,3187,0.019781467284050877,4231,0.027740734802643115,4760,0.02401657882910865
10118,ENSMUSG00000026032.9,Ndufb3,763,False,True,False,False,38.12,5776,0.024286955758941454,453,0.002504107994093657,95,0.00045821540715641757,382,0.0014957070542980385
10119,ENSMUSG00000026034.18,Clk1,11406,False,False,False,False,40.91,6937,0.02571588514643402,10996,0.11002301265387879,8473,0.07295911442110958,12005,0.09105338739811028
10123,ENSMUSG00000026035.16,Ppil3,6066,False,True,False,False,43.75,1421,0.0040227995129239885,765,0.004071640163624726,452,0.002272374366102234,807,0.0031548405325811358
10126,ENSMUSG00000026036.18,Nif3l1,10929,False,True,False,False,43.81,298,0.0007532153212037088,123,0.0006802498094191431,257,0.0012811328730699839,260,0.0009734530472153505
10129,ENSMUSG00000026037.15,Orc2,4697,False,True,False,False,41.81,1039,0.003005595542166568,989,0.005535656057809403,711,0.0037779392753304634,1182,0.0048423959976442435
10131,ENSMUSG00000026039.10,Sgo2a,8122,False,True,False,False,38.99,1275,0.0053863372165821495,1666,0.011869866239719539,1017,0.0060923946482123684,1785,0.009119905008035783
10133,ENSMUSG00000026047.14,Poglut2,5963,False,True,False,False,39.45,120,0.0003003173627950479,152,0.0008084128169908657,192,0.0009491604862525793,221,0.0008313431133152993
10136,ENSMUSG00000026048.17,Ercc5,7954,False,False,False,False,40.53000000000001,887,0.0024098046450086504,1597,0.009350970206290684,1031,0.005358314863278107,1747,0.007382611066107658
10139,ENSMUSG00000026049.12,Tex30,5172,False,True,False,False,39.54,1094,0.0030806748828653297,338,0.0017745647202238514,338,0.0017627266173262186,472,0.0018332181473106602
10140,ENSMUSG00000026062.13,Slc9a2,7918,False,True,False,False,42.79999999999999,5,1.4531485296534577e-05,4,1.9717385780265017e-05,1,4.6756674199634445e-06,2,7.1054966950025584e-06
10142,ENSMUSG00000026064.17,Ptp4a1,7578,False,True,False,False,38.75,45,0.0001114080539400984,114,0.0005865922269628843,206,0.0010239711649719944,218,0.0008171321199252942
10144,ENSMUSG00000026068.12,Il18rap,7450,False,True,False,False,42.44,47,0.00014773676718143484,39,0.00022182059002798143,60,0.0003319723868174046,68,0.00027711437110509974
10146,ENSMUSG00000026069.16,Il1rl1,11062,False,True,False,False,41.55,9,4.117254167351463e-05,7,3.9434771560530034e-05,8,3.7405339359707556e-05,10,3.552748347501279e-05
10147,ENSMUSG00000026072.13,Il1r1,9815,False,True,False,False,43.71,27,9.687656864356384e-05,21,0.00011337496823652385,26,0.00014027002259890334,27,0.00012079344381504348
10149,ENSMUSG00000026073.14,Il1r2,2344,False,True,False,False,45.29,23,8.718891177920745e-05,4,1.9717385780265017e-05,12,6.545934387948822e-05,11,3.908023182251407e-05
10151,ENSMUSG00000026074.16,Map4k4,13007,False,True,False,False,45.68,4557,0.015325873159411797,5604,0.0426240587104879,6747,0.05612203604182123,7693,0.04926596133480024
10154,ENSMUSG00000026077.16,Npas2,4939,False,True,False,False,46.19,25,7.023551226658377e-05,23,0.0001281630075717226,82,0.0004021073981168563,70,0.00025935062936759335
10156,ENSMUSG00000026078.11,Pdcl3,5127,False,True,False,False,46.92,1222,0.0033034909907455265,167,0.0008478475885513958,268,0.0013278895472696184,296,0.0010835882459878901
10159,ENSMUSG00000026080.15,Chst10,22807,False,True,False,False,47.41,517,0.0013441623899294482,925,0.005096944224198507,1131,0.006064340643692588,1371,0.005538734673754494
10162,ENSMUSG00000026082.12,Rev1,9333,False,True,False,False,39.39,985,0.002797310919582906,1797,0.010982583879607613,1356,0.007719526910359647,2109,0.00952491831965093
10166,ENSMUSG00000026083.13,Eif5b,11204,False,True,False,False,41.45,7399,0.039489311293332705,8535,0.08382353629835165,3535,0.024294767914130058,8043,0.055145759849914856
10169,ENSMUSG00000026087.12,Mrpl30,4557,False,True,False,False,43.13,5544,0.021601052893298646,581,0.0032287219215183967,281,0.0013746462214692526,557,0.002184940233713287
10171,ENSMUSG00000026088.16,Mitd1,4005,False,True,False,False,44.11,2497,0.007946300542988324,1060,0.005984226584310433,561,0.0028474814587577378,1088,0.004352116725689067
10174,ENSMUSG00000026090.17,Cracdl,7547,False,True,False,False,47.31,232,0.0005933689829418286,90,0.0004633585658362279,145,0.0007247284500943339,166,0.0006146254641177213
10175,ENSMUSG00000026094.15,Stk17b,5511,False,True,False,False,37.08,3700,0.013230917362494732,4839,0.03505258257086614,2500,0.01498551408098284,4808,0.025029112108146515
10177,ENSMUSG00000026095.16,Asnsd1,5174,False,True,False,False,39.58,662,0.001797060348338109,210,0.0011091029501399071,70,0.0003413237216573315,192,0.0007105496695002558
10180,ENSMUSG00000026096.15,Osgepl1,9068,False,True,False,False,37.62,216,0.0005594621839165811,303,0.0016562604055422613,225,0.0011081331785313365,370,0.0014282048356955143
10184,ENSMUSG00000026097.10,Ormdl1,4892,False,False,False,False,38.86,397,0.0010390011987022221,506,0.002716069891231506,326,0.0016084295924674251,577,0.002188492982060788
10186,ENSMUSG00000026098.14,Pms1,9410,False,True,False,False,39.83,697,0.001896358831197762,1053,0.0059398624663048365,913,0.004876721119021873,1346,0.005542287422101996
10189,ENSMUSG00000026102.10,Inpp1,7787,False,True,False,False,42.6,578,0.001516118299271774,838,0.004584292193911616,589,0.002969048811676787,923,0.003691305533053829
10192,ENSMUSG00000026103.15,Gls,24543,False,True,False,False,37.03,2200,0.006781359805049469,5392,0.040361488692202484,2814,0.017098915754806317,5276,0.028414881283315232
10195,ENSMUSG00000026104.15,Stat1,15380,False,True,False,False,45.89000000000001,1752,0.005793218804885117,1085,0.006309563449684805,1692,0.010122819964220858,1797,0.008181979444295447
10198,ENSMUSG00000026107.12,Nabp1,20040,False,False,False,False,38.76,2971,0.009087022138766287,8044,0.06623562818235526,8671,0.07945829213485878,10277,0.07328609291225639
10201,ENSMUSG00000026110.16,Mgat4a,15603,False,True,False,False,44.68,1121,0.0030952063681618644,2153,0.013047980040090376,2241,0.013119922780417426,2846,0.012942662229947161
10204,ENSMUSG00000026111.16,Unc50,4053,False,True,False,False,46.78000000000001,983,0.0025381660984613724,407,0.0021442657036038204,498,0.0025108334045203695,586,0.0022915226841383252
10206,ENSMUSG00000026112.8,Coa5,5352,False,True,False,False,43.53,756,0.0020368298557309297,307,0.0015773908624212012,751,0.003899506628249513,724,0.0028066711945260105
10208,ENSMUSG00000026113.18,Inpp4a,15825,False,False,False,False,47.96,199,0.0005037581569465319,454,0.0024350971438627297,1042,0.005620152238796061,978,0.003890259440513901
10211,ENSMUSG00000026116.12,Tmem131,13263,False,True,False,False,43.66,1392,0.003998580370763097,3201,0.02097436912375691,4393,0.03263148292392488,4899,0.027210499593512294
10214,ENSMUSG00000026117.11,Zap70,4191,False,True,False,False,51.54,2731,0.008043177111631888,757,0.004130792320965521,2354,0.014190650619589053,2102,0.009151879743163295
10216,ENSMUSG00000026121.14,Sema4c,7570,False,True,False,False,57.48,37,9.203274021138565e-05,57,0.00029576078670397524,91,0.00045821540715641757,93,0.00035172208640262665
10218,ENSMUSG00000026123.12,Plekhb2,8472,False,True,False,False,47.01,527,0.0014022883311155866,356,0.0018583636097899779,509,0.002566941413559931,581,0.0022062567237982945
10220,ENSMUSG00000026125.10,Prss39,1658,False,True,False,False,53.5,1,2.421914216089096e-06,3,1.4788039335198764e-05,7,3.272967193974411e-05,7,2.4869238432508954e-05
10222,ENSMUSG00000026126.16,Ptpn18,7544,False,False,False,False,48.19,8828,0.04011658707529978,656,0.0036082815977884985,416,0.0020806720018837327,687,0.0027285107308809824
10225,ENSMUSG00000026127.14,Imp4,10208,False,True,False,False,46.81,1458,0.004117254167351462,779,0.004209661864086581,1040,0.005465855213937267,1220,0.00494187295137428
10229,ENSMUSG00000026134.12,Prim2,6100,False,True,False,False,42.47,774,0.0022378487356663245,756,0.004199803171196448,1323,0.0076306892293803415,1393,0.006053883184142179
10231,ENSMUSG00000026135.18,Zfp142,21026,False,True,False,False,45.56,492,0.001315099419336379,494,0.0026519883874456447,1134,0.006157853992091856,1079,0.004327247487256558
10235,ENSMUSG00000026142.16,Rhbdd1,6973,False,True,False,False,43.20000000000001,163,0.00041656924516732453,127,0.0006358856914135468,344,0.001744023947646365,319,0.0011759597030229234
10237,ENSMUSG00000026149.3,Tm4sf20,1818,False,True,False,False,42.47,6,1.4531485296534577e-05,7,3.4505425115463776e-05,1,4.6756674199634445e-06,5,1.7763741737506396e-05
10239,ENSMUSG00000026150.15,Mff,15436,False,True,False,False,38.94,1982,0.005560715040140564,1558,0.00888268229400939,1233,0.006578664059888566,1860,0.007801835371112809
10242,ENSMUSG00000026153.16,Fam135a,17172,False,True,False,False,38.35,9,2.6641056376980054e-05,15,7.886954312106007e-05,10,4.6756674199634445e-05,15,5.329122521251919e-05
