,gene_id,gene_name,gene_length,gc_content,is_lnc,is_pc,is_mito,is_ribo
23350,ENSG00000146242.10,TPBG,2694.125,54.26700460709468,False,True,False,False
23351,ENSG00000146243.14,IRAK1BP1,2297.25,39.33837671018519,False,True,False,False
23353,ENSG00000146247.16,PHIP,4639.75,40.93287953419862,False,True,False,False
23357,ENSG00000146250.8,PRSS35,2619.3333333333335,43.218585136926656,False,True,False,False
23358,ENSG00000146263.13,MMS22L,3818.9375,37.863841102225194,False,True,False,False
23362,ENSG00000146267.12,FAXC,3495.5,44.52821533050951,False,True,False,False
23364,ENSG00000146276.14,GABRR1,1983.8333333333333,45.953725543383534,False,True,False,False
23367,ENSG00000146278.11,PNRC1,1417.6666666666667,44.97787096196623,False,True,False,False
23368,ENSG00000146281.7,PM20D2,4048.5,40.94417598015083,False,True,False,False
23369,ENSG00000146282.20,RARS2,2384.813559322034,42.20968223200507,False,False,False,False
23373,ENSG00000146285.16,SCML4,1934.6,53.23417197886122,False,True,False,False
23376,ENSG00000146350.15,TBC1D32,3612.7894736842104,37.76266145005724,False,False,False,False
23380,ENSG00000146352.14,CLVS2,5681.333333333333,38.70929390017781,False,True,False,False
23381,ENSG00000146360.9,GPR6,1864.0,59.58964052094402,False,True,False,False
23382,ENSG00000146373.17,RNF217,3073.6363636363635,41.92057454362988,False,True,False,False
23386,ENSG00000146374.15,RSPO3,2203.0,44.34170041095149,False,True,False,False
23388,ENSG00000146376.12,ARHGAP18,2121.2,41.320249347626756,False,True,False,False
23390,ENSG00000146378.6,TAAR2,1106.5,38.207362628008696,False,True,False,False
23391,ENSG00000146383.7,TAAR6,1038.0,44.50867052023121,False,True,False,False
23392,ENSG00000146385.2,TAAR8,1085.0,40.64516129032258,False,True,False,False
23393,ENSG00000146386.9,ABRACL,903.7,39.61940958665177,False,True,False,False
23394,ENSG00000146399.3,TAAR1,2871.0,34.238941135492865,False,True,False,False
23395,ENSG00000146409.13,SLC18B1,2077.923076923077,42.84736152007409,False,True,False,False
23398,ENSG00000146410.13,MTFR2,1266.888888888889,40.74591872665847,False,True,False,False
23402,ENSG00000146411.7,SLC2A12,3386.5,42.5757957198326,False,True,False,False
23403,ENSG00000146414.18,SHPRH,5248.0,40.19647373395614,False,True,False,False
23406,ENSG00000146416.19,AIG1,1632.6,46.276809049159624,False,True,False,False
23408,ENSG00000146425.12,DYNLT1,1273.75,43.33940829208288,False,False,False,False
23410,ENSG00000146426.20,TIAM2,3018.96,48.61288699229545,False,True,False,False
23414,ENSG00000146433.12,TMEM181,5106.85,43.353046751741076,False,True,False,False
23417,ENSG00000146453.14,PNLDC1,1267.5,49.574039634648706,False,True,False,False
23421,ENSG00000146457.17,WTAP,1970.9166666666667,43.215033127033784,False,True,False,False
23424,ENSG00000146463.13,ZMYM4,3849.6666666666665,42.00015469403546,False,True,False,False
23426,ENSG00000146469.14,VIP,1807.0,36.041221560298524,False,True,False,False
23427,ENSG00000146476.12,ARMT1,1847.1666666666667,38.91887658165431,False,True,False,False
23430,ENSG00000146477.7,SLC22A3,2967.5,47.88156877393929,False,True,False,False
23431,ENSG00000146530.16,VWDE,2866.3333333333335,41.56777800706555,False,True,False,False
23434,ENSG00000146535.16,GNA12,2899.1875,54.70985528568867,False,False,False,False
23437,ENSG00000146540.16,CHLSN,1310.0,63.51415508322005,False,True,False,False
23440,ENSG00000146555.20,SDK1,2883.5555555555557,55.05105794325309,False,True,False,False
23443,ENSG00000146556.17,WASH2P,1684.0,61.16389548693587,False,False,False,False
23444,ENSG00000146574.17,CCZ1B,1186.7083333333333,44.8518799265392,False,False,False,False
23448,ENSG00000146576.14,INTS15,1573.8333333333333,60.55148655696135,False,True,False,False
23452,ENSG00000146587.19,RBAK,4306.9,40.067147361073964,False,True,False,False
23454,ENSG00000146592.18,CREB5,1702.0,50.19877855763247,False,True,False,False
23457,ENSG00000146618.3,FERD3L,640.0,62.5,False,True,False,False
23458,ENSG00000146648.22,EGFR,3456.470588235294,52.329492099908485,False,True,False,False
23461,ENSG00000146666.5,LINC00525,1188.0,43.013468013468014,True,False,False,False
23462,ENSG00000146670.10,CDCA5,946.9,58.207297226139815,False,True,False,False
23465,ENSG00000146674.17,IGFBP3,1639.4615384615386,52.15559877231862,False,True,False,False
23468,ENSG00000146676.10,PURB,9232.0,41.41031195840554,False,True,False,False
23469,ENSG00000146677.7,RPL32P18,408.0,50.49019607843137,False,False,False,True
23470,ENSG00000146678.10,IGFBP1,1494.6666666666667,50.3709585645962,False,True,False,False
23471,ENSG00000146700.10,SSC4D,2445.777777777778,61.659886025217325,False,False,False,False
23473,ENSG00000146701.13,MDH2,1236.9375,54.96263079250932,False,True,False,False
23476,ENSG00000146707.16,POMZP3,1472.3636363636363,57.481635694267446,False,True,False,False
23478,ENSG00000146722.12,FKBP6P2,468.0,54.48717948717948,False,False,False,False
23479,ENSG00000146729.11,NIPSNAP2,1523.1904761904761,43.6272997414647,False,True,False,False
23483,ENSG00000146731.12,CCT6A,1717.5416666666667,41.84561915786683,False,True,False,False
23486,ENSG00000146733.15,PSPH,2020.4903846153845,48.86673776601167,False,False,False,False
23490,ENSG00000146755.12,TRIM50,1360.0,62.75573229900906,False,True,False,False
23493,ENSG00000146757.14,ZNF92,2555.0,35.49226381113823,False,True,False,False
23495,ENSG00000146776.15,ATXN7L1,1903.090909090909,50.834914738462864,False,True,False,False
23499,ENSG00000146802.14,TMEM168,3566.090909090909,39.23538642001818,False,True,False,False
23501,ENSG00000146809.15,ASB15,3041.0943396226417,41.57350009527814,False,True,False,False
23502,ENSG00000146826.18,TRAPPC14,1690.6666666666667,60.938783254436366,False,False,False,False
23505,ENSG00000146828.19,SLC12A9,2764.169811320755,63.93116804499553,False,False,False,False
23509,ENSG00000146830.12,GIGYF1,4280.5,63.33393019949452,False,True,False,False
23512,ENSG00000146833.17,TRIM4,2450.818181818182,47.238791997977096,False,True,False,False
23514,ENSG00000146834.16,MEPCE,2008.0,58.86489405980795,False,True,False,False
23516,ENSG00000146839.19,ZAN,8587.375,57.41858395713278,False,True,False,False
23519,ENSG00000146842.18,TMEM209,2144.6153846153848,42.216265945312145,False,True,False,False
23521,ENSG00000146856.14,AGBL3,1986.7142857142858,42.18626597793354,False,True,False,False
23525,ENSG00000146857.5,STRA8,1123.0,54.05670496075566,False,True,False,False
23526,ENSG00000146858.8,ZC3HAV1L,1766.0,50.33975084937712,False,True,False,False
23527,ENSG00000146859.7,TMEM140,2304.8,50.22482206629983,False,True,False,False
23529,ENSG00000146872.20,TLK2,3424.0625,44.92767080214421,False,True,False,False
23533,ENSG00000146904.10,EPHA1,1621.5,56.88337387125771,False,False,False,False
23536,ENSG00000146909.9,NOM1,1711.0,49.26752758436879,False,True,False,False
23539,ENSG00000146910.14,CNPY1,2058.8,42.02421063458282,False,True,False,False
23540,ENSG00000146918.21,NCAPG2,3412.866666666667,44.515608089442935,False,False,False,False
23544,ENSG00000146926.12,ASB10,1636.0,64.06951055987275,False,True,False,False
23546,ENSG00000146938.17,NLGN4X,4028.133333333333,48.00264301192132,False,False,False,False
23548,ENSG00000146950.13,SHROOM2,3805.0,58.741094706618135,False,True,False,False
23550,ENSG00000146955.12,RAB19,2253.75,50.717411258661606,False,True,False,False
23551,ENSG00000146963.19,LUC7L2,2379.3478260869565,46.471119359245705,False,True,False,False
23555,ENSG00000146966.14,DENND2A,2731.6875,57.06371921531901,False,True,False,False
23557,ENSG00000147003.8,CLTRN,1466.857142857143,37.54675103673695,False,True,False,False
23558,ENSG00000147010.20,SH3KBP1,3652.214285714286,46.65607448894245,False,True,False,False
23562,ENSG00000147027.5,TMEM47,2777.0,44.996157971147184,False,True,False,False
23563,ENSG00000147036.12,LANCL3,7296.666666666667,47.185289708999186,False,True,False,False
23564,ENSG00000147041.13,SYTL5,4733.375,42.56144013114409,False,True,False,False
23565,ENSG00000147044.24,CASK,3855.475,43.40248615062494,False,True,False,False
23569,ENSG00000147050.19,KDM6A,5056.692307692308,41.93730437704803,False,False,False,False
23572,ENSG00000147059.10,SPIN2A,1325.0,47.39284700316075,False,True,False,False
23573,ENSG00000147065.19,MSN,2864.6190476190477,49.83124565645037,False,True,False,False
23577,ENSG00000147081.15,AKAP4,1837.0,46.11587926589524,False,True,False,False
23579,ENSG00000147082.18,CCNB3,1870.375,45.54270707015883,False,False,False,False
23583,ENSG00000147099.22,HDAC8,1811.4347826086957,46.23940077583369,False,True,False,False
23587,ENSG00000147100.12,SLC16A2,3595.6,53.50767565933996,False,True,False,False
23589,ENSG00000147113.18,DIPK2B,3146.1666666666665,52.802153811753186,False,True,False,False
23591,ENSG00000147117.8,ZNF157,2516.0,43.5214626391097,False,True,False,False
23592,ENSG00000147118.13,ZNF182,3679.285714285714,42.70561195128961,False,True,False,False
23593,ENSG00000147119.5,CHST7,2617.5,61.2966378351188,False,True,False,False
23594,ENSG00000147121.17,KRBOX4,1786.2222222222222,45.53464611894377,False,True,False,False
23596,ENSG00000147123.13,NDUFB11,866.3,57.19309666602353,False,True,False,False
23600,ENSG00000147124.14,ZNF41,4475.724137931034,43.17085895875478,False,True,False,False
23602,ENSG00000147127.8,RAB41,906.0,49.548095714475345,False,True,False,False
23603,ENSG00000147130.15,ZMYM3,4814.238095238095,54.69187497725731,False,True,False,False
23605,ENSG00000147133.19,TAF1,3113.5172413793102,45.301136944439826,False,True,False,False
23609,ENSG00000147138.4,GPR174,4081.0,37.59385323719647,False,True,False,False
23610,ENSG00000147140.18,NONO,2655.1967213114754,48.17681691767848,False,True,False,False
23614,ENSG00000147144.13,CCDC120,2618.625,63.24815140455057,False,True,False,False
23616,ENSG00000147145.15,LPAR4,3586.1428571428573,36.079895262687636,False,False,False,False
23618,ENSG00000147155.12,EBP,1109.7,55.03920915398879,False,False,False,False
23620,ENSG00000147160.10,AWAT2,1510.0,50.584108705273394,False,True,False,False
23623,ENSG00000147162.16,OGT,4070.242424242424,43.40488364011359,False,False,False,False
23627,ENSG00000147164.13,SNX12,1348.25,52.700253060953955,False,True,False,False
23629,ENSG00000147166.12,ITGB1BP2,969.375,49.91235280147985,False,True,False,False
23631,ENSG00000147168.14,IL2RG,1306.375,50.43753550324338,False,False,False,False
23633,ENSG00000147174.13,GCNA,2362.75,46.544485453363535,False,True,False,False
23635,ENSG00000147180.18,ZNF711,4428.40625,37.65485182329507,False,True,False,False
23636,ENSG00000147183.10,CPXCR1,1562.6666666666667,37.48892695719038,False,True,False,False
23637,ENSG00000147202.19,DIAPH2,6466.5,40.851491194006854,False,True,False,False
23638,ENSG00000147206.17,NXF3,1084.2857142857142,51.454603407752565,False,True,False,False
23640,ENSG00000147223.6,RIPPLY1,991.0,53.644250980792634,False,True,False,False
23641,ENSG00000147224.13,PRPS1,747.48,46.94749237984228,False,False,False,False
23645,ENSG00000147231.14,RADX,2290.8333333333335,39.17646233396988,False,True,False,False
23648,ENSG00000147234.11,FRMPD3,6481.333333333333,55.245841762595866,False,True,False,False
23651,ENSG00000147246.11,HTR2C,3967.0,42.5044796314304,False,True,False,False
23652,ENSG00000147251.17,DOCK11,5658.666666666667,39.29298894894255,False,True,False,False
23653,ENSG00000147255.20,IGSF1,2640.0,51.17520327028973,False,True,False,False
23656,ENSG00000147256.12,ARHGAP36,2377.8333333333335,50.20177451861766,False,True,False,False
23657,ENSG00000147257.17,GPC3,1443.125,47.37226945254192,False,False,False,False
23660,ENSG00000147262.5,GPR119,2829.0,49.29134599634026,False,True,False,False
23661,ENSG00000147274.15,RBMX,1724.25,45.35015782828102,False,False,False,False
23665,ENSG00000147316.16,MCPH1,2634.8048780487807,44.44686698403027,False,True,False,False
23669,ENSG00000147324.11,MFHAS1,2001.25,52.20649106395072,False,True,False,False
23671,ENSG00000147364.18,FBXO25,2094.296296296296,44.37431158967144,False,True,False,False
23675,ENSG00000147378.12,FATE1,930.75,57.02474915843713,False,True,False,False
23676,ENSG00000147381.13,MAGEA4,1566.1470588235295,52.47102650837136,False,True,False,False
23677,ENSG00000147383.12,NSDHL,1549.392857142857,52.24662731138836,False,True,False,False
23678,ENSG00000147394.21,ZNF185,4124.666666666667,52.264539675045526,False,True,False,False
23680,ENSG00000147400.11,CETN2,1096.5,42.6272418489315,False,True,False,False
23682,ENSG00000147403.19,RPL10,946.0769230769231,55.1095520119502,False,False,False,True
23685,ENSG00000147408.17,CSGALNACT1,3376.858695652174,47.16151808090462,False,True,False,False
23688,ENSG00000147416.13,ATP6V1B2,3309.5555555555557,45.811235029988005,False,True,False,False
23691,ENSG00000147419.20,CCDC25,1396.642857142857,41.16294599263578,False,True,False,False
23694,ENSG00000147421.19,HMBOX1,2202.824324324324,46.61352874296375,False,True,False,False
23698,ENSG00000147432.7,CHRNB3,1138.3333333333333,46.56118189787898,False,False,False,False
23700,ENSG00000147434.9,CHRNA6,1192.0,45.87377428459977,False,True,False,False
23703,ENSG00000147437.11,GNRH1,906.3333333333334,42.21661956378452,False,True,False,False
23704,ENSG00000147439.15,BIN3,1218.923076923077,55.99303089237174,False,True,False,False
23708,ENSG00000147443.14,DOK2,1147.888888888889,62.028935265904614,False,True,False,False
23711,ENSG00000147454.14,SLC25A37,1738.8333333333333,53.05950277338979,False,True,False,False
23715,ENSG00000147457.15,CHMP7,2026.9375,54.77250866730742,False,True,False,False
23719,ENSG00000147459.18,DOCK5,2400.4166666666665,46.87101398833096,False,True,False,False
23722,ENSG00000147465.13,STAR,2020.3333333333333,53.87182455516804,False,True,False,False
23724,ENSG00000147471.13,PLPBP,1284.6666666666667,48.015864002306635,False,False,False,False
23727,ENSG00000147475.18,ERLIN2,2295.6666666666665,46.79496322036758,False,False,False,False
23730,ENSG00000147481.18,SNTG1,2237.6,44.043916491794626,False,True,False,False
23733,ENSG00000147485.14,PXDNL,3844.4285714285716,50.159877312331226,False,False,False,False
23736,ENSG00000147488.14,ST18,2758.6857142857143,42.91616610762956,False,True,False,False
23740,ENSG00000147509.14,RGS20,1253.6,47.204570688690914,False,True,False,False
23743,ENSG00000147526.21,TACC1,3081.2258064516127,48.22659615192723,False,True,False,False
23747,ENSG00000147533.19,GOLGA7,2018.8235294117646,40.91122741295207,False,True,False,False
23751,ENSG00000147535.18,PLPP5,979.125,49.559257117538344,False,True,False,False
23755,ENSG00000147536.12,GINS4,1492.4444444444443,51.69506701646512,False,False,False,False
23758,ENSG00000147548.18,NSD3,3415.9333333333334,44.68855934527671,False,True,False,False
23761,ENSG00000147570.11,DNAJC5B,1542.8,43.349520004580015,False,False,False,False
23763,ENSG00000147571.6,CRH,1223.5,53.964316529027485,False,True,False,False
23764,ENSG00000147573.18,TRIM55,2144.6153846153848,45.306700415548626,False,True,False,False
23766,ENSG00000147576.18,ADHFE1,1413.0,48.85965727363214,False,True,False,False
23770,ENSG00000147586.11,MRPS28,724.3529411764706,44.894116272690894,False,True,False,False
23772,ENSG00000147588.8,PMP2,2792.3333333333335,34.21950909621998,False,True,False,False
23773,ENSG00000147592.10,LACTB2,1050.875,36.984871050855226,False,True,False,False
23776,ENSG00000147596.5,PRDM14,3566.6666666666665,54.90767755883024,False,True,False,False
23777,ENSG00000147601.16,TERF1,2621.9565217391305,39.8705970546403,False,False,False,False
23781,ENSG00000147604.15,RPL7,918.1,42.34445461356033,False,False,False,True
23784,ENSG00000147606.10,SLC26A7,3425.866666666667,37.92699184845768,False,False,False,False
23787,ENSG00000147613.8,PSKH2,1302.3333333333333,43.73331188796377,False,True,False,False
23789,ENSG00000147614.5,ATP6V0D2,1684.0,45.563220751728785,False,True,False,False
23790,ENSG00000147642.18,SYBU,1811.4772727272727,52.27412414599632,False,True,False,False
23794,ENSG00000147647.14,DPYS,2041.0588235294117,48.38245132815592,False,False,False,False
23797,ENSG00000147649.11,MTDH,3477.7391304347825,43.32406061258999,False,True,False,False
23800,ENSG00000147650.12,LRP12,2766.1428571428573,40.778649595933295,False,True,False,False
23803,ENSG00000147654.17,EBAG9,1638.0,40.49462831514564,False,True,False,False
23806,ENSG00000147655.13,RSPO2,2015.2857142857142,46.497059400033876,False,True,False,False
23809,ENSG00000147669.12,POLR2K,902.5,36.28383808359225,False,True,False,False
23811,ENSG00000147676.15,MAL2,1914.142857142857,46.051207737766724,False,True,False,False
23812,ENSG00000147677.13,EIF3H,1148.75,45.36083183672687,False,True,False,False
23815,ENSG00000147679.13,UTP23,1262.5,43.092408052758934,False,False,False,False
23818,ENSG00000147684.11,NDUFB9,1851.5454545454545,48.745527946107615,False,True,False,False
23822,ENSG00000147687.20,TATDN1,827.7714285714286,37.720717795943564,False,False,False,False
23826,ENSG00000147689.18,FAM83A,2145.2,55.08370698013605,False,False,False,False
23829,ENSG00000147697.10,GSDMC,1304.3333333333333,48.27492667546071,False,False,False,False
23831,ENSG00000147724.12,FAM135B,2389.5454545454545,45.81613992659073,False,True,False,False
23835,ENSG00000147753.11,TTTY7,749.421052631579,48.11325906377534,True,False,False,False
23836,ENSG00000147761.10,TTTY7B,749.1111111111111,48.123245133086485,True,False,False,False
23837,ENSG00000147789.17,ZNF7,2244.75,52.13191374365788,False,True,False,False
23840,ENSG00000147799.13,ARHGAP39,4331.9,64.86160046209694,False,True,False,False
23842,ENSG00000147804.10,SLC39A4,1198.5555555555557,64.71128772646324,False,False,False,False
23845,ENSG00000147813.17,NAPRT,1490.578947368421,67.72254253360948,False,False,False,False
23849,ENSG00000147852.18,VLDLR,3521.5789473684213,44.54288356539996,False,True,False,False
23852,ENSG00000147853.18,AK3,2643.8,42.59795392743938,False,True,False,False
23853,ENSG00000147854.19,UHRF2,2135.6666666666665,42.49543409307236,False,False,False,False
23857,ENSG00000147862.19,NFIB,2840.735294117647,44.570430934536,False,True,False,False
23859,ENSG00000147869.5,CER1,1231.0,47.76604386677498,False,True,False,False
23860,ENSG00000147872.11,PLIN2,1749.6285714285714,47.95527388949051,False,False,False,False
23862,ENSG00000147873.6,IFNA5,988.0,40.38461538461539,False,True,False,False
23863,ENSG00000147874.12,HAUS6,3703.4285714285716,38.54324706410735,False,True,False,False
23864,ENSG00000147883.13,CDKN2B,2333.25,52.729348570933496,False,True,False,False
23866,ENSG00000147885.4,IFNA16,939.0,39.72310969116081,False,True,False,False
23867,ENSG00000147889.18,CDKN2A,757.9285714285714,60.44454248880165,False,True,False,False
23870,ENSG00000147894.18,C9orf72,3149.1304347826085,38.87717849411373,False,False,False,False
23873,ENSG00000147896.4,IFNK,1164.0,39.0893470790378,False,True,False,False
23874,ENSG00000147905.19,ZCCHC7,2362.8125,41.37282905392017,False,True,False,False
23876,ENSG00000147912.14,FBXO10,2751.8571428571427,55.18010748638822,False,True,False,False
23879,ENSG00000147955.19,SIGMAR1,1461.6190476190477,59.790615892298916,False,True,False,False
23883,ENSG00000147996.18,ZNG1E,1313.8095238095239,39.43599982656178,False,False,False,False
23887,ENSG00000148019.15,CEP78,3123.9310344827586,44.1491801783496,False,True,False,False
23891,ENSG00000148053.19,NTRK2,6203.783333333334,45.717793743648016,False,False,False,False
23895,ENSG00000148057.17,IDNK,931.625,49.17930249556897,False,True,False,False
23897,ENSG00000148082.10,SHC3,5194.0,52.184692315801776,False,True,False,False
23898,ENSG00000148090.13,AUH,1273.5,45.46315509299187,False,True,False,False
23900,ENSG00000148110.18,MFSD14B,2978.0,45.42429717305874,False,True,False,False
23902,ENSG00000148120.20,AOPEP,1958.483870967742,50.30603182290631,False,False,False,False
23905,ENSG00000148123.16,PLPPR1,1819.9,41.92840135990117,False,True,False,False
23907,ENSG00000148136.5,OR13C4,957.0,41.37931034482759,False,True,False,False
23908,ENSG00000148143.14,ZNF462,2547.153846153846,48.85414406070949,False,True,False,False
23910,ENSG00000148153.15,INIP,1321.111111111111,42.46414104974545,False,True,False,False
23912,ENSG00000148154.11,UGCG,1616.2222222222222,43.15548738611825,False,True,False,False
23914,ENSG00000148156.8,ACTL7B,1399.0,63.4024303073624,False,True,False,False
23915,ENSG00000148158.18,SNX30,3606.5,49.24997667975926,False,True,False,False
23917,ENSG00000148175.14,STOM,2160.714285714286,44.38933323809734,False,True,False,False
23918,ENSG00000148180.23,GSN,2694.2372262773724,58.195713161514924,False,False,False,False
23922,ENSG00000148187.19,MRRF,1999.578947368421,45.92786081764424,False,True,False,False
23926,ENSG00000148200.18,NR6A1,3226.4285714285716,52.320804128900214,False,True,False,False
23927,ENSG00000148204.13,CRB2,4689.2,65.63195689230311,False,True,False,False
23929,ENSG00000148215.4,OR5C1,963.0,58.67082035306335,False,True,False,False
23930,ENSG00000148218.17,ALAD,2563.5849056603774,54.21276260212685,False,True,False,False
23933,ENSG00000148219.19,ASTN2,3554.8888888888887,53.51913663802086,False,True,False,False
23934,ENSG00000148225.18,WDR31,2405.04,47.47691643119005,False,True,False,False
23937,ENSG00000148229.14,POLE3,1905.0,48.57142971199218,False,False,False,False
23939,ENSG00000148248.15,SURF4,2092.1428571428573,54.38654470285021,False,True,False,False
23941,ENSG00000148288.14,GBGT1,1728.90625,61.22322950220276,False,True,False,False
23944,ENSG00000148290.11,SURF1,870.0,58.33830064020148,False,True,False,False
23947,ENSG00000148291.11,SURF2,846.0,60.76383204296019,False,True,False,False
23949,ENSG00000148296.8,SURF6,2292.5,60.05389601748543,False,True,False,False
23951,ENSG00000148297.17,MED22,1913.9285714285713,60.36054368168393,False,True,False,False
23954,ENSG00000148300.13,REXO4,1744.7272727272727,57.506092245937765,False,True,False,False
23956,ENSG00000148303.18,RPL7A,833.5555555555555,52.12261314394523,False,False,False,True
23958,ENSG00000148308.19,GTF3C5,1534.9375,59.32085227270595,False,True,False,False
23960,ENSG00000148331.13,ASB6,3977.75,58.64371358713875,False,True,False,False
23961,ENSG00000148334.17,PTGES2,1701.16,63.571712740073096,False,True,False,False
23965,ENSG00000148335.16,NTMT1,1451.625,59.40690541814652,False,True,False,False
23968,ENSG00000148337.23,CIZ1,2213.4285714285716,59.43326037149561,False,True,False,False
23971,ENSG00000148339.14,SLC25A25,2764.266666666667,56.37442245750109,False,True,False,False
23974,ENSG00000148341.19,SH3GLB2,1979.6,62.46616739097373,False,True,False,False
23977,ENSG00000148343.20,MIGA2,2652.346153846154,62.378382666459544,False,False,False,False
23981,ENSG00000148344.11,PTGES,1809.5,56.63857422555725,False,False,False,False
23983,ENSG00000148346.13,LCN2,702.0,56.25861614876065,False,True,False,False
23986,ENSG00000148356.16,LRSAM1,3018.5,58.80038795555193,False,False,False,False
23989,ENSG00000148357.18,HMCN2,6469.142857142857,64.11150267713059,False,True,False,False
23992,ENSG00000148358.22,GPR107,4306.0,47.22336389532378,False,True,False,False
23995,ENSG00000148377.7,IDI2,1446.0,47.31200451696165,False,True,False,False
23996,ENSG00000148384.15,INPP5E,2903.8333333333335,64.15029175868749,False,True,False,False
23999,ENSG00000148386.10,LCN9,1145.25,56.949022119156396,False,False,False,False
24003,ENSG00000148396.20,SEC16A,6004.0,56.17951265527711,False,False,False,False
24007,ENSG00000148399.14,DPH7,1143.375,57.17966466935037,False,True,False,False
24009,ENSG00000148400.14,NOTCH1,6782.64705882353,63.639392079545416,False,True,False,False
24012,ENSG00000148408.16,CACNA1B,8463.23076923077,58.35855313746792,False,True,False,False
24014,ENSG00000148411.9,NACC2,5222.75,60.68994725387315,False,True,False,False
24016,ENSG00000148426.14,PROSER2,1452.75,58.99810260545555,False,False,False,False
24018,ENSG00000148429.16,USP6NL,3702.6,43.065597090072316,False,True,False,False
24020,ENSG00000148444.17,COMMD3,924.05,42.12882030069153,False,False,False,False
24024,ENSG00000148450.14,MSRB2,874.2,50.99295198526192,False,True,False,False
24027,ENSG00000148459.17,PDSS1,1176.7,43.804816222180264,False,True,False,False
24030,ENSG00000148468.18,FAM171A1,3262.6,54.82513011928636,False,True,False,False
24032,ENSG00000148481.15,MINDY3,1550.0,38.27529046770099,False,True,False,False
24034,ENSG00000148482.13,SLC39A12,2627.6,41.391460742669786,False,True,False,False
24035,ENSG00000148483.9,TMEM236,5515.0,39.22030825022665,False,True,False,False
24036,ENSG00000148484.19,RSU1,2243.1,46.0041304680849,False,True,False,False
24038,ENSG00000148488.17,ST8SIA6,3143.3333333333335,41.07822908074855,False,True,False,False
24040,ENSG00000148498.18,PARD3,4718.75,50.70780263836308,False,True,False,False
24043,ENSG00000148513.20,ANKRD30A,3167.4,39.422569316178546,False,True,False,False
24045,ENSG00000148516.24,ZEB1,2713.2,42.15397928777507,False,False,False,False
24049,ENSG00000148541.14,FAM13C,1839.3478260869565,46.271674212487014,False,True,False,False
24053,ENSG00000148572.17,NRBF2,1859.2,43.37680423017483,False,True,False,False
24054,ENSG00000148584.17,A1CF,2443.9305555555557,44.58763762044228,False,True,False,False
24056,ENSG00000148600.16,CDHR1,3692.5,54.29886810759096,False,True,False,False
24059,ENSG00000148602.6,LRIT1,2386.0,59.388097233864215,False,True,False,False
24060,ENSG00000148604.15,RGR,1539.1666666666667,53.307135890153496,False,True,False,False
24064,ENSG00000148606.16,POLR3A,5238.75,48.99324339128913,False,False,False,False
24068,ENSG00000148634.17,HERC4,3536.1162790697676,39.50029249613061,False,True,False,False
24072,ENSG00000148655.16,LRMDA,895.5333333333333,46.76518476999357,False,True,False,False
24074,ENSG00000148660.23,CAMK2G,2210.5643564356437,54.29451545835252,False,True,False,False
24078,ENSG00000148671.16,ADIRF,580.6,56.55267663588573,False,True,False,False
24081,ENSG00000148672.11,GLUD1,2835.5116279069766,44.102932142179924,False,True,False,False
24085,ENSG00000148677.8,ANKRD1,1635.4,42.387474810973444,False,True,False,False
24086,ENSG00000148680.16,HTR7,3176.0,48.38771734845227,False,True,False,False
24087,ENSG00000148688.15,RPP30,1116.4,41.69104039995427,False,True,False,False
24090,ENSG00000148690.13,FRA10AC1,1672.3,39.19777490950159,False,True,False,False
24092,ENSG00000148700.16,ADD3,2843.7,40.735074204266894,False,False,False,False
24094,ENSG00000148702.16,HABP2,2679.3333333333335,51.17779656959398,False,True,False,False
24096,ENSG00000148704.13,VAX1,3215.5,54.681541774623376,False,True,False,False
24097,ENSG00000148719.17,DNAJB12,2266.909090909091,56.343911956004106,False,True,False,False
24099,ENSG00000148730.8,EIF4EBP2,5043.5,46.10823949191007,False,True,False,False
24100,ENSG00000148734.8,NPFFR1,9249.0,49.45399502648935,False,True,False,False
24101,ENSG00000148735.16,PLEKHS1,1869.4,45.94188575402318,False,True,False,False
24104,ENSG00000148737.19,TCF7L2,2339.671875,50.683327514022324,False,True,False,False
24108,ENSG00000148773.15,MKI67,6284.833333333333,46.50824087459591,False,True,False,False
24110,ENSG00000148795.8,CYP17A1,1599.2380952380952,53.0623216398822,False,True,False,False
24113,ENSG00000148798.12,INA,3245.5,50.88575310160976,False,True,False,False
24114,ENSG00000148803.14,FUOM,959.0,62.740241693485274,False,True,False,False
24116,ENSG00000148814.19,LRRC27,1822.0,53.30827802037581,False,True,False,False
24119,ENSG00000148824.20,MTG1,1489.4,59.18206767480088,False,True,False,False
24121,ENSG00000148826.9,NKX6-2,1621.5,64.79723151810161,False,False,False,False
24123,ENSG00000148832.17,PAOX,1458.8,63.01438587265315,False,True,False,False
24126,ENSG00000148834.14,GSTO1,748.5,50.786123934821454,False,False,False,False
24128,ENSG00000148835.13,TAF5,2504.2727272727275,45.75467984049543,False,False,False,False
24131,ENSG00000148840.12,PPRC1,4094.6315789473683,55.957581903419445,False,True,False,False
24133,ENSG00000148841.18,ITPRIP,4280.846153846154,56.56735509123499,False,True,False,False
24134,ENSG00000148842.19,CNNM2,5293.8,53.84956156439277,False,True,False,False
24136,ENSG00000148843.16,PDCD11,4893.210526315789,52.49712741786294,False,True,False,False
24139,ENSG00000148848.15,ADAM12,3020.285714285714,49.938414980592135,False,True,False,False
24141,ENSG00000148908.16,RGS10,698.6,48.37104209602223,False,True,False,False
