,gene_id,gene_name,gene_length,is_lnc,is_pc,is_mito,is_ribo,gc_content,10x_H1_n_cells,10x_H1_percent_counts,polyT_H1_n_cells,polyT_H1_percent_counts,randO_H1_n_cells,randO_H1_percent_counts,parse_H1_n_cells,parse_H1_percent_counts
9636,ENSG00000153347.10,FAM81B,3902,False,True,False,False,37.38,62.0,0.00022133774954843149,8.0,2.3596583604037766e-05,7.0,2.790428384173743e-05,7.0,1.8537213641757967e-05
9637,ENSG00000153363.16,LINC00467,17300,True,False,False,False,39.05,128.0,0.0005122387918120843,183.0,0.0006902000704181046,97.0,0.00045444119399400953,192.0,0.0006514506508389228
9645,ENSG00000153487.14,ING1,10046,False,True,False,False,49.85999999999999,625.0,0.002191243720529472,391.0,0.0012358710662614778,270.0,0.0011520482900374452,422.0,0.0012234561003560257
9647,ENSG00000153498.12,SPACA7,1198,False,True,False,False,41.46,0.0,0.0,1.0,2.9495729505047207e-06,2.0,1.195897878931604e-05,2.0,5.29634675478799e-06
9648,ENSG00000153531.15,ADPRHL1,12340,False,True,False,False,55.42999999999999,10.0,3.478164635761066e-05,20.0,6.784017786160858e-05,18.0,8.371285152521227e-05,22.0,6.620433443484988e-05
9653,ENSG00000153563.17,CD8A,10423,False,True,False,False,46.9,1305.0,0.006889927946657603,1121.0,0.004557090208529793,1072.0,0.006067188572446337,1290.0,0.005081844711219076
9657,ENSG00000153714.6,LURAP1L,3422,False,True,False,False,36.72,0.0,0.0,1.0,2.9495729505047207e-06,3.0,1.195897878931604e-05,1.0,2.648173377393995e-06
9663,ENSG00000153789.14,CIBAR2,2215,False,True,False,False,53.72,1.0,3.161967850691878e-06,0.0,0.0,2.0,7.972652526210693e-06,1.0,2.648173377393995e-06
9664,ENSG00000153790.12,SPMIP4,7211,False,True,False,False,40.31,10.0,3.161967850691878e-05,211.0,0.0007226453728736566,189.0,0.0008371285152521228,258.0,0.0007706184528216526
9665,ENSG00000153802.12,TMPRSS11D,6078,False,True,False,False,35.77,0.0,0.0,12.0,3.5394875406056645e-05,10.0,3.986326263105347e-05,14.0,3.707442728351593e-05
9667,ENSG00000153815.18,CMIP,18078,False,True,False,False,51.38,2641.0,0.016644598766042046,4829.0,0.03525329590443242,5382.0,0.06687460938985529,5546.0,0.04571012066719775
9668,ENSG00000153820.13,SPHKAP,9322,False,True,False,False,38.19,7.0,2.213377495484315e-05,10.0,2.9495729505047205e-05,5.0,1.9931631315526734e-05,7.0,1.8537213641757967e-05
9675,ENSG00000153896.19,ZNF599,12404,False,True,False,False,43.52,81.0,0.00026560529945811773,44.0,0.00013568035572321716,83.0,0.00035478303741637583,78.0,0.00020920569681412562
9682,ENSG00000153930.13,ANKFN1,14708,False,True,False,False,39.74,18.0,5.69154213124538e-05,37.0,0.00010913419916867465,29.0,0.00011958978789316039,27.0,7.679702794442586e-05
9684,ENSG00000153936.18,HS2ST1,23633,False,True,False,False,36.82,1349.0,0.00664961839000502,2225.0,0.011379452443047213,1457.0,0.008084269661577643,2255.0,0.010229893756873002
9688,ENSG00000153976.3,HS3ST3A1,4936,False,True,False,False,40.84,7.0,2.84577106562269e-05,7.0,2.0647010653533046e-05,5.0,1.9931631315526734e-05,6.0,1.588904026436397e-05
9689,ENSG00000153982.11,GDPD1,5998,False,False,False,False,40.88,126.0,0.00044583746694755477,122.0,0.0003922932024171278,42.0,0.00018337100810284594,108.0,0.00032307715204206737
9696,ENSG00000154027.19,AK5,10571,False,True,False,False,39.61,761.0,0.0032220452398550236,1042.0,0.005164702236333766,795.0,0.00442880847831004,1096.0,0.004862046320895375
9700,ENSG00000154079.6,SDHAF4,1515,False,False,False,False,40.87,146.0,0.0004901050168572411,163.0,0.0005309231310908497,97.0,0.0003906599737843239,173.0,0.0004819675546857071
9704,ENSG00000154102.11,C16orf74,4716,False,False,False,False,53.1,123.0,0.00047113320975308983,158.0,0.0005191248392888309,234.0,0.0012357611415626574,227.0,0.0007865074930860166
9706,ENSG00000154118.13,JPH3,8836,False,False,False,False,56.65,41.0,0.00013280264972905886,11.0,3.244530245555193e-05,17.0,7.574019899900159e-05,14.0,3.707442728351593e-05
9709,ENSG00000154127.10,UBASH3B,10446,False,True,False,False,45.84,926.0,0.004230712984225732,2361.0,0.013013515857626827,2435.0,0.019114434431590135,2677.0,0.014760918405594129
9711,ENSG00000154134.15,ROBO3,16672,False,True,False,False,56.28000000000001,50.0,0.00016442232823597766,45.0,0.00013273078277271244,75.0,0.0003069471222591117,69.0,0.00018802030979497364
9712,ENSG00000154143.3,PANX3,1729,False,True,False,False,46.63,0.0,0.0,1.0,2.9495729505047207e-06,0.0,0.0,0.0,0.0
9715,ENSG00000154153.15,RETREG1,30112,False,False,False,False,42.4,1007.0,0.004923183943527254,1819.0,0.009199718032624224,1583.0,0.010603627859860222,1968.0,0.009819426883376933
9717,ENSG00000154165.5,GPR15,2704,False,True,False,False,39.35,0.0,0.0,47.0,0.00015927693932725492,28.0,0.00013154876668247642,51.0,0.00014564953575666974
9722,ENSG00000154217.16,PITPNC1,8869,False,True,False,False,44.62,4854.0,0.04996857794448375,7009.0,0.07831116183590033,6329.0,0.08088654620467059,7138.0,0.07781657469472254
9724,ENSG00000154227.14,CERS3,6390,False,True,False,False,40.8,22.0,8.537313196868072e-05,79.0,0.0003038060139019862,69.0,0.00034681038489016517,79.0,0.00030189176502291545
9726,ENSG00000154237.13,LRRK1,30813,False,True,False,False,45.99,127.0,0.0005723161809752299,353.0,0.0015160804965594266,345.0,0.0018217511022391435,408.0,0.001580959506304215
9728,ENSG00000154252.12,GAL3ST2,1452,False,True,False,False,49.25,10.0,3.161967850691878e-05,7.0,2.0647010653533046e-05,16.0,7.175387273589624e-05,12.0,3.4426253906121936e-05
9729,ENSG00000154258.17,ABCA9,11606,False,True,False,False,37.68,0.0,0.0,19.0,7.373932376261801e-05,12.0,4.783591515726416e-05,19.0,6.090798768006189e-05
9731,ENSG00000154263.18,ABCA10,12827,False,True,False,False,36.13,116.0,0.00043002762769409547,470.0,0.0018110377916098982,294.0,0.0014191321496655033,478.0,0.0016683492277582168
9744,ENSG00000154358.23,OBSCN,53749,False,True,False,False,53.88,126.0,0.00043318959554478726,650.0,0.0022239780046805595,1406.0,0.008355339847468807,1147.0,0.00410996508171548
9748,ENSG00000154415.8,PPP1R3A,5809,False,True,False,False,36.17,2.0,6.323935701383756e-06,4.0,1.1798291802018883e-05,2.0,7.972652526210693e-06,8.0,2.118538701915196e-05
9749,ENSG00000154429.11,CCSAP,17244,False,True,False,False,43.58,800.0,0.00301335536170936,733.0,0.0024687925595724513,834.0,0.003930517695421872,950.0,0.0029553614891716985
9750,ENSG00000154438.8,ASZ1,5109,False,True,False,False,35.27,0.0,0.0,2.0,5.899145901009441e-06,1.0,3.986326263105347e-06,4.0,1.059269350957598e-05
9754,ENSG00000154478.4,GPR26,10306,False,True,False,False,50.15,1.0,3.161967850691878e-06,0.0,0.0,0.0,0.0,0.0,0.0
9755,ENSG00000154479.13,CFAP210,2688,False,True,False,False,38.67,2228.0,0.011607583979889884,4214.0,0.025732074420203182,2465.0,0.015028450011907158,4200.0,0.022480343800697623
9757,ENSG00000154493.20,C10orf90,7681,False,True,False,False,42.96,8.0,2.84577106562269e-05,13.0,4.129402130706609e-05,12.0,4.783591515726416e-05,16.0,4.237077403830392e-05
9762,ENSG00000154548.10,SRSF12,11738,False,False,False,False,40.77,1278.0,0.006504167868873193,238.0,0.0007432923835271896,76.0,0.0003228924273115331,213.0,0.0005958390099136488
9763,ENSG00000154553.17,PDLIM3,15325,False,True,False,False,39.95,0.0,0.0,3.0,8.848718851514161e-06,0.0,0.0,2.0,5.29634675478799e-06
9767,ENSG00000154608.14,CEP170P1,4587,False,False,False,False,35.63,0.0,0.0,7.0,2.0647010653533046e-05,23.0,9.168550405142297e-05,13.0,3.4426253906121936e-05
9768,ENSG00000154611.15,PSMA8,2640,False,True,False,False,37.99,49.0,0.00016758429608666953,44.0,0.00013568035572321716,14.0,5.580856768347486e-05,33.0,9.533424158618382e-05
9773,ENSG00000154645.14,CHODL,7177,False,True,False,False,37.04,242.0,0.0012742730438288269,561.0,0.004551191062628784,407.0,0.003113320811485276,582.0,0.004009334493374509
9774,ENSG00000154646.9,TMPRSS15,4370,False,True,False,False,35.11,2.0,6.323935701383756e-06,7.0,2.0647010653533046e-05,8.0,3.1890610104842774e-05,7.0,1.8537213641757967e-05
9775,ENSG00000154654.15,NCAM2,10888,False,True,False,False,34.02,20.0,7.904919626729695e-05,47.0,0.0002182683983373493,32.0,0.00015546672426110852,50.0,0.0002039093500593376
9787,ENSG00000154764.6,WNT7A,4923,False,True,False,False,51.830000000000005,171.0,0.0005944499559300731,272.0,0.000970409500716053,494.0,0.0029299498033824294,456.0,0.001633922973852095
9789,ENSG00000154781.17,CCDC174,6102,False,False,False,False,42.27,1330.0,0.004957965589884865,1906.0,0.007046529778755778,1117.0,0.005249991688509741,1940.0,0.0065701181493145015
9798,ENSG00000154856.13,APCDD1,7527,False,True,False,False,46.21,0.0,0.0,2.0,5.899145901009441e-06,6.0,2.391795757863208e-05,4.0,1.059269350957598e-05
9799,ENSG00000154864.14,PIEZO2,32280,False,True,False,False,41.08,19.0,6.007738916314568e-05,26.0,9.438633441615106e-05,10.0,5.580856768347486e-05,17.0,6.355616105745588e-05
9800,ENSG00000154874.18,CCDC144BP,4310,False,False,False,False,38.41,0.0,0.0,4.0,1.1798291802018883e-05,0.0,0.0,1.0,2.648173377393995e-06
9809,ENSG00000154957.14,ZNF18,7602,False,True,False,False,41.61,353.0,0.0011983858154122218,284.0,0.0009232163335079776,340.0,0.001458995412296557,362.0,0.0010486766574480221
9812,ENSG00000154997.9,SEPTIN14,4122,False,True,False,False,40.94,5.0,1.897180710415127e-05,3.0,8.848718851514161e-06,1.0,3.986326263105347e-06,3.0,7.944520132181985e-06
9818,ENSG00000155052.15,CNTNAP5,12912,False,False,False,False,38.92,29.0,9.169706767006447e-05,59.0,0.00017992394998078795,30.0,0.00011958978789316039,48.0,0.00012976049549230575
9821,ENSG00000155085.16,AK9,13998,False,True,False,False,38.27,400.0,0.0017074626393736143,821.0,0.003321219142268315,385.0,0.0018217511022391435,820.0,0.0029288797553977584
9822,ENSG00000155087.4,ODF1,1394,False,True,False,False,43.79,2.0,6.323935701383756e-06,0.0,0.0,0.0,0.0,0.0,0.0
9824,ENSG00000155093.20,PTPRN2,7364,False,True,False,False,51.4,168.0,0.0005849640523779974,120.0,0.00037459576471409947,117.0,0.0005501130243085379,141.0,0.0004210595670056452
9825,ENSG00000155096.15,AZIN1,25499,False,True,False,False,40.79,2549.0,0.011689795144007873,3914.0,0.01864425062014034,2929.0,0.01650737705551924,4145.0,0.01828828534428293
9836,ENSG00000155254.13,MARVELD1,5091,False,False,False,False,57.63,46.0,0.00016758429608666953,8.0,2.3596583604037766e-05,15.0,5.9794893946580196e-05,15.0,3.9722600660909924e-05
9839,ENSG00000155269.12,GPR78,14824,False,False,False,False,53.96,1.0,3.161967850691878e-06,2.0,5.899145901009441e-06,2.0,7.972652526210693e-06,1.0,2.648173377393995e-06
9847,ENSG00000155330.10,C16orf87,14180,False,True,False,False,36.81,812.0,0.003111376365080808,567.0,0.002038154908798762,228.0,0.001012526870828758,557.0,0.0017266090420608848
9861,ENSG00000155511.19,GRIA1,17385,False,False,False,False,41.18,1.0,3.161967850691878e-06,11.0,3.244530245555193e-05,7.0,2.790428384173743e-05,12.0,3.177808052872794e-05
9862,ENSG00000155530.4,LRGUK,9194,False,True,False,False,39.59,114.0,0.00047745714545447364,317.0,0.0013125599629746007,225.0,0.0011480619637743398,336.0,0.0013002531283004516
9871,ENSG00000155657.29,TTN,119819,False,True,False,False,37.71,395.0,0.0016189275395542416,3847.0,0.04260363169709019,3091.0,0.03505176683148531,3843.0,0.03976761960832562
9875,ENSG00000155714.14,PDZD9,1513,False,True,False,False,44.64000000000001,129.0,0.00047113320975308983,9.0,2.6546156554542485e-05,6.0,2.391795757863208e-05,9.0,2.3833560396545954e-05
9876,ENSG00000155719.18,OTOA,9565,False,True,False,False,44.79,7.0,2.5295742805535025e-05,12.0,3.5394875406056645e-05,7.0,2.790428384173743e-05,11.0,2.912990715133394e-05
9879,ENSG00000155749.13,FLACC1,5864,False,True,False,False,40.89,9.0,2.84577106562269e-05,319.0,0.0012152240556079449,184.0,0.0008092242314103854,325.0,0.00105397300420281
9881,ENSG00000155755.20,TMEM237,23248,False,True,False,False,38.83,75.0,0.00024030955665258272,114.0,0.0003686966188130901,81.0,0.00033883773236395446,142.0,0.00041311504687346326
9882,ENSG00000155760.3,FZD7,4587,False,True,False,False,56.42,19.0,6.007738916314568e-05,32.0,9.438633441615106e-05,22.0,8.769917778831763e-05,34.0,9.003789483139584e-05
9883,ENSG00000155761.14,SPAG17,12780,False,False,False,False,37.52,11.0,3.794361420830254e-05,18.0,5.309231310908497e-05,8.0,3.1890610104842774e-05,13.0,3.707442728351593e-05
9885,ENSG00000155816.21,FMN2,22929,False,True,False,False,39.28,7.0,2.213377495484315e-05,17.0,5.0142740158580254e-05,8.0,3.587693636794812e-05,23.0,6.090798768006189e-05
9891,ENSG00000155858.6,LSM11,6567,False,True,False,False,43.29,53.0,0.0001770701996387452,79.0,0.0002418649819413871,37.0,0.00017539835557663525,73.0,0.0002118538701915196
9893,ENSG00000155875.15,SAXO1,13530,False,True,False,False,42.63,52.0,0.00017074626393736144,61.0,0.00018877266883230212,60.0,0.00027505651215426895,79.0,0.00024892829747503553
9894,ENSG00000155876.6,RRAGA,1599,False,True,False,False,51.09,466.0,0.0015620121182417877,160.0,0.00047783081798176473,196.0,0.0008171968839365961,212.0,0.0005852463164040729
9901,ENSG00000155918.8,RAET1L,1456,False,True,False,False,52.49,1.0,3.161967850691878e-06,0.0,0.0,0.0,0.0,0.0,0.0
9903,ENSG00000155957.19,TMBIM4,9574,False,True,False,False,38.06,693.0,0.0024030955665258276,32.0,9.438633441615106e-05,21.0,8.371285152521227e-05,32.0,8.474154807660784e-05
9905,ENSG00000155961.5,RAB39B,3413,False,True,False,False,40.8,257.0,0.0008885129660444178,257.0,0.0007993342695867794,162.0,0.0006936207697803303,259.0,0.0007203031586511667
9907,ENSG00000155966.14,AFF2,18938,False,True,False,False,38.84,62.0,0.00023082365310050712,157.0,0.0006902000704181046,136.0,0.0007095660748327517,179.0,0.0007441367190477126
9914,ENSG00000156011.19,PSD3,28252,False,True,False,False,39.94,90.0,0.00037311220638164164,146.0,0.0006518556220615432,91.0,0.0005421403717823271,151.0,0.0006249689170649828
9918,ENSG00000156042.19,CFAP70,9831,False,False,False,False,39.86,157.0,0.0005723161809752299,351.0,0.0013037112441230865,215.0,0.0009527319768821779,376.0,0.0012261042737334198
9919,ENSG00000156049.7,GNA14,2907,False,True,False,False,42.21,8.0,2.84577106562269e-05,16.0,5.0142740158580254e-05,8.0,3.1890610104842774e-05,17.0,4.501894741569792e-05
9920,ENSG00000156050.10,FAM161B,6958,False,True,False,False,46.72,344.0,0.001220519590367065,206.0,0.0006518556220615432,140.0,0.0005780173081502753,233.0,0.0006593951709711048
9924,ENSG00000156097.13,GPR61,16366,False,False,False,False,49.33,3.0,9.485903552075634e-06,5.0,1.4747864752523603e-05,8.0,3.587693636794812e-05,7.0,2.118538701915196e-05
9925,ENSG00000156103.16,MMP16,12708,False,True,False,False,35.15,7.0,2.213377495484315e-05,10.0,2.9495729505047205e-05,5.0,1.9931631315526734e-05,6.0,1.588904026436397e-05
9927,ENSG00000156113.25,KCNMA1,102994,False,True,False,False,43.94,25.0,0.00015493642468390203,52.0,0.0002566128466939107,45.0,0.00030296079599600637,53.0,0.0002648173377393995
9928,ENSG00000156127.8,BATF,1786,False,False,False,False,44.51,9.0,2.84577106562269e-05,480.0,0.001878877969471507,368.0,0.0017699288608187737,497.0,0.0017504426024574308
9930,ENSG00000156140.11,ADAMTS3,7173,False,True,False,False,35.8,5.0,1.897180710415127e-05,16.0,4.719316720807553e-05,9.0,3.986326263105347e-05,16.0,5.0315294170485905e-05
9931,ENSG00000156150.9,ALX3,2938,False,True,False,False,58.58,0.0,0.0,5.0,1.4747864752523603e-05,3.0,1.195897878931604e-05,4.0,1.059269350957598e-05
9936,ENSG00000156194.19,PPEF2,8474,False,False,False,False,43.45,4.0,1.580983925345939e-05,15.0,4.719316720807553e-05,10.0,4.783591515726416e-05,15.0,4.237077403830392e-05
9937,ENSG00000156206.14,CFAP161,1977,False,True,False,False,41.65,155.0,0.0005944499559300731,254.0,0.0009615607818645389,185.0,0.0009567183031452831,247.0,0.0009003789483139584
9942,ENSG00000156234.8,CXCL13,1720,False,True,False,False,40.75,22.0,7.904919626729695e-05,24.0,7.373932376261801e-05,23.0,0.00010763080910384436,29.0,9.268606820878983e-05
9948,ENSG00000156269.5,NAA11,3650,False,False,False,False,38.12,0.0,0.0,4.0,1.1798291802018883e-05,0.0,0.0,3.0,7.944520132181985e-06
9955,ENSG00000156313.15,RPGR,14945,False,True,False,False,37.6,98.0,0.00032252072077057156,3767.0,0.02280019890740149,2457.0,0.015156012452326529,3784.0,0.02062132608976704
9959,ENSG00000156384.15,SFR1,2799,False,False,False,False,37.96,25.0,7.904919626729695e-05,34.0,0.00010028548031716051,17.0,7.175387273589624e-05,32.0,8.474154807660784e-05
9960,ENSG00000156395.14,SORCS3,5642,False,True,False,False,40.93,89.0,0.000388922045635101,301.0,0.001362702703133181,276.0,0.0015905441789790334,323.0,0.0013293830354517856
9966,ENSG00000156453.14,PCDH1,17865,False,True,False,False,54.9,40.0,0.00013596461757975074,24.0,7.078975081211329e-05,107.0,0.00044646854146779887,71.0,0.00020126117668194362
9968,ENSG00000156466.11,GDF6,3712,False,True,False,False,51.73,4.0,1.2647871402767513e-05,1.0,2.9495729505047207e-06,1.0,3.986326263105347e-06,1.0,2.648173377393995e-06
9979,ENSG00000156509.14,FBXO43,5715,False,True,False,False,38.89,16.0,5.059148561107005e-05,13.0,3.834444835656137e-05,8.0,3.587693636794812e-05,16.0,4.237077403830392e-05
9984,ENSG00000156535.15,CD109,15167,False,True,False,False,38.58,209.0,0.001350160272245432,414.0,0.0026044729152956683,251.0,0.001853641712343986,420.0,0.0023383370922388977
9985,ENSG00000156564.10,LRFN2,4376,False,True,False,False,48.5,44.0,0.00017074626393736144,131.0,0.0005987633089524583,174.0,0.0011002260486170758,174.0,0.0007918038398408045
9986,ENSG00000156574.10,NODAL,2426,False,True,False,False,51.27,24.0,7.588722841660508e-05,6.0,1.7697437703028322e-05,7.0,2.790428384173743e-05,6.0,1.588904026436397e-05
9988,ENSG00000156587.16,UBE2L6,3657,False,True,False,False,48.66,1053.0,0.0039113542313058535,422.0,0.0013243582547766196,353.0,0.0015466945900848743,478.0,0.0013611611159805134
9996,ENSG00000156687.11,UNC5D,24483,False,True,False,False,38.57,22.0,6.956329271522132e-05,63.0,0.0001858230958817974,23.0,9.567183031452831e-05,50.0,0.00013505684224709375
9997,ENSG00000156689.7,GLYATL2,2700,False,True,False,False,39.11,0.0,0.0,1.0,2.9495729505047207e-06,0.0,0.0,0.0,0.0
10011,ENSG00000156860.16,FBRS,10183,False,True,False,False,59.440000000000005,1010.0,0.003557213832028363,856.0,0.0027843968652764566,1813.0,0.009339962434455827,1532.0,0.004840860933876223
10015,ENSG00000156876.10,SASS6,6303,False,False,False,False,36.48,619.0,0.002485306730643816,450.0,0.0015455762260644735,205.0,0.0009128687142511244,465.0,0.0014406063173023334
10017,ENSG00000156886.12,ITGAD,4997,False,False,False,False,51.78,9.0,3.794361420830254e-05,29.0,0.00010028548031716051,21.0,0.0001275624404193711,24.0,7.944520132181985e-05
10018,ENSG00000156920.11,ADGRG4,10911,False,True,False,False,39.12,0.0,0.0,2.0,5.899145901009441e-06,0.0,0.0,1.0,2.648173377393995e-06
10024,ENSG00000156966.8,B3GNT7,14057,False,True,False,False,54.15,244.0,0.0010023438086693252,44.0,0.00013273078277271244,121.0,0.0005501130243085379,104.0,0.00029924359164552146
10032,ENSG00000157014.11,TATDN2,9627,False,True,False,False,46.98,145.0,0.00048694304900654924,59.0,0.00017402480407977854,198.0,0.0008171968839365961,154.0,0.0004104668734960692
10037,ENSG00000157045.9,NTAN1,5814,False,False,False,False,47.6,171.0,0.0005533443738710786,172.0,0.0005338727040413544,141.0,0.000597948939465802,201.0,0.0005746536228944969
10038,ENSG00000157060.16,SHCBP1L,4699,False,False,False,False,38.47,6.0,1.897180710415127e-05,4.0,1.1798291802018883e-05,1.0,3.986326263105347e-06,3.0,7.944520132181985e-06
10041,ENSG00000157087.20,ATP2B2,26615,False,True,False,False,49.6,15.0,5.059148561107005e-05,15.0,4.424359425757081e-05,18.0,7.175387273589624e-05,24.0,6.355616105745588e-05
10043,ENSG00000157103.13,SLC6A1,77062,False,True,False,False,50.3,1.0,3.161967850691878e-06,3.0,8.848718851514161e-06,0.0,0.0,1.0,2.648173377393995e-06
10051,ENSG00000157152.17,SYN2,9889,False,True,False,False,40.98,2.0,6.323935701383756e-06,11.0,3.5394875406056645e-05,8.0,3.1890610104842774e-05,9.0,2.912990715133394e-05
10061,ENSG00000157219.5,HTR5A,7193,False,True,False,False,41.84,0.0,0.0,1.0,2.9495729505047207e-06,0.0,0.0,1.0,2.648173377393995e-06
10064,ENSG00000157240.4,FZD1,6894,False,True,False,False,47.62,20.0,6.323935701383756e-05,15.0,4.719316720807553e-05,15.0,5.9794893946580196e-05,15.0,4.237077403830392e-05
10065,ENSG00000157259.8,GATAD1,8995,False,True,False,False,41.76,311.0,0.0010276395514748602,537.0,0.0017490967596492993,303.0,0.0012835970567199215,526.0,0.0015200515186241533
10067,ENSG00000157306.15,ZFHX2-AS1,6946,True,False,False,False,52.26,4.0,1.2647871402767513e-05,192.0,0.0005751667253484205,144.0,0.0006736891384648036,205.0,0.000569357276139709
10071,ENSG00000157330.10,CFAP107,4805,False,True,False,False,43.81,0.0,0.0,1.0,2.9495729505047207e-06,0.0,0.0,1.0,2.648173377393995e-06
10073,ENSG00000157343.9,ARMC12,2775,False,True,False,False,46.92,5.0,1.580983925345939e-05,9.0,2.6546156554542485e-05,23.0,9.168550405142297e-05,19.0,5.0315294170485905e-05
10082,ENSG00000157423.18,HYDIN,35517,False,True,False,False,41.1,10.0,3.161967850691878e-05,31.0,0.00011208377211917937,23.0,0.00013553509294558178,33.0,0.00012181597536012377
10102,ENSG00000157593.20,SLC35B2,5563,False,True,False,False,58.080000000000005,177.0,0.0005944499559300731,72.0,0.0002153188253868446,127.0,0.0005461266980454324,109.0,0.00030453993840030944
10112,ENSG00000157680.17,DGKI,21028,False,True,False,False,39.15,6944.0,0.06476658748572173,28.0,0.00010323505326766522,25.0,0.00011161713536694972,31.0,0.00010327876171836581
10119,ENSG00000157766.19,ACAN,13424,False,True,False,False,50.27,10.0,3.478164635761066e-05,1.0,2.9495729505047207e-06,2.0,1.195897878931604e-05,1.0,2.648173377393995e-06
10126,ENSG00000157833.13,GAREM2,8230,False,True,False,False,58.43,37.0,0.00012331674617698324,21.0,6.194103196059913e-05,57.0,0.00022722059699700477,46.0,0.00012446414873751776
10134,ENSG00000157884.11,CIB4,1285,False,True,False,False,49.04,0.0,0.0,2.0,5.899145901009441e-06,1.0,3.986326263105347e-06,2.0,5.29634675478799e-06
10144,ENSG00000157985.20,AGAP1,22153,False,True,False,False,47.330000000000005,746.0,0.003810171260083713,1374.0,0.007869460631946596,1207.0,0.008323449237363964,1489.0,0.007976298212710713
10146,ENSG00000157999.6,ANKRD61,1423,False,True,False,False,46.3,0.0,0.0,2.0,5.899145901009441e-06,6.0,2.391795757863208e-05,6.0,1.588904026436397e-05
10151,ENSG00000158022.7,TRIM63,2962,False,True,False,False,49.92,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.648173377393995e-06
10155,ENSG00000158055.17,GRHL3,7183,False,True,False,False,47.79999999999999,5.0,1.580983925345939e-05,2.0,5.899145901009441e-06,2.0,7.972652526210693e-06,3.0,7.944520132181985e-06
10158,ENSG00000158079.16,PTPDC1,13114,False,True,False,False,39.39,224.0,0.0008284355768812721,242.0,0.0008730735933493972,169.0,0.0007853062738317532,269.0,0.0008235819203695325
10167,ENSG00000158156.9,XKR8,16821,False,False,False,False,55.47,104.0,0.0003478164635761066,48.0,0.00014452907457473133,104.0,0.00042653691015227205,78.0,0.0002118538701915196
10178,ENSG00000158246.8,TENT5B,2382,False,True,False,False,55.52,4.0,1.580983925345939e-05,4.0,1.1798291802018883e-05,3.0,1.195897878931604e-05,3.0,7.944520132181985e-06
10179,ENSG00000158258.16,CLSTN2,15042,False,True,False,False,42.71,4.0,1.580983925345939e-05,11.0,5.309231310908497e-05,13.0,8.769917778831763e-05,15.0,8.209337469921384e-05
10184,ENSG00000158296.14,SLC13A3,11385,False,True,False,False,45.08,79.0,0.0002940630101143447,197.0,0.0007255949458241613,172.0,0.0007813199475686478,238.0,0.0007520812391798946
10187,ENSG00000158321.19,AUTS2,49662,False,True,False,False,41.07,2603.0,0.02927982229740679,3696.0,0.04170696152013675,3401.0,0.047624639865319576,3820.0,0.04369486072700092
10191,ENSG00000158406.6,H4C8,3606,False,False,False,False,41.76,1.0,3.161967850691878e-06,104.0,0.0003362513163575381,131.0,0.0005501130243085379,146.0,0.0004104668734960692
10192,ENSG00000158411.11,MITD1,7282,False,False,False,False,39.09,227.0,0.0007367385092112076,1214.0,0.004453855155262128,527.0,0.0023519324952321545,1153.0,0.003712739075106381
10198,ENSG00000158445.10,KCNB1,23316,False,False,False,False,47.83,29.0,9.802100337144822e-05,26.0,9.143676146564634e-05,24.0,0.00012357611415626574,35.0,0.0001059269350957598
10206,ENSG00000158481.13,CD1C,2736,False,True,False,False,41.45,79.0,0.0005406965024683111,29.0,0.00010028548031716051,25.0,0.00014350774547179247,33.0,0.00013240866886969976
10207,ENSG00000158482.10,SNX29P1,1007,False,False,False,False,47.42,5.0,1.580983925345939e-05,13.0,3.834444835656137e-05,24.0,0.00010763080910384436,23.0,6.355616105745588e-05
10210,ENSG00000158486.15,DNAH3,17266,False,True,False,False,44.03,25.0,7.904919626729695e-05,28.0,8.848718851514162e-05,19.0,7.574019899900159e-05,28.0,7.414885456703187e-05
10213,ENSG00000158516.12,CPA2,2252,False,True,False,False,44.64,1.0,3.161967850691878e-06,0.0,0.0,1.0,3.986326263105347e-06,1.0,2.648173377393995e-06
10215,ENSG00000158525.16,CPA5,6511,False,True,False,False,50.6,57.0,0.0002023659424442802,6.0,1.7697437703028322e-05,0.0,0.0,3.0,7.944520132181985e-06
10220,ENSG00000158553.5,POM121L2,4359,False,True,False,False,42.8,1.0,3.161967850691878e-06,1.0,2.9495729505047207e-06,1.0,3.986326263105347e-06,2.0,5.29634675478799e-06
10226,ENSG00000158615.10,PPP1R15B,21457,False,False,False,False,41.19,43.0,0.00013912658543044264,4998.0,0.029551771391106797,4825.0,0.04027784056241642,5551.0,0.03345702244999573
10227,ENSG00000158623.14,COPG2,4893,False,True,False,False,40.91,222.0,0.0009106467409992608,211.0,0.0007580402482797133,250.0,0.001160020942563656,278.0,0.0008818417346722003
10229,ENSG00000158639.13,PAGE5,1061,False,True,False,False,38.85,10.0,3.161967850691878e-05,1.0,2.9495729505047207e-06,0.0,0.0,1.0,2.648173377393995e-06
10231,ENSG00000158683.10,PKD1L1,12700,False,True,False,False,44.1,31.0,0.00012015477832629136,48.0,0.00017992394998078795,49.0,0.00023519324952321545,63.0,0.00020655752343673163
10241,ENSG00000158748.4,HTR6,3800,False,True,False,False,53.91,13.0,4.1105582058994414e-05,5.0,1.4747864752523603e-05,19.0,8.371285152521227e-05,13.0,3.4426253906121936e-05
