,gene_id,gene_name,gene_length,gc_content,is_lnc,is_pc,is_mito,is_ribo,is_oxphos,is_pseudo,10x_n_cells,10x_percent_counts,polyT_n_cells,polyT_percent_counts,randO_n_cells,randO_percent_counts,parse_n_cells,parse_percent_counts
14677,ENSG00000179588.9,ZFPM1,563.0,65.33864541832669,False,True,False,False,False,False,1915.0,2.4204972380178988e-05,496.0,1.305525491335301e-05,1106.0,4.236962111076054e-05,1027.0,2.450175870846343e-05
14678,ENSG00000179593.17,ALOX15B,2605.0,58.35597826086957,False,True,False,False,False,False,4.0,4.4514891733662504e-08,1.0,2.2354888550262005e-08,0.0,0.0,0.0,0.0
14679,ENSG00000179598.6,PLD6,2578.0,53.29712955779674,False,True,False,False,False,False,1211.0,1.4667656826241795e-05,254.0,6.34878834827441e-06,196.0,5.7577242581959785e-06,309.0,6.001130544410218e-06
14680,ENSG00000179600.4,GPHB5,496.0,57.61107358744642,False,True,False,False,False,False,0.0,0.0,1.0,2.2354888550262005e-08,0.0,0.0,1.0,1.714608726974348e-08
14681,ENSG00000179603.19,GRM8,1247.0,45.308032232908765,False,True,False,False,False,False,46.0,5.119212549371189e-07,61.0,1.3860030901162444e-06,44.0,1.161872608156139e-06,65.0,1.148787847072813e-06
14682,ENSG00000179604.11,CDC42EP4,3048.5,58.18043484317038,False,True,False,False,False,False,15.0,1.7805956693465002e-07,7.0,1.7883910840209604e-07,17.0,5.422072171395316e-07,16.0,3.0862957085538263e-07
14683,ENSG00000179611.3,DGKZP1,2776.0,62.8242074927954,False,False,False,False,False,True,1.0,1.1128722933415626e-08,0.0,0.0,3.0,7.745817387707595e-08,3.0,5.143826180923044e-08
14684,ENSG00000179615.3,OR2AP1,1548.0,41.27906976744186,False,True,False,False,False,False,2.0,2.2257445866831252e-08,0.0,0.0,0.0,0.0,0.0,0.0
14685,ENSG00000179626.4,OR6C4,4989.0,36.31990378833434,False,True,False,False,False,False,0.0,0.0,0.0,0.0,1.0,2.5819391292358646e-08,1.0,1.714608726974348e-08
14686,ENSG00000179627.11,ZBTB42,3612.0,62.45847176079734,False,True,False,False,False,False,218.0,2.4483190453514376e-06,34.0,7.600662107089082e-07,92.0,2.556119737943506e-06,84.0,1.4917095924676828e-06
14687,ENSG00000179630.12,LACC1,4059.5,38.1151136705458,False,True,False,False,False,False,118.0,1.3465754749432907e-06,64.0,1.5201324214178164e-06,34.0,9.5531747781727e-07,72.0,1.3031026325005044e-06
14688,ENSG00000179632.12,MAF1,1689.0,62.40378922439314,False,True,False,False,False,False,6013.0,9.616329486764443e-05,151.0,3.5544272794916588e-06,505.0,1.678260434003312e-05,452.0,9.138864514773274e-06
14689,ENSG00000179636.15,TPPP2,611.0,50.73807373210224,False,True,False,False,False,False,0.0,0.0,0.0,0.0,2.0,5.163878258471729e-08,1.0,1.714608726974348e-08
14690,ENSG00000179639.11,FCER1A,1073.0,41.71673819742489,False,True,False,False,False,False,0.0,0.0,0.0,0.0,1.0,2.5819391292358646e-08,1.0,1.714608726974348e-08
14691,ENSG00000179673.5,RPRML,1098.0,68.39708561020036,False,True,False,False,False,False,140.0,1.6359222712120971e-06,4.0,8.941955420104802e-08,3.0,7.745817387707595e-08,8.0,1.3716869815794784e-07
14693,ENSG00000179676.8,LINC00305,881.5,43.74574293110364,True,False,False,False,False,False,0.0,0.0,2.0,4.470977710052401e-08,3.0,7.745817387707595e-08,2.0,3.429217453948696e-08
14694,ENSG00000179695.3,OR6C2,1893.5,37.36197999779699,False,True,False,False,False,False,0.0,0.0,1.0,2.2354888550262005e-08,1.0,2.5819391292358646e-08,2.0,3.429217453948696e-08
14695,ENSG00000179698.14,WDR97,4401.0,64.30819774244591,False,True,False,False,False,False,17.0,1.8918828986806565e-07,37.0,8.271308763596942e-07,146.0,4.286018954531535e-06,118.0,2.228991345066652e-06
14696,ENSG00000179709.9,NLRP8,3218.0,49.0366687383468,False,True,False,False,False,False,0.0,0.0,7.0,1.5648421985183402e-07,3.0,7.745817387707595e-08,5.0,8.57304363487174e-08
14697,ENSG00000179715.14,PCED1B,2117.5,56.09091484667596,False,True,False,False,False,False,199.0,2.3370318160172816e-06,233.0,6.102884574221528e-06,113.0,3.4856178244684173e-06,240.0,4.972365308225609e-06
14698,ENSG00000179743.5,SPEN-AS1,752.5,52.457528907324274,True,False,False,False,False,False,4532.0,6.808552690663681e-05,1208.0,3.845040830645065e-05,598.0,1.9958389468993234e-05,1233.0,3.029713620563673e-05
14699,ENSG00000179750.16,APOBEC3B,1474.5,50.58466009086072,False,True,False,False,False,False,128.0,1.5023775960111095e-06,13.0,3.1296843970366805e-07,30.0,7.745817387707594e-07,23.0,4.2865218174358697e-07
14701,ENSG00000179755.4,ENSG00000179755.4,1764.0,49.48541893251746,True,False,False,False,False,False,1.0,1.1128722933415626e-08,0.0,0.0,0.0,0.0,0.0,0.0
14702,ENSG00000179761.13,PIPOX,1038.0,52.53164556962025,False,True,False,False,False,False,100.0,1.1128722933415626e-06,878.0,2.6356413600758903e-05,965.0,3.707664589582702e-05,1202.0,3.089724926007775e-05
14704,ENSG00000179772.8,FOXS1,1302.0,64.1321044546851,False,True,False,False,False,False,1.0,1.1128722933415626e-08,1.0,2.2354888550262005e-08,1.0,2.5819391292358646e-08,1.0,1.714608726974348e-08
14705,ENSG00000179774.9,ATOH7,1519.0,53.85121790651745,False,True,False,False,False,False,1.0,1.1128722933415626e-08,1.0,2.2354888550262005e-08,0.0,0.0,1.0,1.714608726974348e-08
14706,ENSG00000179776.21,CDH5,2035.0,54.63928653742432,False,True,False,False,False,False,2.0,2.2257445866831252e-08,2.0,4.470977710052401e-08,2.0,5.163878258471729e-08,1.0,1.714608726974348e-08
14707,ENSG00000179796.14,LRRC3B,1671.0,46.91801316576901,False,True,False,False,False,False,138.0,1.580278656545019e-06,304.0,8.58427720330061e-06,212.0,6.403209040504945e-06,350.0,7.73288535865431e-06
14709,ENSG00000179813.7,FAM216B,3287.0,39.47339923363137,False,True,False,False,False,False,0.0,0.0,2.0,4.470977710052401e-08,1.0,2.5819391292358646e-08,3.0,5.143826180923044e-08
14711,ENSG00000179818.18,PCBP1-AS1,776.0,48.456864592865074,True,False,False,False,False,False,19.0,2.114457357348969e-07,28.0,6.259368794073361e-07,33.0,8.77859303940194e-07,46.0,7.887200144082e-07
14712,ENSG00000179820.18,MYADM,2256.5,57.06880238252573,False,True,False,False,False,False,4718.0,7.248137246533597e-05,1189.0,3.903163540875746e-05,1169.0,4.603597467427547e-05,1590.0,4.231654338172691e-05
14713,ENSG00000179826.8,MRGPRX3,1559.5,51.91219514206091,False,True,False,False,False,False,7.0,7.790106053390939e-08,4.0,8.941955420104802e-08,4.0,1.0327756516943458e-07,4.0,6.858434907897392e-08
14714,ENSG00000179832.19,MROH1,5221.0,63.80989881046131,False,True,False,False,False,False,1121.0,1.3443497303566077e-05,1481.0,4.8644237485370125e-05,2200.0,0.00011148813160040465,2267.0,7.353956829992978e-05
14715,ENSG00000179833.5,SERTAD2,2975.5,50.68938333534942,False,True,False,False,False,False,1379.0,1.679324290652418e-05,1281.0,4.468742221197375e-05,1185.0,4.644908493495321e-05,1597.0,4.593436779564278e-05
14716,ENSG00000179840.5,PIK3CD-AS1,1823.0,55.45803620405925,True,False,False,False,False,False,132.0,1.4801201501442784e-06,13.0,2.906135511534061e-07,30.0,8.004011300631181e-07,28.0,4.800904435528175e-07
14717,ENSG00000179841.8,AKAP5,4544.0,37.19508042791287,False,True,False,False,False,False,118.0,1.3799616437435376e-06,168.0,4.1580092703487326e-06,68.0,1.91063495563454e-06,178.0,3.3434870175999785e-06
14718,ENSG00000179846.11,NKPD1,4822.0,63.72874326005806,False,True,False,False,False,False,2.0,2.2257445866831252e-08,42.0,9.836150962115282e-07,123.0,3.5372566070531346e-06,107.0,1.9889461232902437e-06
14719,ENSG00000179855.10,GIPC3,4271.0,59.14305783188949,False,True,False,False,False,False,8.0,1.0015850640074064e-07,3.0,6.706466565078602e-08,11.0,2.840133042159451e-07,13.0,2.2289913450666522e-07
14720,ENSG00000179859.10,RNF227,2618.0,51.6140350877193,False,True,False,False,False,False,219.0,2.4928339370851004e-06,11.0,2.4590377405288204e-07,53.0,1.394247129787367e-06,39.0,6.858434907897392e-07
14721,ENSG00000179862.7,CITED4,1310.0,73.5114503816794,False,True,False,False,False,False,179.0,2.025427573881644e-06,1.0,2.2354888550262005e-08,4.0,1.0327756516943458e-07,2.0,3.429217453948696e-08
14722,ENSG00000179869.15,ABCA13,4377.5,44.80637834876626,False,True,False,False,False,False,156.0,1.9475265133477345e-06,103.0,2.4813926290790827e-06,90.0,2.788494259574734e-06,126.0,2.5719130904615217e-06
14723,ENSG00000179873.14,NLRP11,3154.0,45.05900491222165,False,True,False,False,False,False,0.0,0.0,4.0,8.941955420104802e-08,6.0,1.549163477541519e-07,7.0,1.2002261088820436e-07
14724,ENSG00000179886.6,TIGD5,5394.0,64.51612903225806,False,True,False,False,False,False,1099.0,1.2831417542228218e-05,72.0,1.6542617527193884e-06,81.0,2.349564607604637e-06,95.0,1.6974626397046045e-06
14725,ENSG00000179889.22,PDXDC1,2953.5,48.3307346226944,False,True,False,False,False,False,4970.0,7.429535430348272e-05,3942.0,0.00021925674690096973,2991.0,0.0001725768113981252,4227.0,0.00019340786440270644
14726,ENSG00000179899.8,PHC1P1,3061.0,56.256125449199615,False,False,False,False,False,True,1.0,1.1128722933415626e-08,5.0,1.1177444275131003e-07,91.0,2.5044809553587887e-06,56.0,9.944730616451219e-07
14727,ENSG00000179902.14,CFAP276,655.0,48.90829694323144,False,True,False,False,False,False,29.0,3.338616880024688e-07,6.0,1.3412933130157203e-07,12.0,3.098326955083038e-07,11.0,1.8860695996717827e-07
14728,ENSG00000179909.16,ZNF154,5687.0,43.73823657159404,False,True,False,False,False,False,214.0,2.437190322418022e-06,126.0,3.1296843970366807e-06,177.0,5.292975214933523e-06,200.0,3.99503833385023e-06
14729,ENSG00000179912.22,R3HDM2,4207.0,52.140757389721045,False,True,False,False,False,False,5189.0,8.571342403316715e-05,4519.0,0.00030114270366057947,3281.0,0.00021794148189879935,4797.0,0.0002640154517795101
14730,ENSG00000179913.12,B3GNT3,2253.0,58.28065739570164,False,True,False,False,False,False,4.0,4.4514891733662504e-08,1.0,2.2354888550262005e-08,1.0,2.5819391292358646e-08,2.0,3.429217453948696e-08
14731,ENSG00000179914.6,ITLN1,1191.0,51.41592920353983,False,True,False,False,False,False,13.0,1.5580212106781877e-07,1.0,2.2354888550262005e-08,0.0,0.0,1.0,1.714608726974348e-08
14732,ENSG00000179915.25,NRXN1,837.0,43.989431968295904,False,True,False,False,False,False,61.0,6.899808218717688e-07,149.0,3.5544272794916588e-06,60.0,1.6008022601262362e-06,119.0,2.1604069959876783e-06
14733,ENSG00000179918.19,SEPHS2,2244.0,51.20320855614974,False,True,False,False,False,False,5764.0,9.187873653827941e-05,626.0,1.7548587511955673e-05,223.0,6.377389649212586e-06,618.0,1.3339655895860426e-05
14735,ENSG00000179921.16,GPBAR1,1465.0,64.23611111111111,False,True,False,False,False,False,4.0,4.4514891733662504e-08,2.0,4.470977710052401e-08,11.0,3.356520868006624e-07,8.0,1.5431478542769132e-07
14736,ENSG00000179922.6,ZNF784,1773.0,66.18922612116667,False,True,False,False,False,False,335.0,3.794894520294729e-06,66.0,1.4977775328675543e-06,138.0,4.105283215485025e-06,133.0,2.5204748286522916e-06
14737,ENSG00000179930.6,ZNF648,2400.5,59.82692889604458,False,True,False,False,False,False,0.0,0.0,5.0,1.1177444275131003e-07,0.0,0.0,2.0,3.429217453948696e-08
14738,ENSG00000179933.7,C14orf119,1361.0,47.88225399495374,False,True,False,False,False,False,4641.0,6.709507056556281e-05,361.0,9.36669830255978e-06,246.0,6.9712356489368345e-06,409.0,8.17868362766764e-06
14739,ENSG00000179934.8,CCR8,2660.0,43.20415330434612,False,True,False,False,False,False,2.0,2.2257445866831252e-08,2.0,4.470977710052401e-08,7.0,1.8073573904651054e-07,4.0,6.858434907897392e-08
14740,ENSG00000179935.11,LINC00652,1763.5,45.950396379759255,True,False,False,False,False,False,0.0,0.0,1.0,2.2354888550262005e-08,0.0,0.0,1.0,1.714608726974348e-08
14741,ENSG00000179938.13,GOLGA8J,3275.0,44.88574673056653,False,True,False,False,False,False,0.0,0.0,0.0,0.0,1.0,2.5819391292358646e-08,0.0,0.0
14742,ENSG00000179941.10,BBS10,3517.5,36.13535160468789,False,True,False,False,False,False,156.0,1.758338223479669e-06,91.0,2.2801986321267245e-06,130.0,3.6921729548072867e-06,153.0,2.897688748586648e-06
14743,ENSG00000179943.9,FIZ1,2704.0,66.18784471924306,False,True,False,False,False,False,1270.0,1.501264723717768e-05,339.0,8.494857649099562e-06,638.0,2.1843205033335417e-05,662.0,1.438556721931478e-05
14744,ENSG00000179950.16,PUF60,1781.5,61.140652014882136,False,True,False,False,False,False,7526.0,0.00013781810480741912,314.0,8.092469655194846e-06,1208.0,4.7869151456032935e-05,1010.0,2.4313151748496255e-05
14745,ENSG00000179954.16,SSC5D,3017.0,66.94915254237289,False,True,False,False,False,False,492.0,5.7980646483095415e-06,57.0,1.3189384244654582e-06,113.0,2.995049389913603e-06,111.0,1.9718000360205e-06
14746,ENSG00000179958.10,DCTPP1,865.5,56.27089362910316,False,True,False,False,False,False,10641.0,0.0003272400978570865,454.0,1.1579832269035719e-05,367.0,1.1334712777345446e-05,545.0,1.1350709772570184e-05
14747,ENSG00000179965.13,ZNF771,1644.0,69.65875370919882,False,True,False,False,False,False,4505.0,6.6082356778622e-05,1234.0,4.1513028037836545e-05,1251.0,5.0683465106900025e-05,1557.0,4.425405124320792e-05
14748,ENSG00000179967.11,PPP1R14BP3,445.0,65.1685393258427,False,False,False,False,False,True,1.0,1.1128722933415626e-08,0.0,0.0,7.0,1.8073573904651054e-07,4.0,6.858434907897392e-08
14749,ENSG00000179978.11,NAIPP2,3544.0,42.69187358916479,False,False,False,False,False,True,0.0,0.0,5.0,1.1177444275131003e-07,3.0,7.745817387707595e-08,4.0,6.858434907897392e-08
14750,ENSG00000179981.11,TSHZ1,4992.0,51.88301282051282,False,True,False,False,False,False,902.0,1.066131657021217e-05,1290.0,4.558161775398423e-05,1194.0,5.008961910717578e-05,1584.0,4.8077628704360715e-05
14751,ENSG00000179988.15,PSTK,1047.0,46.577017114914426,False,True,False,False,False,False,1258.0,1.4979261068377433e-05,317.0,8.4725027605493e-06,277.0,8.649496082940146e-06,389.0,8.435874936713793e-06
14752,ENSG00000179994.12,SPDYE7P,1038.0,57.32177263969172,False,False,False,False,False,True,0.0,0.0,3.0,6.706466565078602e-08,2.0,5.163878258471729e-08,5.0,8.57304363487174e-08
14754,ENSG00000180008.10,SOCS4,3233.0,38.327839376685645,False,True,False,False,False,False,1548.0,1.886318537213949e-05,2001.0,7.857743325417095e-05,1086.0,4.0639721894172513e-05,2049.0,6.407492812703138e-05
14755,ENSG00000180011.7,PTGR3,1938.0,48.30457719053919,False,True,False,False,False,False,1628.0,1.997605766548105e-05,804.0,2.4880990956441612e-05,850.0,3.142219920280047e-05,1053.0,2.6867918751688032e-05
14756,ENSG00000180015.12,ENSG00000180015.12,1122.0,45.54367201426025,False,False,False,False,False,True,21.0,2.3370318160172816e-07,7.0,1.5648421985183402e-07,6.0,1.549163477541519e-07,7.0,1.2002261088820436e-07
14759,ENSG00000180035.14,ZNF48,2863.5,60.85230878543948,False,True,False,False,False,False,3737.0,5.095842231211016e-05,956.0,2.8815451341287723e-05,1053.0,4.038152798124892e-05,1272.0,3.252612755070338e-05
14761,ENSG00000180043.11,GARIN5B,3189.5,62.81550958683594,False,True,False,False,False,False,1.0,1.1128722933415626e-08,1.0,2.2354888550262005e-08,3.0,7.745817387707595e-08,3.0,5.143826180923044e-08
14762,ENSG00000180044.6,C3orf80,1951.0,57.72106275329772,False,True,False,False,False,False,1.0,1.1128722933415626e-08,0.0,0.0,0.0,0.0,0.0,0.0
14763,ENSG00000180053.8,NKX2-6,1775.0,64.33802816901408,False,True,False,False,False,False,0.0,0.0,1.0,2.2354888550262005e-08,1.0,2.5819391292358646e-08,1.0,1.714608726974348e-08
14764,ENSG00000180061.10,TMEM150B,830.0,62.56358087487284,False,True,False,False,False,False,34.0,4.340201944032094e-07,22.0,4.918075481057641e-07,35.0,9.5531747781727e-07,31.0,5.658208799015348e-07
14765,ENSG00000180066.12,LINC02870,691.0,64.66876971608832,True,False,False,False,False,False,3.0,3.3386168800246877e-08,1.0,2.2354888550262005e-08,7.0,2.0655513033886917e-07,6.0,1.2002261088820436e-07
14767,ENSG00000180071.21,ANKRD18A,2543.0,47.79501365641852,False,True,False,False,False,False,2.0,2.2257445866831252e-08,3.0,6.706466565078602e-08,2.0,5.163878258471729e-08,4.0,6.858434907897392e-08
14768,ENSG00000180083.11,WFDC11,615.0,43.30218068535825,False,True,False,False,False,False,2.0,2.2257445866831252e-08,10.0,2.2354888550262005e-07,9.0,2.3237452163122782e-07,15.0,2.571913090461522e-07
14769,ENSG00000180089.7,TMEM86B,1377.0,64.30218673375447,False,True,False,False,False,False,81.0,9.014265576066658e-07,35.0,8.047759878094321e-07,90.0,2.4786615640664303e-06,76.0,1.388833068849222e-06
14771,ENSG00000180096.13,SEPTIN1,1080.0,59.31477516059957,False,True,False,False,False,False,6402.0,0.00011185479420376046,749.0,2.083475612884419e-05,1332.0,4.939249554228209e-05,1335.0,3.226893624165723e-05
14772,ENSG00000180098.10,TRNAU1AP,1000.5,49.84472049689441,False,True,False,False,False,False,4365.0,6.312211647833343e-05,1184.0,3.625962922852497e-05,1012.0,3.8729086938537974e-05,1424.0,3.7086986764455144e-05
14773,ENSG00000180104.17,EXOC3,2468.0,57.793273174733386,False,True,False,False,False,False,1108.0,1.3220922844897764e-05,1221.0,4.008231517061977e-05,1340.0,5.331704301872061e-05,1612.0,4.461411907587253e-05
14775,ENSG00000180113.16,TDRD6,8887.0,41.139734582357534,False,True,False,False,False,False,6.0,6.677233760049375e-08,9.0,2.0119399695235803e-07,0.0,0.0,5.0,8.57304363487174e-08
14776,ENSG00000180116.15,REDIC1,2776.0,37.07729468599034,False,True,False,False,False,False,7.0,8.902978346732501e-08,34.0,7.600662107089082e-07,22.0,5.680266084318902e-07,36.0,6.515513162502522e-07
14777,ENSG00000180138.7,CSNK1A1L,2406.0,44.63840399002494,False,True,False,False,False,False,1.0,1.1128722933415626e-08,1.0,2.2354888550262005e-08,0.0,0.0,0.0,0.0
14778,ENSG00000180139.11,ACTA2-AS1,810.5,48.02822456107006,True,False,False,False,False,False,0.0,0.0,12.0,2.6825866260314406e-07,16.0,4.1311026067773834e-07,17.0,3.0862957085538263e-07
14779,ENSG00000180150.5,HMGN2P9,229.0,47.16157205240175,False,False,False,False,False,True,0.0,0.0,1.0,2.2354888550262005e-08,1.0,2.5819391292358646e-08,1.0,1.714608726974348e-08
14780,ENSG00000180152.3,XIAPP3,795.0,38.9937106918239,False,False,False,False,False,True,8.0,8.902978346732501e-08,30.0,6.930015450581222e-07,26.0,6.971235648936835e-07,38.0,7.029895780594827e-07
14782,ENSG00000180172.7,RPS12P23,400.0,46.25,False,False,False,True,False,True,12.0,1.335446752009875e-07,0.0,0.0,0.0,0.0,0.0,0.0
14783,ENSG00000180176.16,TH,1325.0,65.8569560386616,False,True,False,False,False,False,0.0,0.0,0.0,0.0,1.0,2.5819391292358646e-08,1.0,1.714608726974348e-08
14785,ENSG00000180182.12,MED14,3103.0,44.03154304503053,False,True,False,False,False,False,1190.0,1.4445082367573484e-05,1730.0,6.523156478966453e-05,1488.0,6.609764170843814e-05,2055.0,6.604672816305188e-05
14786,ENSG00000180185.13,FAHD1,1845.0,54.14634146341464,False,True,False,False,False,False,3033.0,4.031936318776481e-05,503.0,1.3770611346961395e-05,275.0,8.055650083215898e-06,539.0,1.1659339343425567e-05
14787,ENSG00000180189.10,HMGB1P14,591.0,42.97800338409476,False,False,False,False,False,True,4.0,4.4514891733662504e-08,2.0,4.470977710052401e-08,2.0,5.163878258471729e-08,3.0,5.143826180923044e-08
14788,ENSG00000180190.13,TDRP,2622.0,41.41839378238342,False,True,False,False,False,False,9.0,1.0015850640074064e-07,33.0,7.824210992591702e-07,19.0,5.938459997242489e-07,36.0,7.201356653292261e-07
14789,ENSG00000180198.18,RCC1,2388.0,54.6875543386279,False,True,False,False,False,False,5819.0,9.291370777108707e-05,2343.0,9.871918783795701e-05,2093.0,0.00010534311647282329,2756.0,9.924155311727526e-05
14790,ENSG00000180205.4,WFDC9,675.0,45.62962962962963,False,True,False,False,False,False,2.0,2.2257445866831252e-08,0.0,0.0,2.0,5.163878258471729e-08,2.0,3.429217453948696e-08
14791,ENSG00000180209.13,MYL11,654.0,58.30945558739254,False,True,False,False,False,False,186.0,2.114457357348969e-06,18.0,4.470977710052401e-07,12.0,3.356520868006624e-07,25.0,4.800904435528175e-07
14792,ENSG00000180210.16,F2,1969.0,58.23812082307136,False,True,False,False,False,False,243.0,2.771052010420491e-06,21.0,4.918075481057641e-07,16.0,4.6474904326245565e-07,22.0,3.943600072041e-07
14793,ENSG00000180211.5,RPL23P6,420.0,49.04761904761904,False,False,False,True,False,True,7.0,7.790106053390939e-08,0.0,0.0,0.0,0.0,0.0,0.0
14794,ENSG00000180219.2,GARIN6,1864.0,49.0343347639485,False,True,False,False,False,False,0.0,0.0,0.0,0.0,1.0,2.5819391292358646e-08,1.0,1.714608726974348e-08
14796,ENSG00000180228.15,PRKRA,1709.0,41.96286472148541,False,True,False,False,False,False,1522.0,1.8418036454802863e-05,1324.0,4.652052307309523e-05,916.0,3.4701261896930024e-05,1445.0,4.135636249462127e-05
14797,ENSG00000180229.13,HERC2P3,4088.0,50.75831702544031,False,False,False,False,False,True,0.0,0.0,0.0,0.0,1.0,2.5819391292358646e-08,0.0,0.0
14798,ENSG00000180230.6,NACAP2,624.0,43.42948717948718,False,False,False,False,False,True,2.0,2.2257445866831252e-08,0.0,0.0,0.0,0.0,0.0,0.0
14799,ENSG00000180233.12,ZNRF2,2623.0,51.01029355699581,False,True,False,False,False,False,3581.0,5.114761060197822e-05,2752.0,0.00013111142134728665,1755.0,8.102124987542144e-05,2914.0,0.00011114093768247723
14800,ENSG00000180245.7,RRH,3570.0,37.030812324929975,False,True,False,False,False,False,50.0,5.786935925376126e-07,104.0,2.5708121832801306e-06,76.0,2.117190085973409e-06,125.0,2.246137432336396e-06
14801,ENSG00000180251.5,SLC9A4,2516.5,44.07355845783049,False,True,False,False,False,False,8.0,8.902978346732501e-08,3.0,6.706466565078602e-08,3.0,7.745817387707595e-08,1.0,1.714608726974348e-08
14802,ENSG00000180257.15,ZNF816,2560.0,41.432420315855694,False,True,False,False,False,False,154.0,1.7249520546794222e-06,199.0,4.873365703957117e-06,194.0,5.396252780102957e-06,265.0,4.903780959146635e-06
14803,ENSG00000180259.10,PRNT,1986.5,47.78683481524317,True,False,False,False,False,False,0.0,0.0,2.0,4.470977710052401e-08,0.0,0.0,2.0,3.429217453948696e-08
14804,ENSG00000180263.15,FGD6,2994.5,43.37006997329445,False,True,False,False,False,False,1478.0,1.8206590719067965e-05,2319.0,9.742260430204181e-05,1580.0,6.855048388121221e-05,2509.0,8.463308676345382e-05
14805,ENSG00000180264.12,ADGRD2,1608.0,63.71900572012635,False,True,False,False,False,False,0.0,0.0,4.0,8.941955420104802e-08,2.0,5.163878258471729e-08,5.0,8.57304363487174e-08
14806,ENSG00000180269.8,GPR139,3110.0,49.31615836784549,False,True,False,False,False,False,1.0,1.1128722933415626e-08,1.0,2.2354888550262005e-08,4.0,1.0327756516943458e-07,4.0,6.858434907897392e-08
14809,ENSG00000180287.17,PLD5,2779.5,43.22024461060849,False,True,False,False,False,False,16.0,1.7805956693465002e-07,148.0,3.5097175023911346e-06,32.0,8.77859303940194e-07,117.0,2.0918226469087044e-06
14810,ENSG00000180304.14,OAZ2,785.0,53.12101910828025,False,True,False,False,False,False,3826.0,5.259434458332225e-05,691.0,2.0544142577690782e-05,892.0,3.2687349376126046e-05,1015.0,2.4844680453858303e-05
14812,ENSG00000180316.13,PNPLA1,1602.0,55.66534914361001,False,True,False,False,False,False,59.0,6.56594653071522e-07,185.0,4.783946149756069e-06,172.0,5.189697649764088e-06,235.0,4.800904435528174e-06
14813,ENSG00000180318.4,ALX1,1332.0,45.04504504504504,False,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.714608726974348e-08
14814,ENSG00000180329.15,CCDC43,2058.0,41.39941690962099,False,True,False,False,False,False,4021.0,5.7190507154822905e-05,1134.0,3.668437211097995e-05,631.0,2.0578054860009844e-05,1233.0,3.029713620563673e-05
14815,ENSG00000180332.7,KCTD4,2124.0,39.07721280602637,False,True,False,False,False,False,1.0,1.1128722933415626e-08,9.0,2.0119399695235803e-07,11.0,2.840133042159451e-07,12.0,2.0575304723692175e-07
14816,ENSG00000180336.19,MEIOC,1415.0,37.55061579306116,False,True,False,False,False,False,123.0,1.4244765354772001e-06,92.0,2.1684241893754146e-06,43.0,1.161872608156139e-06,93.0,1.646024377895374e-06
14817,ENSG00000180340.7,FZD2,3779.0,55.78195289759196,False,True,False,False,False,False,1593.0,1.999831511134788e-05,370.0,9.500827633861352e-06,177.0,5.3704333888105985e-06,398.0,7.887200144082e-06
14818,ENSG00000180346.5,TIGD2,3186.0,43.12617702448211,False,True,False,False,False,False,442.0,5.0301827659038635e-06,234.0,6.013465020020479e-06,200.0,5.8093630407806954e-06,314.0,6.224029678916883e-06
14819,ENSG00000180347.16,ITPRID1,1971.0,47.41916486188685,False,True,False,False,False,False,7.0,7.790106053390939e-08,9.0,2.0119399695235803e-07,7.0,1.8073573904651054e-07,11.0,1.8860695996717827e-07
14820,ENSG00000180353.12,HCLS1,1389.5,53.91988203489801,False,True,False,False,False,False,6928.0,0.00012347318094624638,1681.0,5.9106325326892744e-05,2004.0,9.29756280437835e-05,2275.0,7.230505001650825e-05
14821,ENSG00000180354.17,MTURN,3226.5,45.60707209552896,False,True,False,False,False,False,96.0,1.1128722933415626e-06,26.0,6.259368794073361e-07,24.0,6.454847823089662e-07,38.0,6.686974035199957e-07
14822,ENSG00000180357.11,ZNF609,5668.5,51.35029860966647,False,True,False,False,False,False,5449.0,8.894075368385769e-05,5283.0,0.00041823760988685186,4084.0,0.0003251177751533801,5554.0,0.0003752078277237966
14823,ENSG00000180370.11,PAK2,4023.5,42.52468766150035,False,True,False,False,False,False,9310.0,0.00022102756618056776,4166.0,0.0002590708034089864,2622.0,0.0001445369524546237,4309.0,0.0002124743134466612
14824,ENSG00000180376.18,CCDC66,2604.0,37.587048483415,False,True,False,False,False,False,1983.0,2.4872695756183927e-05,1971.0,7.710201060985366e-05,1193.0,4.7714235108278783e-05,2074.0,6.554949163222932e-05
14825,ENSG00000180383.4,DEFB124,674.0,50.0547708078356,False,True,False,False,False,False,0.0,0.0,0.0,0.0,3.0,7.745817387707595e-08,1.0,1.714608726974348e-08
14826,ENSG00000180385.11,EMC3-AS1,534.0,39.325842696629216,False,False,False,False,False,True,1.0,1.1128722933415626e-08,5.0,1.1177444275131003e-07,8.0,2.0655513033886917e-07,12.0,2.2289913450666522e-07
14828,ENSG00000180389.7,ATP5F1EP2,156.0,42.94871794871795,False,False,False,False,True,True,2.0,2.2257445866831252e-08,0.0,0.0,0.0,0.0,0.0,0.0
14829,ENSG00000180398.14,MCFD2,821.0,46.71814671814672,False,True,False,False,False,False,3435.0,4.661822036807806e-05,1664.0,6.2370139055231e-05,1178.0,4.7894970847325295e-05,1795.0,5.555332275396887e-05
14831,ENSG00000180422.3,LINC00304,1864.0,60.72224699063754,True,False,False,False,False,False,8.0,8.902978346732501e-08,9.0,2.0119399695235803e-07,38.0,1.0069562604019872e-06,31.0,5.486747926317914e-07
