"category","over_represented_pvalue_wal","numDEInCat","numInCat","over_represented_pvalue_naive","db","padj_wal","padj_naive","classification"
"GO_Biological_Process_2026::Bleb Assembly (GO:0032060)",0.157444169073672,2,6,0.152667258373349,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Positive Regulation of Mitotic Sister Chromatid Segregation (GO:0062033)",0.158002596026412,2,6,0.152667258373349,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Positive Regulation of Blood Vessel Endothelial Cell Migration (GO:0043536)",0.158099811754637,8,45,0.157919195609472,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Molecular_Function_2026::MutSalpha Complex Binding (GO:0032407)",0.158185980773202,2,6,0.152667258373349,"GO_Molecular_Function_2026",1,0.984882490722995,"n.s."
"GO_Biological_Process_2026::Negative Regulation of Hydrogen Peroxide-Mediated Programmed Cell Death (GO:1901299)",0.158224810830026,2,6,0.152667258373349,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Regulation of Receptor Signaling Pathway via JAK-STAT (GO:0046425)",0.158240777755184,9,52,0.157308579292369,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Response to DNA Damage Checkpoint Signaling (GO:0072423)",0.158511541645266,2,6,0.152667258373349,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Cellular_Component_2026::90S Preribosome (GO:0030686)",0.158711833576793,3,12,0.162573439420591,"GO_Cellular_Component_2026",1,1,"n.s."
"GO_Biological_Process_2026::Regulation of Sensory Perception (GO:0051931)",0.158712632663435,2,6,0.152667258373349,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Cellular Hypotonic Response (GO:0071476)",0.158827266347488,2,6,0.152667258373349,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Hypotonic Response (GO:0006971)",0.158827266347488,2,6,0.152667258373349,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Molecular_Function_2026::Sugar-phosphatase Activity (GO:0050308)",0.158858365514399,2,6,0.152667258373349,"GO_Molecular_Function_2026",1,0.984882490722995,"n.s."
"GO_Biological_Process_2026::Regulation of CD4-positive, Alpha-Beta T Cell Differentiation (GO:0043370)",0.159077393947379,3,12,0.162573439420591,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Anterograde Trans-Synaptic Signaling (GO:0098916)",0.159095008658674,17,111,0.162297011789725,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Molecular_Function_2026::S-methyltransferase Activity (GO:0008172)",0.159157913591246,2,6,0.152667258373349,"GO_Molecular_Function_2026",1,0.984882490722995,"n.s."
"GO_Molecular_Function_2026::Chloride Transmembrane Transporter Activity (GO:0015108)",0.159201501358771,8,46,0.17259433873587,"GO_Molecular_Function_2026",1,1,"n.s."
"GO_Biological_Process_2026::Cell Surface Receptor Protein Tyrosine Kinase Signaling Pathway (GO:0007169)",0.159474572358498,34,241,0.161503132979166,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Cellular Response to Glucagon Stimulus (GO:0071377)",0.159577628852807,3,12,0.162573439420591,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Autophagosome-lysosome Fusion (GO:0061909)",0.159689352341104,4,18,0.156896779451663,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Chronic Inflammatory Response (GO:0002544)",0.159706531026782,2,6,0.152667258373349,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::SiRNA Processing (GO:0030422)",0.159710352390017,2,6,0.152667258373349,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Axo-dendritic Transport (GO:0008088)",0.159732347931739,2,6,0.152667258373349,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Brain Development (GO:0007420)",0.159832656161817,19,127,0.170668449445559,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Positive Regulation of ATP Biosynthetic Process (GO:2001171)",0.159924384116478,2,6,0.152667258373349,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Positive Regulation of Purine Nucleotide Biosynthetic Process (GO:1900373)",0.159924384116478,2,6,0.152667258373349,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Positive Regulation of Cytokine Production Involved in Inflammatory Response (GO:1900017)",0.160014248785275,5,25,0.167468091152682,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Response to Vitamin B6 (GO:0034516)",0.160051973558134,2,6,0.152667258373349,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Regulation of Telomere Maintenance (GO:0032204)",0.160112130493149,9,52,0.157308579292369,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Positive Regulation of Alpha-Beta T Cell Differentiation (GO:0046638)",0.160142401891279,3,12,0.162573439420591,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Digestive Tract Development (GO:0048565)",0.160177176915892,5,25,0.167468091152682,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Molecular_Function_2026::Kinase Activator Activity (GO:0019209)",0.160231691190987,7,38,0.157154534620781,"GO_Molecular_Function_2026",1,0.984882490722995,"n.s."
"GO_Biological_Process_2026::Regulation of Glial Cell Differentiation (GO:0045685)",0.160274828505671,2,6,0.152667258373349,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Serine Transport (GO:0032329)",0.16038141308151,2,6,0.152667258373349,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Regulation of Intrinsic Apoptotic Signaling Pathway in Response to DNA Damage (GO:1902229)",0.160426129938926,3,12,0.162573439420591,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Molecular_Function_2026::L-alanine Transmembrane Transporter Activity (GO:0015180)",0.160442272443286,2,6,0.152667258373349,"GO_Molecular_Function_2026",1,0.984882490722995,"n.s."
"GO_Biological_Process_2026::Response to ATP (GO:0033198)",0.160447707287697,4,18,0.156896779451663,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Regulation of Transforming Growth Factor Beta2 Production (GO:0032909)",0.160723119397077,2,6,0.152667258373349,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::UDP Metabolic Process (GO:0046048)",0.160767358605654,2,6,0.152667258373349,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Molecular_Function_2026::Sodium Ion Binding (GO:0031402)",0.160852839173272,2,6,0.152667258373349,"GO_Molecular_Function_2026",1,0.984882490722995,"n.s."
"GO_Biological_Process_2026::Positive Regulation of Ossification (GO:0045778)",0.160987445565568,6,31,0.154186727863595,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Cellular_Component_2026::Hemidesmosome (GO:0030056)",0.16106510825236,2,7,0.197585403911556,"GO_Cellular_Component_2026",1,1,"n.s."
"GO_Molecular_Function_2026::Carbohydrate Kinase Activity (GO:0019200)",0.161078184607624,3,12,0.162573439420591,"GO_Molecular_Function_2026",1,1,"n.s."
"GO_Biological_Process_2026::TRNA Transport (GO:0051031)",0.161115825923375,2,6,0.152667258373349,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Molecular_Function_2026::Histone H4K16ac Reader Activity (GO:0140046)",0.161311620945925,2,6,0.152667258373349,"GO_Molecular_Function_2026",1,0.984882490722995,"n.s."
"GO_Molecular_Function_2026::Transaminase Activity (GO:0008483)",0.161509954419562,2,6,0.152667258373349,"GO_Molecular_Function_2026",1,0.984882490722995,"n.s."
"GO_Biological_Process_2026::Vascular Transport (GO:0010232)",0.162182588079965,11,67,0.165450956497303,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Establishment of Protein Localization to Membrane (GO:0090150)",0.162301061262447,11,67,0.165450956497303,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Mitotic G2 DNA Damage Checkpoint Signaling (GO:0007095)",0.162373852980986,6,31,0.154186727863595,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Negative Regulation of Cell Communication (GO:0010648)",0.162479036610234,4,18,0.156896779451663,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Ceramide Biosynthetic Process (GO:0046513)",0.162482175348795,8,45,0.157919195609472,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Pyrimidine Ribonucleotide Metabolic Process (GO:0009218)",0.162507478710222,2,6,0.152667258373349,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Negative Regulation of Complement Activation, Classical Pathway (GO:0045959)",0.162569476207947,2,6,0.152667258373349,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Regulation of Complement Activation, Classical Pathway (GO:0030450)",0.162569476207947,2,6,0.152667258373349,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Negative Regulation of Calcium Ion Import (GO:0090281)",0.162572870586513,2,6,0.152667258373349,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Cell Morphogenesis Involved in Neuron Differentiation (GO:0048667)",0.162634082771985,12,75,0.173634374328718,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Regulation of Androgen Receptor Signaling Pathway (GO:0060765)",0.162779250806484,5,25,0.167468091152682,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Cellular Response to Glucose Starvation (GO:0042149)",0.163126034890981,8,45,0.157919195609472,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Associative Learning (GO:0008306)",0.163163680354114,4,19,0.181216512278351,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Positive Regulation of Cell Cycle G1/S Phase Transition (GO:1902808)",0.163530302442022,7,38,0.157154534620781,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Positive Regulation of Protein Ubiquitination (GO:0031398)",0.163657026610486,11,66,0.153718898604531,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Molecular_Function_2026::Protein-cysteine S-palmitoyltransferase Activity (GO:0019706)",0.163736133616112,5,25,0.167468091152682,"GO_Molecular_Function_2026",1,1,"n.s."
"GO_Molecular_Function_2026::Cyclin-dependent Protein Kinase Activity (GO:0097472)",0.163954835508863,4,18,0.156896779451663,"GO_Molecular_Function_2026",1,0.984882490722995,"n.s."
"GO_Molecular_Function_2026::Cyclin-dependent Protein Serine/Threonine Kinase Activity (GO:0004693)",0.163954835508863,4,18,0.156896779451663,"GO_Molecular_Function_2026",1,0.984882490722995,"n.s."
"GO_Biological_Process_2026::Glucan Catabolic Process (GO:0009251)",0.164007690728286,3,12,0.162573439420591,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Regulation of Natural Killer Cell Mediated Immunity (GO:0002715)",0.164008894744533,3,12,0.162573439420591,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Cellular Response to Insulin Stimulus (GO:0032869)",0.164080089696345,14,88,0.155362882248383,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Acyl-CoA Biosynthetic Process (GO:0071616)",0.164124574589274,4,18,0.156896779451663,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Modification-dependent Macromolecule Catabolic Process (GO:0043632)",0.164402512893311,3,12,0.162573439420591,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Regulation of Blood Vessel Endothelial Cell Migration (GO:0043535)",0.164719317959885,9,53,0.170841640998248,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Cellular Response to ATP (GO:0071318)",0.165185595089025,3,12,0.162573439420591,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Membrane Repolarization During Cardiac Muscle Cell Action Potential (GO:0086013)",0.165209470124981,3,12,0.162573439420591,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Antigen Processing and Presentation of Endogenous Peptide Antigen (GO:0002483)",0.165466028078841,4,18,0.156896779451663,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Glycoprotein Biosynthetic Process (GO:0009101)",0.165562834158305,22,148,0.156568819040763,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Molecular_Function_2026::Actinin Binding (GO:0042805)",0.165649125816414,4,18,0.156896779451663,"GO_Molecular_Function_2026",1,0.984882490722995,"n.s."
"GO_Biological_Process_2026::Transcription by RNA Polymerase I (GO:0006360)",0.165690914917998,5,25,0.167468091152682,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Regulation of JUN Kinase Activity (GO:0043506)",0.165868469547481,3,12,0.162573439420591,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Regulation of Transforming Growth Factor Beta Receptor Signaling Pathway (GO:0017015)",0.166211062060741,17,114,0.190636411698658,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Molecular_Function_2026::3',5'-Cyclic-Nucleotide Phosphodiesterase Activity (GO:0004114)",0.166374539346663,4,18,0.156896779451663,"GO_Molecular_Function_2026",1,0.984882490722995,"n.s."
"GO_Biological_Process_2026::L-tryptophan Metabolic Process (GO:0006568)",0.166415444203847,3,12,0.162573439420591,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Molecular_Function_2026::Tropomyosin Binding (GO:0005523)",0.166777429484994,3,12,0.162573439420591,"GO_Molecular_Function_2026",1,1,"n.s."
"GO_Biological_Process_2026::Response to Amino Acid Starvation (GO:1990928)",0.167105448807988,8,45,0.157919195609472,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Regulation of DNA Biosynthetic Process (GO:2000278)",0.167476290792756,5,25,0.167468091152682,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Molecular_Function_2026::Platelet-derived Growth Factor Receptor Binding (GO:0005161)",0.167484311746118,3,12,0.162573439420591,"GO_Molecular_Function_2026",1,1,"n.s."
"GO_Biological_Process_2026::Actin-mediated Cell Contraction (GO:0070252)",0.167590823290527,3,12,0.162573439420591,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Negative Regulation of Organelle Assembly (GO:1902116)",0.167943650630895,8,45,0.157919195609472,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Cilium Organization (GO:0044782)",0.168284237782504,32,223,0.146431134715435,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Regulation of RNA Metabolic Process (GO:0051252)",0.168701054377995,4,18,0.156896779451663,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Auditory Receptor Cell Morphogenesis (GO:0002093)",0.168891185924524,2,7,0.197585403911556,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Auditory Receptor Cell Stereocilium Organization (GO:0060088)",0.168891185924524,2,7,0.197585403911556,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Molecular_Function_2026::Microtubule Binding (GO:0008017)",0.168919316259619,33,234,0.166263640275888,"GO_Molecular_Function_2026",1,1,"n.s."
"GO_Biological_Process_2026::Cellular Response to L-leucine (GO:0071233)",0.169297990019919,3,12,0.162573439420591,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Response to L-leucine (GO:0043201)",0.169297990019919,3,12,0.162573439420591,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Type II Interferon-Mediated Signaling Pathway (GO:0060333)",0.169483221599479,3,12,0.162573439420591,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Nuclear Membrane Disassembly (GO:0051081)",0.169501433420478,3,12,0.162573439420591,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Molecular_Function_2026::Lipase Activity (GO:0016298)",0.16951622386641,6,32,0.171954096167128,"GO_Molecular_Function_2026",1,1,"n.s."
"GO_Biological_Process_2026::Regulation of Mitophagy (GO:1901524)",0.169979604075467,6,32,0.171954096167128,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Acute Inflammatory Response (GO:0002526)",0.170037498502097,4,19,0.181216512278351,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Positive Regulation of Reactive Oxygen Species Metabolic Process (GO:2000379)",0.170138006768406,8,46,0.17259433873587,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Regulation of Myeloid Cell Differentiation (GO:0045637)",0.170359541128111,5,25,0.167468091152682,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Regulation of Cell-Substrate Adhesion (GO:0010810)",0.17046187922351,7,39,0.173208502925953,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Regulation of Secretion by Cell (GO:1903530)",0.170626659570224,7,39,0.173208502925953,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Regulation of Melanin Biosynthetic Process (GO:0048021)",0.170670637965503,3,13,0.193749900476614,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Positive Regulation of Ruffle Assembly (GO:1900029)",0.170734907741881,3,13,0.193749900476614,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Cellular Response to Vascular Endothelial Growth Factor Stimulus (GO:0035924)",0.170977159951691,6,33,0.19051700769732,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Response to Insulin (GO:0032868)",0.171605024299034,11,67,0.165450956497303,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Phospholipid Efflux (GO:0033700)",0.17184773897658,2,7,0.197585403911556,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Cellular Response to Radiation (GO:0071478)",0.172378397193949,7,38,0.157154534620781,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Poly(A)+ mRNA Export From Nucleus (GO:0016973)",0.172593208558022,4,18,0.156896779451663,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Regulation of Extrinsic Apoptotic Signaling Pathway in Absence of Ligand (GO:2001239)",0.172608870675675,5,25,0.167468091152682,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Secretory Granule Organization (GO:0033363)",0.172847410733005,5,25,0.167468091152682,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Regulation of TORC1 Signaling (GO:1903432)",0.17336239845415,16,104,0.166742526777325,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Cell Migration Involved in Sprouting Angiogenesis (GO:0002042)",0.173392669126105,4,19,0.181216512278351,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Striated Muscle Contraction (GO:0006941)",0.173545399547889,7,40,0.18993389538417,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Neuromuscular Junction Development (GO:0007528)",0.173627597633016,4,19,0.181216512278351,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Cellular_Component_2026::Microfibril (GO:0001527)",0.173762769282343,3,13,0.193749900476614,"GO_Cellular_Component_2026",1,1,"n.s."
"GO_Molecular_Function_2026::Hsp90 Protein Binding (GO:0051879)",0.173993122933945,6,32,0.171954096167128,"GO_Molecular_Function_2026",1,1,"n.s."
"GO_Biological_Process_2026::Negative Regulation of Protein Localization to Plasma Membrane (GO:1903077)",0.174275019790715,5,25,0.167468091152682,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Relaxation of Cardiac Muscle (GO:0055119)",0.174398742356792,3,12,0.162573439420591,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Double-strand Break Repair (GO:0006302)",0.17457108797572,26,179,0.160130748635415,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Negative Regulation of Axon Regeneration (GO:0048681)",0.174653769544222,2,7,0.197585403911556,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Negative Regulation of Neuron Projection Regeneration (GO:0070571)",0.174653769544222,2,7,0.197585403911556,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Phosphatidylinositol-3-phosphate Biosynthetic Process (GO:0036092)",0.174665568914843,3,12,0.162573439420591,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Negative Regulation of Intrinsic Apoptotic Signaling Pathway (GO:2001243)",0.175193513616484,9,53,0.170841640998248,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Regulation of Ceramide Biosynthetic Process (GO:2000303)",0.175469852278414,3,13,0.193749900476614,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Molecular_Function_2026::Acetylcholine Receptor Binding (GO:0033130)",0.17551974175082,2,7,0.197585403911556,"GO_Molecular_Function_2026",1,1,"n.s."
"GO_Biological_Process_2026::Macromolecule Catabolic Process (GO:0009057)",0.175578355164085,11,67,0.165450956497303,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Molecular_Function_2026::Protein Kinase Regulator Activity (GO:0019887)",0.17574596237394,13,82,0.169572697506406,"GO_Molecular_Function_2026",1,1,"n.s."
"GO_Biological_Process_2026::Positive Regulation of Biomineral Tissue Development (GO:0070169)",0.175756575731461,6,32,0.171954096167128,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Molecular_Function_2026::Transition Metal Ion Binding (GO:0046914)",0.17581782684124,57,423,0.166768012459296,"GO_Molecular_Function_2026",1,1,"n.s."
"GO_Cellular_Component_2026::Actin Filament (GO:0005884)",0.176102972790511,11,68,0.177608430645667,"GO_Cellular_Component_2026",1,1,"n.s."
"GO_Cellular_Component_2026::Cul4A-RING E3 Ubiquitin Ligase Complex (GO:0031464)",0.176316942868747,3,12,0.162573439420591,"GO_Cellular_Component_2026",1,1,"n.s."
"GO_Biological_Process_2026::Positive Regulation of Interferon-Beta Production (GO:0032728)",0.176468669321945,7,39,0.173208502925953,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Signal Transduction in Response to DNA Damage (GO:0042770)",0.176758599740374,13,83,0.180644117286307,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Regulation of Release of Sequestered Calcium Ion Into Cytosol (GO:0051279)",0.177362117140384,7,39,0.173208502925953,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Organelle Assembly (GO:0070925)",0.177386156757528,46,334,0.156883837717266,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Molecular_Function_2026::Cholesterol Binding (GO:0015485)",0.178059702312374,8,46,0.17259433873587,"GO_Molecular_Function_2026",1,1,"n.s."
"GO_Molecular_Function_2026::DNA-binding Transcription Activator Activity, RNA Polymerase II-specific (GO:0001228)",0.178302161717832,32,229,0.184407650212442,"GO_Molecular_Function_2026",1,1,"n.s."
"GO_Biological_Process_2026::Amino Acid Import Across Plasma Membrane (GO:0089718)",0.178836330826907,5,25,0.167468091152682,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Regulation of Microtubule Polymerization or Depolymerization (GO:0031110)",0.17895736422431,5,26,0.188435687342061,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Response to Estrogen (GO:0043627)",0.179306196193376,5,26,0.188435687342061,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Cellular_Component_2026::Sarcoplasmic Reticulum (GO:0016529)",0.179851488354953,7,40,0.18993389538417,"GO_Cellular_Component_2026",1,1,"n.s."
"GO_Biological_Process_2026::Autophagosome Organization (GO:1905037)",0.180208306232863,11,68,0.177608430645667,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Regulation of Embryonic Development (GO:0045995)",0.180288045764418,8,46,0.17259433873587,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Positive Regulation of Transcription by RNA Polymerase I (GO:0045943)",0.180513255330518,6,32,0.171954096167128,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Negative Regulation of ATP Metabolic Process (GO:1903579)",0.180809858033277,3,13,0.193749900476614,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Base-excision Repair, Gap-Filling (GO:0006287)",0.180944944941144,3,13,0.193749900476614,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Molecular_Function_2026::Glucuronosyltransferase Activity (GO:0015020)",0.180962666530412,3,13,0.193749900476614,"GO_Molecular_Function_2026",1,1,"n.s."
"GO_Biological_Process_2026::Establishment of Planar Polarity (GO:0001736)",0.180982121958495,2,7,0.197585403911556,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Protein Polymerization (GO:0051258)",0.181075305269817,9,54,0.184892912767189,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Vascular Endothelial Cell Response to Laminar Fluid Shear Stress (GO:0097700)",0.181822130611084,4,19,0.181216512278351,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Cilium Assembly (GO:0060271)",0.182296062493539,33,233,0.160075492834729,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Transcription Initiation at RNA Polymerase I Promoter (GO:0006361)",0.182376901590446,4,19,0.181216512278351,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Membrane Depolarization During Action Potential (GO:0086010)",0.182445401119081,3,13,0.193749900476614,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Positive Regulation of Cell-Substrate Adhesion (GO:0010811)",0.182950138702445,9,54,0.184892912767189,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::T Cell Mediated Immunity (GO:0002456)",0.183039688392217,4,19,0.181216512278351,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Molecular_Function_2026::Chloride Channel Activity (GO:0005254)",0.183062151384304,8,47,0.18785331154458,"GO_Molecular_Function_2026",1,1,"n.s."
"GO_Biological_Process_2026::Stress Granule Assembly (GO:0034063)",0.183549521188035,5,25,0.167468091152682,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Negative Regulation of Extrinsic Apoptotic Signaling Pathway via Death Domain Receptors (GO:1902042)",0.18357357766168,4,19,0.181216512278351,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Muscle Organ Development (GO:0007517)",0.183612479607749,8,48,0.203658817417422,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Biological_Process_2026::Positive Regulation of DNA Biosynthetic Process (GO:2000573)",0.183705656732944,7,39,0.173208502925953,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Molecular_Function_2026::Semaphorin Receptor Binding (GO:0030215)",0.18374525643337,4,20,0.206673779488042,"GO_Molecular_Function_2026",1,1,"n.s."
"GO_Biological_Process_2026::Regulation of Mitotic Cell Cycle (GO:0007346)",0.184677252101522,18,121,0.184952723271283,"GO_Biological_Process_2026",1,1,"n.s."
"GO_Molecular_Function_2026::Protein Phosphatase Binding (GO:0019903)",0.184677973963203,17,113,0.180931932222967,"GO_Molecular_Function_2026",1,1,"n.s."
"GO_Molecular_Function_2026::SUMO Ligase Activity (GO:0061665)",0.184938972696364,3,13,0.193749900476614,"GO_Molecular_Function_2026",1,1,"n.s."
"GO_Molecular_Function_2026::Palmitoyltransferase Activity (GO:0016409)",0.184989210896198,5,26,0.188435687342061,"GO_Molecular_Function_2026",1,1,"n.s."
