,gene_id,gene_name,length_median_tx,gc_median_tx,length_genomic,gc_genomic,length_exon_union,gc_exon_union
23309,ENSG00000216811.2,ENSG00000216811.2,564.0,36.702127659574465,564,36.702127659574465,564,36.702127659574465
23310,ENSG00000216813.1,RPS12P14,397.0,44.584382871536526,397,44.584382871536526,397,44.584382871536526
23311,ENSG00000216817.1,R3HDM2P2,2116.0,53.780718336483936,2116,53.780718336483936,2116,53.780718336483936
23312,ENSG00000216819.1,TUBB2BP1,871.0,59.70149253731343,2721,52.9952223447262,871,59.70149253731343
23313,ENSG00000216824.2,ZNF736P10Y,1110.0,35.04504504504504,1110,35.04504504504504,1110,35.04504504504504
23314,ENSG00000216829.6,FGF7P4,295.0,38.30508474576271,1382,33.93632416787265,295,38.30508474576271
23315,ENSG00000216835.3,RBMXP1,1191.0,45.843828715365234,1191,45.843828715365234,1191,45.843828715365234
23316,ENSG00000216844.1,ENSG00000216844.1,455.0,59.120879120879124,455,59.120879120879124,455,59.120879120879124
23317,ENSG00000216853.1,MTCYBP36,440.0,38.86363636363636,440,38.86363636363636,440,38.86363636363636
23318,ENSG00000216854.2,RPL17P26,553.0,43.942133815551536,553,43.942133815551536,553,43.942133815551536
23319,ENSG00000216859.1,DHFRP5,564.0,37.4113475177305,564,37.4113475177305,564,37.4113475177305
23320,ENSG00000216863.12,LY86-AS1,1790.0,42.98245614035088,276716,41.20000289105075,13420,43.49478390461997
23321,ENSG00000216866.5,RPS2P55,883.0,60.8154020385051,883,60.8154020385051,883,60.8154020385051
23322,ENSG00000216867.2,RPL22P12,387.0,42.89405684754522,387,42.89405684754522,387,42.89405684754522
23323,ENSG00000216895.9,RBM33-DT,566.0,50.8833922261484,33975,42.239882266372334,2031,48.3505662235352
23324,ENSG00000216901.1,ZNF603P,487.0,39.630390143737166,487,39.630390143737166,487,39.630390143737166
23325,ENSG00000216902.3,RPL31P32,367.0,42.77929155313351,367,42.77929155313351,367,42.77929155313351
23326,ENSG00000216904.2,SOCS5P5,1586.0,43.12736443883985,1907,44.677503932878864,1586,43.12736443883985
23327,ENSG00000216906.2,ENSG00000216906.2,2176.0,58.18014705882353,2176,58.18014705882353,2176,58.18014705882353
23328,ENSG00000216913.2,TNPO3P2,611.0,47.46317512274959,611,47.46317512274959,611,47.46317512274959
23329,ENSG00000216915.2,GPR89P,1495.0,43.67892976588629,1495,43.67892976588629,1495,43.67892976588629
23330,ENSG00000216917.2,RPL15P9,592.0,53.04054054054054,592,53.04054054054054,592,53.04054054054054
23331,ENSG00000216921.9,FAM240C,524.0,56.48854961832062,8564,60.04203643157403,687,57.35080058224163
23332,ENSG00000216937.14,CCDC7,1899.0,36.4158960259935,436735,37.32858598463599,9014,37.086753938318175
23333,ENSG00000216938.3,RPL7P58,758.0,41.42480211081794,1930,40.362694300518136,758,41.42480211081794
23334,ENSG00000216966.1,ENSG00000216966.1,267.0,56.55430711610487,267,56.55430711610487,267,56.55430711610487
23335,ENSG00000216977.1,RPL21P65,466.0,45.493562231759654,466,45.493562231759654,466,45.493562231759654
23336,ENSG00000216990.2,HSPD1P10,1676.0,38.3054892601432,1676,38.3054892601432,1676,38.3054892601432
23337,ENSG00000216998.1,CYP2AC1P,1173.0,42.45524296675192,14243,39.12097170539914,1173,42.45524296675192
23338,ENSG00000217004.1,ENSG00000217004.1,328.0,42.98780487804878,643,46.96734059097978,328,42.98780487804878
23339,ENSG00000217026.3,RPL10P1,644.0,53.881987577639755,644,53.881987577639755,644,53.881987577639755
23340,ENSG00000217027.1,TPT1P4,519.0,41.040462427745666,519,41.040462427745666,519,41.040462427745666
23341,ENSG00000217030.1,RPS18P8,423.0,46.09929078014184,423,46.09929078014184,423,46.09929078014184
23342,ENSG00000217041.1,ENSG00000217041.1,339.0,42.47787610619469,339,42.47787610619469,339,42.47787610619469
23343,ENSG00000217044.1,MTCO3P31,789.0,41.44486692015209,789,41.44486692015209,789,41.44486692015209
23344,ENSG00000217060.1,ENSG00000217060.1,1590.0,41.132075471698116,4774,45.68496020108923,1590,41.132075471698116
23345,ENSG00000217067.2,ENSG00000217067.2,392.0,49.48979591836735,846,44.79905437352246,392,49.48979591836735
23346,ENSG00000217078.1,ENSG00000217078.1,386.0,38.60103626943005,386,38.60103626943005,386,38.60103626943005
23347,ENSG00000217083.1,MTCO2P33,465.0,37.204301075268816,465,37.204301075268816,465,37.204301075268816
23348,ENSG00000217085.2,HMGB3P19,560.0,43.92857142857143,560,43.92857142857143,560,43.92857142857143
23349,ENSG00000217089.1,RPS29P13,169.0,40.828402366863905,169,40.828402366863905,169,40.828402366863905
23350,ENSG00000217094.2,PPIAP31,495.0,48.08080808080808,495,48.08080808080808,495,48.08080808080808
23351,ENSG00000217120.1,ENSG00000217120.1,1384.0,35.62138728323699,1384,35.62138728323699,1384,35.62138728323699
23352,ENSG00000217128.14,FNIP1,6367.0,38.69813439915779,155304,37.759491062689946,7896,40.18490374873353
23353,ENSG00000217130.1,RPS10P13,498.0,52.00803212851406,498,52.00803212851406,498,52.00803212851406
23354,ENSG00000217135.2,ENSG00000217135.2,300.0,48.0,300,48.0,300,48.0
23355,ENSG00000217139.2,ENSG00000217139.2,1348.0,46.14243323442137,1348,46.14243323442137,1348,46.14243323442137
23356,ENSG00000217159.2,LARP1P1,292.0,55.47945205479452,292,55.47945205479452,292,55.47945205479452
23357,ENSG00000217160.2,MTCO2P31,684.0,37.57309941520468,684,37.57309941520468,684,37.57309941520468
23358,ENSG00000217165.1,ANKRD18EP,2632.0,36.01823708206687,2632,36.01823708206687,2632,36.01823708206687
23359,ENSG00000217169.2,MTHFD2P2,247.0,42.10526315789473,247,42.10526315789473,247,42.10526315789473
23360,ENSG00000217178.1,FAM136FP,395.0,54.43037974683544,395,54.43037974683544,395,54.43037974683544
23361,ENSG00000217179.1,MTCYBP2,171.0,40.35087719298245,171,40.35087719298245,171,40.35087719298245
23362,ENSG00000217181.1,RPL21P63,479.0,45.51148225469729,479,45.51148225469729,479,45.51148225469729
23363,ENSG00000217195.1,ENSG00000217195.1,315.0,34.92063492063492,315,34.92063492063492,315,34.92063492063492
23364,ENSG00000217227.1,TFGP1,1207.0,43.41342170671085,1207,43.41342170671085,1207,43.41342170671085
23365,ENSG00000217228.1,GSTA12P,508.0,45.66929133858268,13068,41.888582797673706,508,45.66929133858268
23366,ENSG00000217231.2,ENSG00000217231.2,649.0,36.82588597842835,1087,39.74241030358785,649,36.82588597842835
23367,ENSG00000217236.2,SP9,2554.0,61.90289741581832,3547,59.31773329574288,2554,61.90289741581832
23368,ENSG00000217239.3,RPL34P16,354.0,46.89265536723164,354,46.89265536723164,354,46.89265536723164
23369,ENSG00000217241.1,CBX3P9,552.0,37.86231884057971,552,37.86231884057971,552,37.86231884057971
23370,ENSG00000217261.5,POM121L4P,1891.0,60.444209413008984,9010,56.315205327413985,1891,60.444209413008984
23371,ENSG00000217268.1,TXNP7,293.0,40.61433447098976,293,40.61433447098976,293,40.61433447098976
23372,ENSG00000217272.1,RAB1AP2,572.0,38.111888111888106,572,38.111888111888106,572,38.111888111888106
23373,ENSG00000217275.2,ENSG00000217275.2,499.0,51.903807615230455,499,51.903807615230455,499,51.903807615230455
23374,ENSG00000217289.3,SSBP3P6,1152.0,56.25,1152,56.25,1152,56.25
23375,ENSG00000217314.2,UQCRFS1P3,385.0,41.81818181818181,769,42.65279583875163,385,41.81818181818181
23376,ENSG00000217315.1,OR2W2P,909.0,47.74477447744774,909,47.74477447744774,909,47.74477447744774
23377,ENSG00000217325.3,PRELID1P1,660.0,54.848484848484844,660,54.848484848484844,660,54.848484848484844
23378,ENSG00000217327.3,RPS7P5,581.0,45.438898450946645,581,45.438898450946645,581,45.438898450946645
23379,ENSG00000217330.1,SSXP10,565.0,43.716814159292035,565,43.716814159292035,565,43.716814159292035
23380,ENSG00000217331.1,ENSG00000217331.1,841.0,30.915576694411417,841,30.915576694411417,841,30.915576694411417
23381,ENSG00000217334.1,ENSG00000217334.1,641.0,39.31357254290172,641,39.31357254290172,641,39.31357254290172
23382,ENSG00000217372.2,TUBB4BP7,1234.0,52.75526742301459,1234,52.75526742301459,1234,52.75526742301459
23383,ENSG00000217377.1,AK4P5,634.0,45.74132492113564,634,45.74132492113564,634,45.74132492113564
23384,ENSG00000217379.2,RPL21P61,466.0,46.99570815450644,466,46.99570815450644,466,46.99570815450644
23385,ENSG00000217385.1,PSMC1P11,1317.0,45.48215641609719,1317,45.48215641609719,1317,45.48215641609719
23386,ENSG00000217404.2,RPS4XP9,780.0,45.12820512820513,812,45.320197044334975,780,45.12820512820513
23387,ENSG00000217408.2,PRELID1P2,396.0,48.73737373737374,396,48.73737373737374,396,48.73737373737374
23388,ENSG00000217414.2,DDX18P3,2007.0,40.75734927752865,2007,40.75734927752865,2007,40.75734927752865
23389,ENSG00000217416.4,ISCA1P1,387.0,43.41085271317829,387,43.41085271317829,387,43.41085271317829
23390,ENSG00000217442.4,SYCE3,402.0,53.15561631351105,11808,49.83909214092141,489,53.37423312883436
23391,ENSG00000217447.1,ENSG00000217447.1,582.0,45.36082474226804,582,45.36082474226804,582,45.36082474226804
23392,ENSG00000217455.9,ENSG00000217455.9,780.5,49.60783950502936,120360,46.85194416749751,11148,48.13419447434518
23393,ENSG00000217477.2,ENSG00000217477.2,559.0,54.74060822898033,559,54.74060822898033,559,54.74060822898033
23394,ENSG00000217482.2,HMGB1P17,628.0,42.35668789808918,628,42.35668789808918,628,42.35668789808918
23395,ENSG00000217483.1,ENSG00000217483.1,598.0,55.51839464882943,598,55.51839464882943,598,55.51839464882943
23396,ENSG00000217488.3,ENSG00000217488.3,756.0,37.698412698412696,756,37.698412698412696,756,37.698412698412696
23397,ENSG00000217495.2,ENSG00000217495.2,785.0,44.3312101910828,785,44.3312101910828,785,44.3312101910828
23398,ENSG00000217512.1,ENSG00000217512.1,447.0,36.91275167785235,447,36.91275167785235,447,36.91275167785235
23399,ENSG00000217514.1,ENSG00000217514.1,254.0,46.06299212598425,254,46.06299212598425,254,46.06299212598425
23400,ENSG00000217527.1,RPS16P5,404.0,50.0,404,50.0,404,50.0
23401,ENSG00000217539.2,IQCB2P,1633.0,43.17207593386405,1633,43.17207593386405,1633,43.17207593386405
23402,ENSG00000217555.13,CKLF,555.0,47.52820126207628,13689,41.69040835707503,1161,46.85615848406546
23403,ENSG00000217557.1,ENSG00000217557.1,291.0,45.36082474226804,291,45.36082474226804,291,45.36082474226804
23404,ENSG00000217566.2,CRIPTOP4,520.0,50.19230769230769,520,50.19230769230769,520,50.19230769230769
23405,ENSG00000217576.8,ENSG00000217576.8,809.0,41.68421052631579,123849,40.316030004279405,4175,41.84431137724551
23406,ENSG00000217585.1,MDH1P2,972.0,43.31275720164609,972,43.31275720164609,972,43.31275720164609
23407,ENSG00000217612.2,ENSG00000217612.2,1879.0,40.7131452900479,2463,44.17377182298011,1879,40.7131452900479
23408,ENSG00000217624.2,YWHAZP10,735.0,42.857142857142854,735,42.857142857142854,735,42.857142857142854
23409,ENSG00000217631.1,ENSG00000217631.1,195.0,45.64102564102564,195,45.64102564102564,195,45.64102564102564
23410,ENSG00000217643.1,PTGES3P2,482.0,38.38174273858922,482,38.38174273858922,482,38.38174273858922
23411,ENSG00000217644.5,ENSG00000217644.5,526.0,54.372623574144484,526,54.372623574144484,526,54.372623574144484
23412,ENSG00000217646.1,H2BC16P,340.0,56.76470588235294,340,56.76470588235294,340,56.76470588235294
23413,ENSG00000217648.1,PARLP2,1138.0,45.60632688927944,1138,45.60632688927944,1138,45.60632688927944
23414,ENSG00000217653.1,PIMREGP3,755.0,57.35099337748344,755,57.35099337748344,755,57.35099337748344
23415,ENSG00000217680.1,UBE2V1P15,448.0,40.625,448,40.625,448,40.625
23416,ENSG00000217684.2,RPS3AP24,734.0,36.78474114441417,734,36.78474114441417,734,36.78474114441417
23417,ENSG00000217686.2,NUS1P4,585.0,45.81196581196581,585,45.81196581196581,585,45.81196581196581
23418,ENSG00000217702.4,ENSG00000217702.4,593.0,50.202042539503836,11676,46.98526892771497,1808,52.43362831858407
23419,ENSG00000217707.2,SERPINB8P1,377.0,46.41909814323608,377,46.41909814323608,377,46.41909814323608
23420,ENSG00000217716.3,RPS10P3,494.0,53.23886639676113,494,53.23886639676113,494,53.23886639676113
23421,ENSG00000217718.1,NDUFB4P4,243.0,42.38683127572017,243,42.38683127572017,243,42.38683127572017
23422,ENSG00000217733.2,CCT7P1,1611.0,49.534450651769085,1611,49.534450651769085,1611,49.534450651769085
23423,ENSG00000217746.1,ENSG00000217746.1,893.0,46.02463605823068,893,46.02463605823068,893,46.02463605823068
23424,ENSG00000217767.2,NDUFAB1P1,460.0,47.391304347826086,460,47.391304347826086,460,47.391304347826086
23425,ENSG00000217769.4,ENSG00000217769.4,304.0,46.381578947368425,304,46.381578947368425,304,46.381578947368425
23426,ENSG00000217770.1,FEM1AP3,1741.0,61.688684663986216,1741,61.688684663986216,1741,61.688684663986216
23427,ENSG00000217776.1,ENSG00000217776.1,306.0,45.751633986928105,306,45.751633986928105,306,45.751633986928105
23428,ENSG00000217783.2,LDHAL6FP,1082.0,46.02587800369686,1082,46.02587800369686,1082,46.02587800369686
23429,ENSG00000217786.1,ENSG00000217786.1,640.0,40.9375,640,40.9375,640,40.9375
23430,ENSG00000217791.4,ASS1P9,1236.0,53.96440129449837,1236,53.96440129449837,1236,53.96440129449837
23431,ENSG00000217801.13,PTPN11BP,1219.0,65.87366694011484,6277,65.4612075832404,1219,65.87366694011484
23432,ENSG00000217805.2,UBE2D3P5,387.0,42.377260981912144,387,42.377260981912144,387,42.377260981912144
23433,ENSG00000217809.1,FAT1P1,507.0,40.433925049309664,507,40.433925049309664,507,40.433925049309664
23434,ENSG00000217811.1,HNRNPDP2,478.0,37.238493723849366,478,37.238493723849366,478,37.238493723849366
23435,ENSG00000217824.1,SNRPEP6,277.0,42.59927797833935,277,42.59927797833935,277,42.59927797833935
23436,ENSG00000217825.3,ENSG00000217825.3,1713.5,38.547056579610626,2875,38.36521739130435,1726,38.4125144843569
23437,ENSG00000217835.3,RBMXP5,908.0,49.88986784140969,908,49.88986784140969,908,49.88986784140969
23438,ENSG00000217862.2,H4C10P,265.0,54.339622641509436,265,54.339622641509436,265,54.339622641509436
23439,ENSG00000217874.2,OR4F7P,931.0,45.64983888292159,931,45.64983888292159,931,45.64983888292159
23440,ENSG00000217878.2,ENSG00000217878.2,330.0,50.60606060606061,330,50.60606060606061,330,50.60606060606061
23441,ENSG00000217889.3,KRT18P48,852.0,56.33802816901409,852,56.33802816901409,852,56.33802816901409
23442,ENSG00000217896.2,ZNF839P1,861.0,44.01858304297328,1224,46.32352941176471,861,44.01858304297328
23443,ENSG00000217897.2,HSPE1P8,288.0,41.66666666666667,605,47.107438016528924,288,41.66666666666667
23444,ENSG00000217929.5,SEPTIN14P6,2812.0,61.664295874822194,2812,61.664295874822194,2812,61.664295874822194
23445,ENSG00000217930.9,PAM16,539.0,59.836716149938695,24059,56.7687767571387,2356,58.40407470288624
23446,ENSG00000217950.4,NOC2LP2,1944.0,59.413580246913575,1944,59.413580246913575,1944,59.413580246913575
23447,ENSG00000218014.1,KRT19P1,1186.0,60.286677908937605,1186,60.286677908937605,1186,60.286677908937605
23448,ENSG00000218016.2,ZKSCAN8P2,1383.0,44.68546637744035,1383,44.68546637744035,1383,44.68546637744035
23449,ENSG00000218018.5,RBM38-AS1,1391.0,51.78542096046861,16823,52.701658443797186,3550,51.49295774647887
23450,ENSG00000218020.3,THAP12P5,2275.0,36.61538461538461,2275,36.61538461538461,2275,36.61538461538461
23451,ENSG00000218027.2,ELF2P2,1592.0,45.037688442211056,1592,45.037688442211056,1592,45.037688442211056
23452,ENSG00000218029.3,ENSG00000218029.3,271.0,51.291512915129154,271,51.291512915129154,271,51.291512915129154
23453,ENSG00000218048.2,ENSG00000218048.2,968.0,54.75206611570248,2815,54.92007104795738,968,54.75206611570248
23454,ENSG00000218049.1,RPL31P33,340.0,42.35294117647059,340,42.35294117647059,340,42.35294117647059
23455,ENSG00000218052.8,ADAMTS7P4,3611.0,64.77430074771532,15524,61.7559907240402,3611,64.77430074771532
23456,ENSG00000218069.2,RSL24D1P1,493.0,36.91683569979716,493,36.91683569979716,493,36.91683569979716
23457,ENSG00000218073.1,PERPP3,486.0,56.17283950617284,486,56.17283950617284,486,56.17283950617284
23458,ENSG00000218089.1,DNAJA1P4,1166.0,40.651801029159515,1166,40.651801029159515,1166,40.651801029159515
23459,ENSG00000218107.1,EXOSC8P1,803.0,43.08841843088418,803,43.08841843088418,803,43.08841843088418
23460,ENSG00000218109.6,KIRREL3-AS3,1768.0,60.18099547511312,3149,54.01714830104795,1768,60.18099547511312
23461,ENSG00000218125.1,ENSG00000218125.1,156.0,44.871794871794876,156,44.871794871794876,156,44.871794871794876
23462,ENSG00000218143.2,ERHP2,299.0,43.812709030100336,299,43.812709030100336,299,43.812709030100336
23463,ENSG00000218153.2,KRT18P22,1347.0,55.38233110616184,1347,55.38233110616184,1347,55.38233110616184
23464,ENSG00000218173.1,ENSG00000218173.1,431.0,41.067285382830626,431,41.067285382830626,431,41.067285382830626
23465,ENSG00000218175.2,ENSG00000218175.2,345.0,53.91304347826087,345,53.91304347826087,345,53.91304347826087
23466,ENSG00000218180.2,SLC25A5P7,896.0,48.995535714285715,896,48.995535714285715,896,48.995535714285715
23467,ENSG00000218186.2,KRT8P43,1458.0,54.52674897119342,1779,53.34457560427206,1458,54.52674897119342
23468,ENSG00000218187.2,ENSG00000218187.2,419.0,37.94749403341289,419,37.94749403341289,419,37.94749403341289
23469,ENSG00000218189.4,POM121L14P,1558.0,60.20539152759948,1558,60.20539152759948,1558,60.20539152759948
23470,ENSG00000218194.1,HLFP1,499.0,47.29458917835671,499,47.29458917835671,499,47.29458917835671
23471,ENSG00000218198.3,RPS20P32,356.0,43.53932584269663,356,43.53932584269663,356,43.53932584269663
23472,ENSG00000218208.1,RPS27AP11,447.0,42.281879194630875,447,42.281879194630875,447,42.281879194630875
23473,ENSG00000218213.1,FTH1P26,701.0,44.222539229671895,701,44.222539229671895,701,44.222539229671895
23474,ENSG00000218226.1,TATDN2P2,2226.0,52.83018867924528,11931,43.44983656022127,2226,52.83018867924528
23475,ENSG00000218227.3,ENSG00000218227.3,591.0,55.16074450084603,591,55.16074450084603,591,55.16074450084603
23476,ENSG00000218233.1,NEPNP,1371.0,43.10722100656455,11382,36.20629063433491,1371,43.10722100656455
23477,ENSG00000218261.1,RPA3P2,359.0,42.618384401114206,359,42.618384401114206,359,42.618384401114206
23478,ENSG00000218265.1,RPS4XP7,780.0,45.51282051282051,780,45.51282051282051,780,45.51282051282051
23479,ENSG00000218274.2,ENSG00000218274.2,1548.0,52.2609819121447,2100,52.90476190476191,1548,52.2609819121447
23480,ENSG00000218281.1,H2AC9P,134.0,58.95522388059702,134,58.95522388059702,134,58.95522388059702
23481,ENSG00000218283.2,MORF4L1P1,967.0,43.743536711478804,967,43.743536711478804,967,43.743536711478804
23482,ENSG00000218300.1,RPL22P14,335.0,38.2089552238806,335,38.2089552238806,335,38.2089552238806
23483,ENSG00000218305.5,CDC14C,2908.0,43.91334250343879,2908,43.91334250343879,2908,43.91334250343879
23484,ENSG00000218313.1,ENSG00000218313.1,936.0,41.02564102564102,936,41.02564102564102,936,41.02564102564102
23485,ENSG00000218336.10,TENM3,8949.5,48.60259422674417,659107,38.920236016306916,12168,46.93458251150559
23486,ENSG00000218337.1,MTMR9P1,340.0,42.64705882352941,340,42.64705882352941,340,42.64705882352941
23487,ENSG00000218347.2,HNRNPA1P1,944.0,45.233050847457626,1264,46.99367088607595,944,45.233050847457626
23488,ENSG00000218350.1,LYPLA1P3,695.0,44.74820143884892,695,44.74820143884892,695,44.74820143884892
23489,ENSG00000218351.3,RPS3AP23,784.0,36.0969387755102,784,36.0969387755102,784,36.0969387755102
23490,ENSG00000218357.5,LINC01644,911.5,54.036979969183356,85853,45.50801952174065,3080,51.55844155844156
23491,ENSG00000218358.4,RAET1K,784.0,49.87244897959184,5068,53.88713496448303,784,49.87244897959184
23492,ENSG00000218359.1,SUMO2P13,272.0,44.85294117647059,272,44.85294117647059,272,44.85294117647059
23493,ENSG00000218363.1,SLC25A20P1,903.0,51.38427464008859,903,51.38427464008859,903,51.38427464008859
23494,ENSG00000218410.1,ENSG00000218410.1,1646.0,41.008505467800724,1646,41.008505467800724,1646,41.008505467800724
23495,ENSG00000218416.5,GPC1-AS1,991.0,54.19296663660956,7446,65.6594144507118,3521,59.24453280318092
23496,ENSG00000218418.2,ENSG00000218418.2,5914.0,44.36929320257017,5914,44.36929320257017,5914,44.36929320257017
23497,ENSG00000218424.2,NDUFS5P1,289.0,38.4083044982699,289,38.4083044982699,289,38.4083044982699
23498,ENSG00000218426.5,ENSG00000218426.5,447.0,54.138702460850105,447,54.138702460850105,447,54.138702460850105
23499,ENSG00000218428.1,NIP7P3,515.0,46.213592233009706,515,46.213592233009706,515,46.213592233009706
23500,ENSG00000218454.2,HNRNPA1P19,370.0,48.10810810810811,370,48.10810810810811,370,48.10810810810811
23501,ENSG00000218459.1,RPS27P15,252.0,46.03174603174603,252,46.03174603174603,252,46.03174603174603
23502,ENSG00000218472.2,RPS25P7,371.0,44.20485175202156,371,44.20485175202156,371,44.20485175202156
23503,ENSG00000218475.2,ACTG1P18,1143.0,51.88101487314086,1143,51.88101487314086,1143,51.88101487314086
23504,ENSG00000218476.2,RPL6P18,867.0,40.253748558246826,867,40.253748558246826,867,40.253748558246826
23505,ENSG00000218483.1,ENSG00000218483.1,267.0,46.441947565543074,267,46.441947565543074,267,46.441947565543074
23506,ENSG00000218490.1,FCF1P10,479.0,37.995824634655534,479,37.995824634655534,479,37.995824634655534
23507,ENSG00000218499.1,ENSG00000218499.1,172.0,38.372093023255815,172,38.372093023255815,172,38.372093023255815
23508,ENSG00000218502.3,H2AZP3,387.0,50.3875968992248,387,50.3875968992248,387,50.3875968992248
23509,ENSG00000218510.9,LINC00339,1133.0,50.29644268774703,6666,47.62976297629763,3764,49.256110520722636
23510,ENSG00000218512.2,SPTLC1P2,121.0,48.760330578512395,121,48.760330578512395,121,48.760330578512395
23511,ENSG00000218520.5,ENSG00000218520.5,1024.0,56.640625,1024,56.640625,1024,56.640625
23512,ENSG00000218521.1,ITGAEP1,482.0,40.45643153526971,482,40.45643153526971,482,40.45643153526971
23513,ENSG00000218536.1,ENSG00000218536.1,684.0,37.719298245614034,684,37.719298245614034,684,37.719298245614034
23514,ENSG00000218537.1,MIF-AS1,1476.0,64.83739837398373,4505,59.68923418423974,1476,64.83739837398373
23515,ENSG00000218549.2,OR4K12P,945.0,40.95238095238095,945,40.95238095238095,945,40.95238095238095
23516,ENSG00000218561.1,ENSG00000218561.1,401.0,49.87531172069826,401,49.87531172069826,401,49.87531172069826
23517,ENSG00000218565.2,ENSG00000218565.2,1473.0,44.33129667345553,1563,44.27383237364044,1473,44.33129667345553
23518,ENSG00000218574.1,HNRNPA1P37,969.0,46.85242518059856,969,46.85242518059856,969,46.85242518059856
23519,ENSG00000218577.1,ANKRD18FP,709.0,34.27362482369535,3025,33.421487603305785,709,34.27362482369535
23520,ENSG00000218582.2,GAPDHP63,1007.0,53.028798411122146,1007,53.028798411122146,1007,53.028798411122146
23521,ENSG00000218586.3,ENSG00000218586.3,4486.0,36.93713776192599,4486,36.93713776192599,4486,36.93713776192599
23522,ENSG00000218596.2,ENSG00000218596.2,378.0,44.70899470899471,779,47.625160462130935,378,44.70899470899471
23523,ENSG00000218617.1,ENSG00000218617.1,385.0,59.74025974025974,385,59.74025974025974,385,59.74025974025974
23524,ENSG00000218631.1,ENSG00000218631.1,616.0,42.6948051948052,616,42.6948051948052,616,42.6948051948052
23525,ENSG00000218632.3,RPL7P28,740.0,45.67567567567568,740,45.67567567567568,740,45.67567567567568
23526,ENSG00000218643.2,RPL5P20,896.0,39.50892857142857,896,39.50892857142857,896,39.50892857142857
23527,ENSG00000218672.2,LINC03010,843.0,57.16897233201581,20270,54.55846077947706,2261,55.86023883237505
23528,ENSG00000218676.1,BRD7P4,1522.0,43.16688567674113,1522,43.16688567674113,1522,43.16688567674113
23529,ENSG00000218682.1,ENSG00000218682.1,506.0,53.55731225296443,506,53.55731225296443,506,53.55731225296443
23530,ENSG00000218689.2,RPL5P21,815.0,46.13496932515338,815,46.13496932515338,815,46.13496932515338
23531,ENSG00000218690.3,H2AC10P,348.0,62.93103448275862,348,62.93103448275862,348,62.93103448275862
23532,ENSG00000218698.1,ST13P16,781.0,43.66197183098591,781,43.66197183098591,781,43.66197183098591
23533,ENSG00000218713.1,ENSG00000218713.1,2100.0,50.142857142857146,2100,50.142857142857146,2100,50.142857142857146
23534,ENSG00000218716.1,RPL12P23,490.0,52.6530612244898,490,52.6530612244898,490,52.6530612244898
23535,ENSG00000218725.2,B3GALNT2P1,1295.0,44.633204633204635,1307,44.605967865340475,1295,44.633204633204635
23536,ENSG00000218728.3,KRT18P44,1285.0,54.474708171206224,1285,54.474708171206224,1285,54.474708171206224
23537,ENSG00000218730.1,ENSG00000218730.1,406.0,44.33497536945813,406,44.33497536945813,406,44.33497536945813
23538,ENSG00000218732.1,ENSG00000218732.1,838.0,61.336515513126486,838,61.336515513126486,838,61.336515513126486
23539,ENSG00000218739.11,CEBPZOS,1325.5,41.17387326587253,25083,39.17792927480764,10085,40.743678730788304
23540,ENSG00000218748.1,DBIP1,260.0,45.76923076923077,260,45.76923076923077,260,45.76923076923077
23541,ENSG00000218749.1,RPL36P9,307.0,57.00325732899023,307,57.00325732899023,307,57.00325732899023
23542,ENSG00000218754.4,RPL18AP8,528.0,57.57575757575758,528,57.57575757575758,528,57.57575757575758
23543,ENSG00000218757.1,ENSG00000218757.1,547.0,42.413162705667276,547,42.413162705667276,547,42.413162705667276
23544,ENSG00000218766.1,ENSG00000218766.1,512.0,43.75,512,43.75,512,43.75
23545,ENSG00000218772.2,FAM8A6P,1135.0,54.62555066079295,1135,54.62555066079295,1135,54.62555066079295
23546,ENSG00000218776.4,MTATP6P31,692.0,36.41618497109826,692,36.41618497109826,692,36.41618497109826
23547,ENSG00000218792.2,HSPD1P16,394.0,39.847715736040605,394,39.847715736040605,394,39.847715736040605
23548,ENSG00000218793.1,ENSG00000218793.1,982.0,39.71486761710794,982,39.71486761710794,982,39.71486761710794
23549,ENSG00000218803.1,GSTM2P1,654.0,51.37614678899083,654,51.37614678899083,654,51.37614678899083
23550,ENSG00000218806.2,AP3S1P1,562.0,37.90035587188612,955,40.83769633507853,562,37.90035587188612
23551,ENSG00000218809.1,ENSG00000218809.1,365.0,53.6986301369863,365,53.6986301369863,365,53.6986301369863
23552,ENSG00000218813.1,ENSG00000218813.1,843.0,36.29893238434164,843,36.29893238434164,843,36.29893238434164
23553,ENSG00000218819.6,TDRD15,6492.5,33.568884522275724,20401,35.062006764374296,7180,33.35654596100279
23554,ENSG00000218823.2,PAPOLB,4293.0,40.71744700675518,4293,40.71744700675518,4293,40.71744700675518
23555,ENSG00000218834.1,ENSG00000218834.1,190.0,36.31578947368421,190,36.31578947368421,190,36.31578947368421
23556,ENSG00000218839.6,FAM138C,858.0,52.24550898203593,2887,47.97367509525459,1467,53.101567825494215
23557,ENSG00000218857.1,ENSG00000218857.1,1162.0,51.97934595524957,1162,51.97934595524957,1162,51.97934595524957
23558,ENSG00000218868.1,CNN3P1,935.0,45.66844919786096,935,45.66844919786096,935,45.66844919786096
23559,ENSG00000218870.1,SLC25A6P6,778.0,51.156812339331616,778,51.156812339331616,778,51.156812339331616
23560,ENSG00000218872.1,ENSG00000218872.1,338.0,45.857988165680474,338,45.857988165680474,338,45.857988165680474
