,gene_id,gene_name,gene_length,is_lnc,is_pc,is_mito,is_ribo,gc_content
24451,ENSMUSG00000037579.8,Kcnh3,7712,False,True,False,False,54.79
24454,ENSMUSG00000037580.11,Gch1,6283,False,True,False,False,44.95
24456,ENSMUSG00000037583.3,Nr0b2,1132,False,True,False,False,49.13
24457,ENSMUSG00000037593.13,Rskr,7534,False,True,False,False,45.33
24459,ENSMUSG00000037594.12,Clba1,2783,False,True,False,False,55.77
24460,ENSMUSG00000037600.17,Kdf1,6480,False,True,False,False,50.47
24461,ENSMUSG00000037601.12,Nme1,3679,False,True,False,False,46.47
24462,ENSMUSG00000037603.8,Gm5519,507,False,False,False,False,48.68
24463,ENSMUSG00000037605.18,Adgrl3,33549,False,False,False,False,37.08
24467,ENSMUSG00000037606.19,Osbpl5,6016,False,False,False,False,51.42
24470,ENSMUSG00000037608.17,Bclaf1,21589,False,False,False,False,37.87
24473,ENSMUSG00000037610.17,Kcnmb2,6605,False,True,False,False,42.69
24474,ENSMUSG00000037613.17,Tnfrsf23,5394,False,False,False,False,43.96
24477,ENSMUSG00000037617.13,Spag1,13897,False,True,False,False,46.26
24480,ENSMUSG00000037621.9,Atoh8,3118,False,False,False,False,52.919999999999995
24483,ENSMUSG00000037622.15,Wdtc1,7532,False,True,False,False,47.69
24485,ENSMUSG00000037624.17,Kcnk2,8664,False,True,False,False,43.35
24488,ENSMUSG00000037625.8,Cldn11,1870,False,True,False,False,46.98
24489,ENSMUSG00000037627.17,Rgs22,6010,False,True,False,False,41.58
24491,ENSMUSG00000037628.11,Cdkn3,3659,False,True,False,False,42.69
24494,ENSMUSG00000037636.7,Slc25a43,2223,False,True,False,False,43.79
24496,ENSMUSG00000037638.6,Zbtb42,7123,False,True,False,False,60.1
24497,ENSMUSG00000037640.16,Zfp60,14023,False,True,False,False,43.05
24500,ENSMUSG00000037643.15,Prkci,5765,False,True,False,False,42.79
24503,ENSMUSG00000037646.11,Vps13b,23331,False,True,False,False,39.18
24506,ENSMUSG00000037649.11,H2-DMa,6943,False,False,False,False,52.78
24509,ENSMUSG00000037652.16,Phc3,21103,False,True,False,False,40.98
24512,ENSMUSG00000037653.8,Kctd8,4719,False,True,False,False,37.17
24513,ENSMUSG00000037656.10,Slc20a2,7385,False,True,False,False,45.06
24516,ENSMUSG00000037660.6,Gdf7,2434,False,True,False,False,59.05
24517,ENSMUSG00000037661.15,Gpr160,7200,False,False,False,False,44.0
24519,ENSMUSG00000037664.14,Cdkn1c,5185,False,True,False,False,63.239999999999995
24521,ENSMUSG00000037669.16,Ldah,10687,False,True,False,False,41.99
24524,ENSMUSG00000037674.17,Rfx7,19969,False,True,False,False,36.98
24527,ENSMUSG00000037679.10,Inf2,5222,False,True,False,False,57.07
24528,ENSMUSG00000037681.14,Esyt3,8004,False,True,False,False,49.26
24530,ENSMUSG00000037683.15,Armc3,2926,False,True,False,False,41.75
24531,ENSMUSG00000037685.16,Atp8a1,21886,False,True,False,False,42.410000000000004
24535,ENSMUSG00000037686.7,Aspg,4677,False,False,False,False,56.76
24538,ENSMUSG00000037689.7,Tmem247,1119,False,True,False,False,47.42
24539,ENSMUSG00000037692.15,Ahdc1,13723,False,False,False,False,54.77
24541,ENSMUSG00000037697.20,Ddhd1,33296,False,True,False,False,43.14999999999999
24545,ENSMUSG00000037703.15,Lzts3,7173,False,True,False,False,55.1
24546,ENSMUSG00000037705.14,Tecta,9495,False,False,False,False,45.73
24548,ENSMUSG00000037706.18,Cd81,4533,False,True,False,False,53.419999999999995
24550,ENSMUSG00000037708.17,Spag6,4044,False,False,False,False,40.93
24552,ENSMUSG00000037709.14,Fam13a,11148,False,True,False,False,39.9
24555,ENSMUSG00000037710.9,Cisd1,1084,False,True,False,False,46.83
24556,ENSMUSG00000037712.18,Fermt2,5827,False,True,False,False,43.57
24559,ENSMUSG00000037716.16,Ccdc33,7219,False,True,False,False,51.09
24562,ENSMUSG00000037720.17,Tmem33,15973,False,True,False,False,41.26
24565,ENSMUSG00000037722.9,Gnpnat1,7258,False,True,False,False,41.11
24567,ENSMUSG00000037725.9,Ckap2,4263,False,True,False,False,41.53
24569,ENSMUSG00000037727.7,Avp,577,False,True,False,False,58.6
24570,ENSMUSG00000037730.14,Mynn,11562,False,True,False,False,41.57
24573,ENSMUSG00000037731.6,Themis2,3079,False,True,False,False,49.32
24574,ENSMUSG00000037735.9,2810032G03Rik,18933,True,False,False,False,44.46
24575,ENSMUSG00000037736.21,Limch1,22117,False,False,False,False,44.05
24579,ENSMUSG00000037737.7,Actrt3,1961,False,True,False,False,46.32
24580,ENSMUSG00000037738.12,Nek5,3699,False,True,False,False,42.6
24583,ENSMUSG00000037740.9,Mrps26,5086,False,False,False,False,50.36
24585,ENSMUSG00000037742.15,Eef1a1,5597,False,True,False,False,46.87
24588,ENSMUSG00000037747.10,Phyhipl,13441,False,True,False,False,39.64
24591,ENSMUSG00000037750.17,Fam222b,5841,False,True,False,False,44.88
24592,ENSMUSG00000037752.5,Xkr8,4971,False,True,False,False,50.24
24594,ENSMUSG00000037754.14,Ppp1r16b,9182,False,False,False,False,49.34
24596,ENSMUSG00000037759.7,Ptger2,6335,False,True,False,False,42.86
24598,ENSMUSG00000037761.17,Actr5,5385,False,False,False,False,49.82
24602,ENSMUSG00000037762.7,Slc16a9,4220,False,True,False,False,44.7
24604,ENSMUSG00000037771.12,Slc32a1,2797,False,True,False,False,57.91
24605,ENSMUSG00000037772.14,Mrpl23,6401,False,False,False,False,52.93
24608,ENSMUSG00000037773.15,Pced1a,16238,False,False,False,False,50.01
24611,ENSMUSG00000037780.4,Mbl1,2256,False,True,False,False,46.0
24613,ENSMUSG00000037784.15,Dzip1l,10651,False,True,False,False,47.79
24616,ENSMUSG00000037787.15,Coa8,4659,False,True,False,False,48.73
24618,ENSMUSG00000037788.15,Vopp1,10862,False,True,False,False,41.32
24620,ENSMUSG00000037790.4,Defb7,306,False,True,False,False,40.05
24621,ENSMUSG00000037791.16,Phf12,8181,False,True,False,False,44.66
24624,ENSMUSG00000037795.15,N4bp2,16247,False,True,False,False,41.62
24627,ENSMUSG00000037797.15,Adh4,1705,False,False,False,False,41.83
24629,ENSMUSG00000037798.8,Mat1a,4061,False,True,False,False,45.01
24630,ENSMUSG00000037801.14,Iqch,8224,False,True,False,False,42.01
24632,ENSMUSG00000037805.16,Rpl10a,7153,False,True,False,False,55.6
24636,ENSMUSG00000037808.14,Fam76b,5498,False,True,False,False,40.17
24639,ENSMUSG00000037813.14,D630003M21Rik,5554,False,True,False,False,51.22
24640,ENSMUSG00000037815.8,Ctnna1,8531,False,True,False,False,40.04
24643,ENSMUSG00000037816.11,Fbxw17,9168,False,True,False,False,47.88
24647,ENSMUSG00000037818.18,Abhd18,20265,False,True,False,False,40.81
24651,ENSMUSG00000037820.16,Tgm2,5131,False,True,False,False,52.49
24655,ENSMUSG00000037822.13,Smim14,19684,False,True,False,False,43.84
24658,ENSMUSG00000037824.7,Tspan14,4731,False,True,False,False,47.99
24660,ENSMUSG00000037826.6,Ppm1k,6319,False,True,False,False,40.24
24662,ENSMUSG00000037827.6,Gm5884,1479,False,False,False,False,55.71
24663,ENSMUSG00000037833.15,Sh2d4b,4477,False,True,False,False,43.1
24665,ENSMUSG00000037843.7,Vstm2l,1363,False,True,False,False,53.45
24666,ENSMUSG00000037845.15,Fdxacb1,7705,False,True,False,False,44.18
24669,ENSMUSG00000037846.19,Rtkn2,13429,False,False,False,False,44.44
24672,ENSMUSG00000037847.15,Nmrk1,6194,False,False,False,False,43.669999999999995
24675,ENSMUSG00000037849.9,Ifi206,3476,False,True,False,False,39.84
24676,ENSMUSG00000037851.15,Iars1,6482,False,True,False,False,45.76
24679,ENSMUSG00000037852.9,Cpe,3146,False,True,False,False,42.69
24681,ENSMUSG00000037855.16,Zfp365,8375,False,True,False,False,45.1
24684,ENSMUSG00000037857.17,Nufip2,6895,False,True,False,False,41.32
24686,ENSMUSG00000037860.16,Aim2,5456,False,True,False,False,41.8
24688,ENSMUSG00000037868.16,Egr2,5426,False,True,False,False,55.81
24689,ENSMUSG00000037872.6,Ackr1,2442,False,False,False,False,50.03
24691,ENSMUSG00000037876.18,Jmjd1c,28349,False,False,False,False,40.41
24694,ENSMUSG00000037884.8,1700017G19Rik,33960,True,False,False,False,42.82
24695,ENSMUSG00000037885.19,Stk35,7396,False,True,False,False,46.17
24696,ENSMUSG00000037887.12,Dusp8,5028,False,True,False,False,55.13
24697,ENSMUSG00000037890.14,Wdr19,13196,False,True,False,False,44.22
24699,ENSMUSG00000037892.14,Pcdh18,12764,False,True,False,False,42.66
24701,ENSMUSG00000037894.14,H2az1,3880,False,True,False,False,53.37
24705,ENSMUSG00000037896.18,Rcor1,7286,False,True,False,False,44.19
24706,ENSMUSG00000037902.19,Sirpa,9981,False,False,False,False,50.089999999999996
24709,ENSMUSG00000037904.15,Ankrd9,8642,False,True,False,False,60.39
24711,ENSMUSG00000037905.14,Bri3bp,7115,False,True,False,False,49.18
24712,ENSMUSG00000037907.17,Ankrd13b,9909,False,True,False,False,52.74
24714,ENSMUSG00000037910.4,1700018B24Rik,832,True,False,False,False,40.14
24715,ENSMUSG00000037913.13,Tmem156,4657,False,False,False,False,42.43
24718,ENSMUSG00000037916.15,Ndufv1,6767,False,True,False,False,52.02
24721,ENSMUSG00000037921.16,Ddx60,10526,False,True,False,False,38.57
24723,ENSMUSG00000037922.14,Bank1,9799,False,True,False,False,38.29
24725,ENSMUSG00000037924.7,Or10j5,3740,False,True,False,False,38.75
24726,ENSMUSG00000037926.16,Ssh2,21680,False,True,False,False,39.76
24729,ENSMUSG00000037933.17,Bicd2,11593,False,True,False,False,49.67
24730,ENSMUSG00000037935.17,Smarce1,7634,False,True,False,False,42.47
24732,ENSMUSG00000037936.16,Scarb1,12284,False,True,False,False,51.23
24735,ENSMUSG00000037938.5,Chchd5,3041,False,True,False,False,49.330000000000005
24738,ENSMUSG00000037940.18,Inpp4b,19993,False,False,False,False,38.64
24742,ENSMUSG00000037942.6,Crp,3589,False,True,False,False,39.67
24744,ENSMUSG00000037944.9,Ccr7,1978,False,True,False,False,52.37
24745,ENSMUSG00000037946.12,Fgd3,7001,False,True,False,False,48.669999999999995
24746,ENSMUSG00000037949.9,Ano10,8689,False,True,False,False,46.82
24749,ENSMUSG00000037953.8,A4gnt,2757,False,True,False,False,43.73
24750,ENSMUSG00000037957.15,Wdr20,7924,False,True,False,False,45.74
24754,ENSMUSG00000037958.14,Nsrp1,3763,False,True,False,False,39.41
24756,ENSMUSG00000037960.12,Card19,2386,False,False,False,False,50.75
24759,ENSMUSG00000037962.8,Rflna,3810,False,True,False,False,55.580000000000005
24761,ENSMUSG00000037965.16,Zc3h7a,12756,False,True,False,False,44.29
24764,ENSMUSG00000037966.16,Ninj1,2136,False,True,False,False,55.42999999999999
24767,ENSMUSG00000037971.11,Cfap68,9073,False,True,False,False,44.13
24770,ENSMUSG00000037972.8,Snn,3719,False,True,False,False,51.56
24771,ENSMUSG00000037973.7,Itprid1,4049,False,True,False,False,39.02
24773,ENSMUSG00000037974.18,Muc5ac,12978,False,True,False,False,51.34
24774,ENSMUSG00000037977.7,6430571L13Rik,3067,False,True,False,False,52.53
24776,ENSMUSG00000037979.14,Ccdc92,3349,False,True,False,False,47.71
24778,ENSMUSG00000037984.10,Neurod6,2150,False,True,False,False,38.61
24779,ENSMUSG00000037989.17,Wnk2,12025,False,True,False,False,50.15
24781,ENSMUSG00000037990.19,Sh3rf3,8941,False,True,False,False,44.74
24784,ENSMUSG00000037991.10,Rmi2,4818,False,True,False,False,50.97
24786,ENSMUSG00000037992.17,Rara,5694,False,True,False,False,55.57
24788,ENSMUSG00000037993.9,Dhx38,5120,False,True,False,False,52.14
24790,ENSMUSG00000037994.15,Slc9b2,6712,False,False,False,False,41.95
24793,ENSMUSG00000037995.16,Igsf9,10518,False,True,False,False,54.589999999999996
24797,ENSMUSG00000037996.18,Slc24a2,24768,False,True,False,False,42.45
24799,ENSMUSG00000037997.13,Parp11,12853,False,True,False,False,44.35
24802,ENSMUSG00000037999.14,Arap2,14228,False,False,False,False,38.51
24805,ENSMUSG00000038000.11,Acd,6050,False,False,False,False,54.61
24808,ENSMUSG00000038002.10,Cramp1,8134,False,True,False,False,45.76
24809,ENSMUSG00000038005.16,Hpf1,6898,False,True,False,False,42.07
24812,ENSMUSG00000038007.15,Acer2,7802,False,True,False,False,45.39
24814,ENSMUSG00000038009.8,Dnajc22,1945,False,False,False,False,52.48
24816,ENSMUSG00000038010.10,Ccdc138,5102,False,True,False,False,40.45
24818,ENSMUSG00000038011.16,Dnah10,17606,False,True,False,False,49.69
24821,ENSMUSG00000038013.15,Wipf2,9279,False,True,False,False,47.21
24823,ENSMUSG00000038014.8,Fam120a,5105,False,True,False,False,43.89
24824,ENSMUSG00000038015.7,Prm2,1295,False,True,False,False,47.76
24825,ENSMUSG00000038020.6,Rapgefl1,7848,False,True,False,False,51.94
24827,ENSMUSG00000038022.12,Mindy4,4925,False,True,False,False,48.32
24829,ENSMUSG00000038023.13,Atp6v0a2,10378,False,False,False,False,49.36
24833,ENSMUSG00000038024.18,Dennd4c,9542,False,True,False,False,40.28
24835,ENSMUSG00000038025.9,Phf2,5494,False,True,False,False,50.86
24836,ENSMUSG00000038026.13,Kcnj9,6634,False,True,False,False,53.19
24838,ENSMUSG00000038028.10,Tigar,4195,False,True,False,False,46.98
24840,ENSMUSG00000038034.16,Igsf8,7123,False,False,False,False,49.97
24843,ENSMUSG00000038037.6,Socs1,5587,False,True,False,False,60.54
24844,ENSMUSG00000038039.14,Gcc2,15567,False,True,False,False,40.19
24848,ENSMUSG00000038042.12,Ptpdc1,8106,False,True,False,False,43.14
24851,ENSMUSG00000038044.9,Cct8l1,1961,False,True,False,False,51.76
24852,ENSMUSG00000038045.15,Sult6b1,2803,False,True,False,False,42.1
24855,ENSMUSG00000038046.5,Mrm3,3145,False,True,False,False,44.82
24858,ENSMUSG00000038047.19,Haus6,7384,False,True,False,False,39.64
24860,ENSMUSG00000038048.9,Cntnap5c,3931,False,True,False,False,38.87
24861,ENSMUSG00000038055.13,Dexi,3353,False,True,False,False,50.60999999999999
24863,ENSMUSG00000038056.16,Kmt2c,25718,False,True,False,False,38.55
24865,ENSMUSG00000038057.5,Dbil5,581,False,True,False,False,50.8
24866,ENSMUSG00000038058.15,Nod1,6025,False,True,False,False,47.75
24868,ENSMUSG00000038059.8,Smim3,7012,False,True,False,False,45.68
24870,ENSMUSG00000038060.16,Dlec1,8980,False,False,False,False,51.91
24873,ENSMUSG00000038064.8,Cldn22,995,False,True,False,False,56.48
24874,ENSMUSG00000038065.14,Mturn,6328,False,True,False,False,48.99
24876,ENSMUSG00000038067.3,Csf3,1413,False,True,False,False,56.57
24877,ENSMUSG00000038068.16,Rnf144b,6993,False,True,False,False,45.37
24878,ENSMUSG00000038069.7,Cdkn2aip,7699,False,True,False,False,42.71
24880,ENSMUSG00000038070.16,Cntln,10918,False,True,False,False,38.53
24881,ENSMUSG00000038071.4,Npy6r,2567,False,True,False,False,36.74
24882,ENSMUSG00000038072.15,Galnt11,8171,False,False,False,False,45.93
24884,ENSMUSG00000038074.17,Fkbp14,9256,False,True,False,False,44.43
24888,ENSMUSG00000038077.8,Kcna6,17207,False,False,False,False,47.74
24891,ENSMUSG00000038079.15,Tmem237,3912,False,True,False,False,42.57
24893,ENSMUSG00000038080.18,Kdm1b,9527,False,True,False,False,46.16
24896,ENSMUSG00000038084.17,Opa1,10079,False,True,False,False,40.43
24899,ENSMUSG00000038085.14,Cnbd2,5408,False,True,False,False,47.669999999999995
24902,ENSMUSG00000038086.5,Hspb2,1325,False,True,False,False,57.95
24903,ENSMUSG00000038092.7,Hsd3b5,1549,False,True,False,False,41.79
24904,ENSMUSG00000038094.16,Atp13a4,11331,False,False,False,False,41.96
24908,ENSMUSG00000038095.16,Sbno1,29850,False,True,False,False,41.45
24911,ENSMUSG00000038102.16,Trappc11,9445,False,True,False,False,42.64
24913,ENSMUSG00000038112.16,AW551984,9261,False,True,False,False,40.75
24915,ENSMUSG00000038115.17,Ano2,6635,False,False,False,False,44.38
24919,ENSMUSG00000038116.17,Phf20,14225,False,True,False,False,44.75
24922,ENSMUSG00000038119.16,Cdon,12403,False,True,False,False,42.70000000000001
24924,ENSMUSG00000038121.7,Fam210a,10300,False,True,False,False,41.43
24925,ENSMUSG00000038122.10,Tbc1d32,10850,False,True,False,False,39.12
24927,ENSMUSG00000038126.18,Mphosph9,15453,False,True,False,False,45.1
24931,ENSMUSG00000038127.16,Ccdc50,9739,False,True,False,False,39.92
24933,ENSMUSG00000038128.8,Camk4,4206,False,False,False,False,40.58
24935,ENSMUSG00000038132.7,Rbm24,4668,False,True,False,False,44.35
24938,ENSMUSG00000038135.5,Crygn,802,False,False,False,False,53.37
24940,ENSMUSG00000038141.12,Tmem181a,7502,False,True,False,False,49.58
24942,ENSMUSG00000038143.17,Stox2,21849,False,True,False,False,44.72
24946,ENSMUSG00000038145.18,Snrk,8995,False,True,False,False,45.28
24949,ENSMUSG00000038146.9,Notch3,8821,False,True,False,False,49.85999999999999
24951,ENSMUSG00000038147.15,Cd84,7455,False,True,False,False,40.92
24953,ENSMUSG00000038148.14,Cldn16,1663,False,True,False,False,38.81
24954,ENSMUSG00000038150.8,Ormdl3,2184,False,True,False,False,55.34
24955,ENSMUSG00000038151.14,Prdm1,8579,False,True,False,False,43.07
24957,ENSMUSG00000038152.7,5033430I15Rik,11241,True,False,False,False,44.85
24958,ENSMUSG00000038155.12,Gstp2,1902,False,True,False,False,50.24
24960,ENSMUSG00000038156.17,Spon1,10924,False,True,False,False,44.26
24961,ENSMUSG00000038160.8,Atg5,2522,False,True,False,False,42.38
24963,ENSMUSG00000038165.10,1700022A21Rik,1051,False,False,False,False,53.66
24964,ENSMUSG00000038167.7,Plekhg6,3299,False,True,False,False,52.8
24965,ENSMUSG00000038168.6,P3h2,4249,False,True,False,False,40.38
24968,ENSMUSG00000038170.16,Pde4dip,21637,False,True,False,False,44.36
24972,ENSMUSG00000038172.15,Ttc39b,11676,False,True,False,False,44.69
24975,ENSMUSG00000038173.16,Enpp6,8604,False,True,False,False,43.89000000000001
24978,ENSMUSG00000038174.15,Hycc2,19929,False,True,False,False,37.76
24982,ENSMUSG00000038175.11,Mylip,3858,False,True,False,False,47.04
24983,ENSMUSG00000038178.17,Slc43a2,18130,False,True,False,False,50.4
24986,ENSMUSG00000038179.14,Slamf7,5630,False,True,False,False,44.92
24987,ENSMUSG00000038180.12,Spag4,8754,False,False,False,False,56.66
24991,ENSMUSG00000038181.17,Chpf2,10041,False,True,False,False,56.35999999999999
24993,ENSMUSG00000038187.15,Btbd10,8596,False,True,False,False,36.35
24996,ENSMUSG00000038188.18,Scarf1,4362,False,True,False,False,49.88
24998,ENSMUSG00000038192.6,Cer1,1739,False,True,False,False,44.14
24999,ENSMUSG00000038193.5,Hand2,2351,False,True,False,False,55.33
25000,ENSMUSG00000038195.7,Rilp,2226,False,True,False,False,56.52
25002,ENSMUSG00000038199.13,Iqca1l,4275,False,False,False,False,51.79
25006,ENSMUSG00000038201.11,Kcna7,2182,False,True,False,False,55.61
25007,ENSMUSG00000038203.23,Hoxa13,2400,False,True,False,False,53.8
25008,ENSMUSG00000038204.14,Asb10,3605,False,True,False,False,52.52
25009,ENSMUSG00000038205.13,Prkab2,15234,False,False,False,False,45.74
25013,ENSMUSG00000038206.14,Fbxo8,7022,False,False,False,False,38.1
25015,ENSMUSG00000038208.14,Pgap3,4531,False,True,False,False,54.77
25017,ENSMUSG00000038209.13,Itln1,1442,False,True,False,False,42.5
25018,ENSMUSG00000038210.11,Hoxa11,4385,False,True,False,False,52.82
25020,ENSMUSG00000038212.17,Mfsd14b,8365,False,True,False,False,38.01
25022,ENSMUSG00000038213.8,Tapbpl,2352,False,True,False,False,49.41
25023,ENSMUSG00000038214.17,Bend3,7263,False,True,False,False,48.65
25024,ENSMUSG00000038215.16,Cep44,8083,False,True,False,False,38.67
25027,ENSMUSG00000038216.8,Pnmt,1399,False,True,False,False,59.82
25029,ENSMUSG00000038217.14,Tlcd2,2962,False,False,False,False,50.05
25032,ENSMUSG00000038218.4,Gm9765,321,False,False,False,False,47.69
25033,ENSMUSG00000038224.13,Serpinf2,3917,False,True,False,False,52.05
25035,ENSMUSG00000038225.16,Primpol,9272,False,False,False,False,41.19
25038,ENSMUSG00000038227.16,Hoxa9,7323,False,True,False,False,51.44
25041,ENSMUSG00000038233.11,Gask1a,6224,False,True,False,False,50.43
25042,ENSMUSG00000038235.5,F11r,3620,False,True,False,False,46.47
25044,ENSMUSG00000038236.9,Hoxa7,5552,False,False,False,False,52.05
25046,ENSMUSG00000038239.12,Hrc,2963,False,True,False,False,55.14
25047,ENSMUSG00000038240.14,Pdss2,8608,False,False,False,False,42.98
25050,ENSMUSG00000038241.17,Cep250,13809,False,False,False,False,48.46
25053,ENSMUSG00000038242.13,Aox4,9105,False,True,False,False,44.54
25056,ENSMUSG00000038244.15,Mical2,19780,False,True,False,False,47.71
25059,ENSMUSG00000038246.8,Fam50b,2574,False,True,False,False,45.73
25060,ENSMUSG00000038248.9,Sobp,6075,False,True,False,False,44.51
25062,ENSMUSG00000038250.10,Usp38,6895,False,True,False,False,41.43
25064,ENSMUSG00000038252.14,Ncapd2,8914,False,False,False,False,47.940000000000005
25067,ENSMUSG00000038253.7,Hoxa5,1877,False,True,False,False,51.62
25068,ENSMUSG00000038255.7,Neurod2,3142,False,True,False,False,60.63
25069,ENSMUSG00000038256.16,Bcl9,11409,False,True,False,False,45.35
25072,ENSMUSG00000038257.11,Glra3,10103,False,False,False,False,35.79
25074,ENSMUSG00000038259.5,Gdf5,2320,False,True,False,False,53.44
25075,ENSMUSG00000038260.11,Trpm4,13983,False,False,False,False,50.8
25078,ENSMUSG00000038264.9,Sema7a,3579,False,False,False,False,54.22
25080,ENSMUSG00000038267.16,Slc22a23,7664,False,True,False,False,45.2
25084,ENSMUSG00000038268.5,Ovca2,3415,False,True,False,False,50.59
25086,ENSMUSG00000038271.18,Iffo1,10720,False,True,False,False,53.55
25090,ENSMUSG00000038274.14,Fau,2933,False,True,False,False,53.54
25092,ENSMUSG00000038276.13,Asic3,4907,False,True,False,False,54.73
25095,ENSMUSG00000038279.11,Nop2,3041,False,True,False,False,50.4
25096,ENSMUSG00000038280.13,Ostm1,8405,False,False,False,False,46.05
25099,ENSMUSG00000038286.12,Bphl,3977,False,True,False,False,45.15
25103,ENSMUSG00000038290.16,Smg6,9273,False,True,False,False,42.46
25107,ENSMUSG00000038291.17,Snx25,6685,False,True,False,False,42.75
25111,ENSMUSG00000038292.15,Kash5,2560,False,True,False,False,53.77
25113,ENSMUSG00000038295.15,Atg9b,4861,False,True,False,False,54.54999999999999
25115,ENSMUSG00000038296.15,Galnt18,2690,False,True,False,False,46.05
25116,ENSMUSG00000038298.15,Pdzk1,6195,False,True,False,False,47.3
25118,ENSMUSG00000038299.17,Wdr36,10851,False,True,False,False,38.28
25120,ENSMUSG00000038300.7,Pth2,984,False,True,False,False,65.88
25121,ENSMUSG00000038301.16,Snx10,12250,False,True,False,False,45.82
25124,ENSMUSG00000038302.15,Afg1l,3940,False,True,False,False,43.88
25126,ENSMUSG00000038304.15,Cd160,3107,False,True,False,False,45.38
25127,ENSMUSG00000038305.16,Spats2l,11930,False,True,False,False,43.36
25129,ENSMUSG00000038311.16,2410017I17Rik,4092,True,False,False,False,46.95
25130,ENSMUSG00000038312.11,Edem2,4243,False,True,False,False,47.38
25133,ENSMUSG00000038319.15,Kcnh2,6339,False,True,False,False,54.29
25135,ENSMUSG00000038323.4,1700066M21Rik,3893,False,True,False,False,41.03
25137,ENSMUSG00000038324.14,Trpc4ap,12740,False,True,False,False,45.03
25140,ENSMUSG00000038327.9,Serpinb9f,1912,False,True,False,False,38.61
25141,ENSMUSG00000038330.11,Pramel32,3431,False,True,False,False,41.68
25142,ENSMUSG00000038331.16,Satb2,14722,False,True,False,False,41.59
25143,ENSMUSG00000038332.14,Sesn1,4056,False,True,False,False,42.25
25145,ENSMUSG00000038335.14,Tsr1,5741,False,False,False,False,44.48
25148,ENSMUSG00000038342.16,Mlxip,14431,False,True,False,False,45.66
25151,ENSMUSG00000038344.15,Txlng,11227,False,True,False,False,41.18
25154,ENSMUSG00000038346.20,Zfp384,19707,False,False,False,False,45.67
25157,ENSMUSG00000038347.16,Tcte2,6691,True,False,False,False,46.66
25158,ENSMUSG00000038349.11,Plcl1,6796,False,True,False,False,41.12
25160,ENSMUSG00000038351.15,Sgsm2,9536,False,True,False,False,49.77
25162,ENSMUSG00000038352.16,Arl5c,2333,False,True,False,False,51.17
25163,ENSMUSG00000038354.14,Ankrd35,4631,False,True,False,False,47.77
25166,ENSMUSG00000038357.11,Camp,758,False,True,False,False,52.57
25167,ENSMUSG00000038365.9,Fbxo25,4974,False,True,False,False,48.49
25169,ENSMUSG00000038366.16,Lasp1,8614,False,True,False,False,52.04
25171,ENSMUSG00000038368.17,Focad,13487,False,False,False,False,40.62
25174,ENSMUSG00000038369.15,Ncoa6,14740,False,True,False,False,40.46
25177,ENSMUSG00000038370.7,Pcp4l1,1577,False,True,False,False,46.61
25178,ENSMUSG00000038371.16,Sbf2,19875,False,True,False,False,39.07
25181,ENSMUSG00000038372.15,Gmds,4004,False,True,False,False,39.47
25185,ENSMUSG00000038374.11,Rbm8a,6431,False,True,False,False,43.43
25187,ENSMUSG00000038375.16,Trp53inp2,6496,False,True,False,False,51.18
25189,ENSMUSG00000038379.16,Ttk,5828,False,False,False,False,39.55
25192,ENSMUSG00000038383.17,Pigu,10939,False,True,False,False,43.69
25195,ENSMUSG00000038384.17,Setd1b,16493,False,False,False,False,53.99
25197,ENSMUSG00000038387.10,Rras,1296,False,True,False,False,54.79
25199,ENSMUSG00000038388.15,Pals2,9049,False,True,False,False,39.59
25203,ENSMUSG00000038390.12,Gpr162,7770,False,True,False,False,58.47
25206,ENSMUSG00000038393.15,Txnip,6915,False,True,False,False,46.65
25209,ENSMUSG00000038398.9,Upf3a,6573,False,True,False,False,46.68
25211,ENSMUSG00000038400.17,Pmepa1,6225,False,True,False,False,53.81
25213,ENSMUSG00000038402.3,Foxf2,2363,False,True,False,False,55.96
25214,ENSMUSG00000038403.11,Hjv,2028,False,True,False,False,52.79
25215,ENSMUSG00000038406.18,Scaf1,6488,False,True,False,False,54.82
25218,ENSMUSG00000038408.17,1700018A04Rik,37197,True,False,False,False,45.05
25219,ENSMUSG00000038412.9,Higd1a,5720,False,True,False,False,45.02
25220,ENSMUSG00000038415.11,Foxq1,4843,False,True,False,False,56.58
25221,ENSMUSG00000038416.16,Cdc16,3682,False,True,False,False,42.19
25223,ENSMUSG00000038417.5,Fig4,3282,False,True,False,False,45.2
25224,ENSMUSG00000038418.9,Egr1,4484,False,True,False,False,57.77
25225,ENSMUSG00000038421.14,Fcrla,4302,False,True,False,False,45.84
25228,ENSMUSG00000038422.3,Hdhd3,1517,False,True,False,False,51.12
25230,ENSMUSG00000038425.19,Poli,10286,False,True,False,False,43.04999999999999
25233,ENSMUSG00000038429.11,Usp5,7491,False,True,False,False,50.43
25235,ENSMUSG00000038437.12,Mllt6,9093,False,True,False,False,55.19
25237,ENSMUSG00000038446.9,Cdc40,10084,False,True,False,False,42.19
25239,ENSMUSG00000038451.14,Spsb2,3575,False,True,False,False,58.5
25240,ENSMUSG00000038453.18,Srcin1,12970,False,True,False,False,55.02
25242,ENSMUSG00000038456.10,Dennd2a,7822,False,True,False,False,47.09
25244,ENSMUSG00000038457.18,Tmem255b,2538,False,False,False,False,50.47
25247,ENSMUSG00000038459.11,Abhd17c,4995,False,True,False,False,44.57
