,gene_id,gene_name,gene_length,gc_content,is_lnc,is_pc,is_mito,is_ribo,is_oxphos,10x_n_cells,10x_percent_counts,polyT_n_cells,polyT_percent_counts,randO_n_cells,randO_percent_counts,parse_n_cells,parse_percent_counts
16123,ENSMUSG00000056515.10,Rab31,2014.0,49.555334199733856,False,True,False,False,False,463.0,0.0015078488855682002,769.0,0.0013853378846064945,650.0,0.001417126568385325,1017.0,0.0015129090368929236
16124,ENSMUSG00000056529.8,Ptafr,3637.0,50.01374759417102,False,True,False,False,False,44.0,0.00013826780687319204,122.0,0.00022061528691377883,65.0,0.00014511396640919528,117.0,0.00017463165381743828
16125,ENSMUSG00000056531.12,Ccdc18,2145.0,38.58846011533301,False,True,False,False,False,1841.0,0.006080439221917943,7291.0,0.014566474839420876,3590.0,0.007945974818902834,7180.0,0.011642754545350416
16126,ENSMUSG00000056536.15,Pign,2710.8333333333335,41.773250365508794,False,True,False,False,False,2306.0,0.007676399820049094,6572.0,0.012765228320730876,3905.0,0.008701543898921275,7139.0,0.011298821248048648
16127,ENSMUSG00000056537.12,Rlim,5543.333333333333,40.56042806929333,False,True,False,False,False,5480.0,0.019201421758256672,8563.0,0.01694512395111889,6291.0,0.014486189437639116,9879.0,0.016094009322669592
16128,ENSMUSG00000056544.3,Defb21,427.0,44.96487119437939,False,True,False,False,False,0.0,0.0,1.0,1.2269295288040382e-06,0.0,0.0,0.0,0.0
16129,ENSMUSG00000056553.15,Ptprn2,2946.0,53.069147273370106,False,True,False,False,False,168.0,0.0005345999906544309,335.0,0.0005657186147370688,269.0,0.000549864040302324,372.0,0.0005137465742631734
16130,ENSMUSG00000056564.8,Or2ab1,2812.3333333333335,49.3774522013346,False,True,False,False,False,0.0,0.0,1.0,1.8155700559553692e-06,0.0,0.0,1.0,1.5338530040055064e-06
16131,ENSMUSG00000056569.12,Mpz,1338.8333333333333,56.67865117401493,False,True,False,False,False,30.0,9.881818628009266e-05,19.0,3.331014711262443e-05,25.0,5.2455823866976944e-05,33.0,4.620441677866074e-05
16132,ENSMUSG00000056579.19,Tug1,3072.375,43.64623782025121,False,True,False,False,False,2552.0,0.008449570726779775,4798.0,0.009009723469326695,3992.0,0.008918401676804535,6027.0,0.009317388191865419
16133,ENSMUSG00000056586.9,Zar1l,895.0,52.402234636871505,False,True,False,False,False,1.0,3.314048314915066e-06,4.0,7.1063650971451494e-06,1.0,1.4750263076166875e-06,4.0,5.127503412905084e-06
16134,ENSMUSG00000056592.15,Zfp175,3079.5,49.22845055355785,False,True,False,False,False,111.0,0.0003366082109666656,234.0,0.0004144247920713267,362.0,0.0007609358157874675,447.0,0.000635003621303378
16135,ENSMUSG00000056596.9,Trnp1,1170.5,59.22522084875622,False,True,False,False,False,36.0,0.00010334089283178308,46.0,7.661080420738976e-05,34.0,6.731063583346329e-05,52.0,6.889547548683708e-05
16136,ENSMUSG00000056598.18,Drc3,1771.0,49.95147442611184,False,True,False,False,False,109.0,0.000365372271407555,525.0,0.0009062040484922139,408.0,0.0008567206506047393,678.0,0.0009559995342368248
16137,ENSMUSG00000056600.5,Or2h2,2241.5,48.865157374202816,False,True,False,False,False,5.0,1.6071246913637518e-05,3.0,5.757796404608141e-06,3.0,7.303446890596614e-06,2.0,2.3564354397600866e-06
16138,ENSMUSG00000056602.14,Fry,3191.0555555555557,48.48177553229543,False,True,False,False,False,2945.0,0.010436685473501732,6976.0,0.013759765222006384,5484.0,0.012797812078605326,8107.0,0.013267730160093893
16139,ENSMUSG00000056605.8,Krt72,1334.0,56.5740352837127,False,True,False,False,False,0.0,0.0,3.0,4.763636209366412e-06,6.0,1.1470156864313707e-05,9.0,1.2903099895640245e-05
16140,ENSMUSG00000056608.15,Chd9,4083.133333333333,46.30755681161432,False,True,False,False,False,5503.0,0.019705801164176168,13649.0,0.02898962867486722,9569.0,0.023270505905550343,14683.0,0.025793511879756374
16141,ENSMUSG00000056612.8,Ppp1r14b,748.0,60.43452567326663,False,True,False,False,False,8303.0,0.03246350109642918,1797.0,0.0031727275801738224,652.0,0.0013546676538606032,1744.0,0.002487569471776928
16142,ENSMUSG00000056617.13,4931429L15Rik,1155.6666666666667,50.959715024021726,False,True,False,False,False,6.0,1.8960040997988534e-05,1.0,1.28067736945959e-06,5.0,8.789646291675745e-06,5.0,5.6923092023409145e-06
16143,ENSMUSG00000056629.18,Fkbp2,653.0,57.18669068798559,False,True,False,False,False,677.0,0.0019512154334715875,464.0,0.000762335376166818,268.0,0.0005471681741490267,486.0,0.0006481478591647293
16144,ENSMUSG00000056632.9,Dsg3,4847.0,45.194562376353346,False,True,False,False,False,2.0,5.752453941039635e-06,7.0,1.211148496890057e-05,6.0,1.310307916907652e-05,10.0,1.4091941685062447e-05
16145,ENSMUSG00000056643.6,Chst13,1653.0,58.98366606170599,False,True,False,False,False,4.0,1.2258440675705282e-05,8.0,1.3422000675135101e-05,8.0,1.7880366094153034e-05,8.0,1.2125010766048765e-05
16147,ENSMUSG00000056656.7,Apol8,1317.2,54.23191783474293,False,True,False,False,False,49.0,0.00015056574106069834,191.0,0.00033172860072939493,231.0,0.00048807229582347925,308.0,0.00043930198057243316
16148,ENSMUSG00000056665.3,Them6,1784.0,62.05156950672646,False,True,False,False,False,2180.0,0.007013619411249094,1070.0,0.0018405851142750996,1290.0,0.0027064514226774437,1595.0,0.002241353268885698
16149,ENSMUSG00000056666.14,Retsat,1253.8333333333333,52.09900777638176,False,True,False,False,False,210.0,0.0006389188698579875,110.0,0.0001818930553321036,183.0,0.00037521492510947434,221.0,0.0003003481761424141
16150,ENSMUSG00000056671.8,Prelid2,667.0,46.471329351800506,False,True,False,False,False,368.0,0.001096420521745131,618.0,0.0011140317007647374,403.0,0.0008821038794640215,726.0,0.0010857118462166654
16151,ENSMUSG00000056673.15,Kdm5d,3717.0,41.92482509541062,False,True,False,False,False,3.0,8.166634314475676e-06,3.0,3.861881221474067e-06,7.0,1.2641511382882657e-05,3.0,3.3888206445576518e-06
16152,ENSMUSG00000056679.14,Gpr173,2926.5,52.72976436910897,False,True,False,False,False,43.0,0.0001523613436591493,11.0,1.8247597106926007e-05,11.0,2.6287464289434817e-05,15.0,2.254124216293328e-05
16153,ENSMUSG00000056687.12,Gm11696,1114.68,51.28114934606047,True,False,False,False,False,326.0,0.0010476921733628018,821.0,0.0014087104360567114,982.0,0.002080871968470171,1304.0,0.0018478388785338046
16154,ENSMUSG00000056692.14,Ilrun,2056.4285714285716,55.96747051529663,False,True,False,False,False,3914.0,0.013295952101325824,7315.0,0.014175666290503163,6883.0,0.016073568079041943,9370.0,0.015182817195445784
16155,ENSMUSG00000056696.6,Or5bw2,1405.3333333333333,49.97640745784664,False,True,False,False,False,0.0,0.0,3.0,5.20601681784848e-06,4.0,8.378617205680394e-06,1.0,1.9458886580978306e-06
16156,ENSMUSG00000056698.12,Elmod3,1420.1666666666667,53.97441778110252,False,True,False,False,False,660.0,0.002121539688822896,1409.0,0.002494466514511367,1471.0,0.0031613040293465115,2056.0,0.0029768471527076845
16157,ENSMUSG00000056699.9,Gm5533,1453.3333333333333,50.59709440905029,True,False,False,False,False,28.0,8.961296864270799e-05,45.0,7.576463620911034e-05,30.0,6.47637580731111e-05,56.0,7.607283201108446e-05
16159,ENSMUSG00000056708.6,Ier5,3276.0,52.28937728937729,False,True,False,False,False,666.0,0.0021071042530884584,0.0,0.0,0.0,0.0,0.0,0.0
16160,ENSMUSG00000056716.12,Gm5420,964.4,46.45611183711098,True,False,False,False,False,0.0,0.0,8.0,1.289575333234008e-05,2.0,3.8098871325967797e-06,6.0,9.778387558189942e-06
16161,ENSMUSG00000056718.3,Gm13199,682.0,47.142757957817224,False,True,False,False,False,13.0,4.207953140570761e-05,27.0,4.648137992294078e-05,31.0,5.615404986253759e-05,46.0,6.0611891826863125e-05
16162,ENSMUSG00000056724.16,Nbeal2,3623.909090909091,58.9145641073734,False,True,False,False,False,913.0,0.003055220359698094,2169.0,0.003913285994774783,9910.0,0.024241618721001893,9132.0,0.014864979247002448
16163,ENSMUSG00000056728.7,Ctsll3,1030.5,49.03464712372468,False,True,False,False,False,0.0,0.0,1.0,1.6919458478575423e-06,2.0,4.579025740915666e-06,1.0,1.5467715351960129e-06
16164,ENSMUSG00000056735.8,A930024E05Rik,1310.1,47.788701473694374,True,False,False,False,False,1680.0,0.005632293733480408,3177.0,0.00581173408527168,3052.0,0.00669074929273448,4373.0,0.0065758341464834565
16165,ENSMUSG00000056737.15,Capg,794.8181818181819,57.56469939969893,False,True,False,False,False,806.0,0.0026569080897723197,448.0,0.0007958949956154077,458.0,0.0010003274386470118,638.0,0.0009339474558502391
16166,ENSMUSG00000056738.14,A730036I17Rik,1729.0,48.80740658792992,True,False,False,False,False,1.0,3.3215281339713903e-06,21.0,4.282631212560236e-05,20.0,4.5647957953571663e-05,31.0,4.970901627325095e-05
16167,ENSMUSG00000056749.8,Nfil3,2026.0,54.54096742349457,False,True,False,False,False,199.0,0.0006069667953148042,308.0,0.0005315871316787434,512.0,0.0010885809686496336,600.0,0.0008448249204134484
16168,ENSMUSG00000056752.17,Dnah9,4277.666666666667,50.1735559790049,False,True,False,False,False,174.0,0.0005617913150304363,185.0,0.00031720010730641306,114.0,0.0002321235156261011,154.0,0.00021219136895968697
16169,ENSMUSG00000056753.5,C330011M18Rik,1423.5,52.6713513560382,True,False,False,False,False,75.0,0.0002320293472367887,120.0,0.00020010975435065696,127.0,0.0002740850229982803,200.0,0.0002803319791778724
16170,ENSMUSG00000056755.14,Grm7,2467.6,46.45100823512483,False,True,False,False,False,355.0,0.0011461123480341654,584.0,0.001003467132867904,344.0,0.0007205037135331372,540.0,0.000756410836365911
16171,ENSMUSG00000056758.15,Hmga2,3636.3333333333335,43.84716414225704,False,True,False,False,False,39.0,0.0001281046532508043,109.0,0.00020037033435240994,84.0,0.00018571256912671105,125.0,0.00018353193537269042
16172,ENSMUSG00000056763.17,Cspp1,1305.962962962963,41.90343969184915,False,True,False,False,False,5767.0,0.02065951173438735,15004.0,0.03244835220209003,10805.0,0.026725071167437466,15903.0,0.028535375552551565
16173,ENSMUSG00000056770.16,Setd3,1664.25,47.159204324954175,False,True,False,False,False,3970.0,0.013528628467641524,10160.0,0.02046668906953006,10284.0,0.02509821528592218,12985.0,0.02213067028409342
16174,ENSMUSG00000056771.10,Gm10010,1160.4444444444443,51.7432001306719,True,False,False,False,False,0.0,0.0,3.0,5.0836488906313386e-06,9.0,1.887310451692899e-05,12.0,1.688362544999131e-05
16175,ENSMUSG00000056772.4,Rps6-ps2,747.0,49.9330655957162,False,False,False,True,False,6.0,1.6146745129034525e-05,0.0,0.0,0.0,0.0,0.0,0.0
16176,ENSMUSG00000056777.6,Rpl21-ps13,483.0,48.24016563146998,False,False,False,True,False,1.0,2.4079312253284433e-06,3.0,6.0026872828886176e-06,0.0,0.0,3.0,4.8604255433737915e-06
16177,ENSMUSG00000056782.6,Or52n2b,1838.0,43.85425118059456,False,True,False,False,False,1.0,3.476762292769663e-06,2.0,3.7628002074717713e-06,1.0,1.8214563438944157e-06,1.0,1.1828013400608726e-06
16179,ENSMUSG00000056812.15,St8sia3,2385.714285714286,46.197646186646146,False,True,False,False,False,0.0,0.0,4.0,5.675688359927337e-06,4.0,8.724887079689745e-06,7.0,1.002514897210947e-05
16181,ENSMUSG00000056820.8,Tsnax,2280.0,49.136283886149826,False,True,False,False,False,1880.0,0.006132655464454884,2850.0,0.005185847471231079,3559.0,0.007924071855544796,4516.0,0.006819224446576737
16182,ENSMUSG00000056821.16,1700028I16Rik,1044.7272727272727,50.12574353361604,True,False,False,False,False,4.0,1.4187943055062426e-05,6.0,1.2206373033818097e-05,7.0,1.3882625086271837e-05,8.0,1.263247467786479e-05
16183,ENSMUSG00000056822.5,Or2l13,3205.3333333333335,38.276804161093544,False,True,False,False,False,4.0,1.1568768721500841e-05,9.0,1.4812642666565759e-05,3.0,6.474456591344811e-06,10.0,1.5648723533464028e-05
16184,ENSMUSG00000056824.16,Zfp663,2013.0,49.97790163805743,False,True,False,False,False,2.0,7.107054880009637e-06,4.0,6.706901868190307e-06,1.0,7.603555240858023e-07,3.0,3.1338223871344e-06
16185,ENSMUSG00000056829.6,Foxb2,2962.0,59.48683322079676,False,True,False,False,False,0.0,0.0,0.0,0.0,1.0,2.264461296758222e-06,1.0,1.3985614033202484e-06
16186,ENSMUSG00000056832.15,Ift56,2071.0,46.23737420175374,False,True,False,False,False,128.0,0.0003645054002165847,272.0,0.0004476589757497199,152.0,0.0003016230163788371,310.0,0.0004118753468058326
16187,ENSMUSG00000056836.9,Pin4-ps,395.0,46.32911392405064,False,False,False,False,False,9.0,2.7938065835759566e-05,0.0,0.0,0.0,0.0,0.0,0.0
16188,ENSMUSG00000056849.7,Gm16415,489.0,49.48875255623722,False,False,False,False,False,14.0,4.207386969852897e-05,0.0,0.0,1.0,1.7917324956649854e-06,0.0,0.0
16189,ENSMUSG00000056851.16,Pcbp2,1138.5,49.665905146899526,False,True,False,False,False,5936.0,0.021000741405082922,14167.0,0.030085889388674108,9405.0,0.02268078002571674,15065.0,0.02639925987951936
16191,ENSMUSG00000056854.5,Pou3f4,2928.0,51.84426229508197,False,True,False,False,False,1.0,3.8106472806430293e-06,0.0,0.0,0.0,0.0,0.0,0.0
16192,ENSMUSG00000056856.15,Jakmip3,3005.8,53.5508802272916,False,True,False,False,False,10.0,3.097442469977256e-05,33.0,5.545803684097411e-05,29.0,5.3675926998985484e-05,34.0,4.2466326055428957e-05
16194,ENSMUSG00000056863.6,Or13n4,1039.25,40.59297182043594,False,True,False,False,False,0.0,0.0,1.0,1.669526311037547e-06,2.0,3.620426719170552e-06,2.0,2.8667287864076965e-06
16195,ENSMUSG00000056870.10,Gulp1,1849.5,40.66803488263253,False,True,False,False,False,24.0,7.804564399093719e-05,90.0,0.00015610485598945077,88.0,0.00018472973619471325,110.0,0.00015531006117865166
16196,ENSMUSG00000056877.3,Rps15a-ps1,393.0,45.80152671755725,False,False,False,True,False,9.0,2.6549079358374265e-05,0.0,0.0,0.0,0.0,0.0,0.0
16197,ENSMUSG00000056880.15,Gadl1,2959.0,47.30459145993271,False,True,False,False,False,2915.0,0.009458727697969214,131.0,0.00021720407717317364,89.0,0.00017785867520845342,128.0,0.00017281130233700668
16198,ENSMUSG00000056883.6,Or12j4,2191.0,44.433068958722004,False,True,False,False,False,0.0,0.0,0.0,0.0,4.0,7.592757124056376e-06,4.0,4.861989820618539e-06
16200,ENSMUSG00000056888.12,Glipr1,707.2,43.93628781453636,False,True,False,False,False,1978.0,0.0066682131907369055,1419.0,0.0025683804631120516,1016.0,0.0021880441760807707,1798.0,0.0026579532209388542
16201,ENSMUSG00000056895.5,H2bc27,614.0,57.16612377850163,False,True,False,False,False,3050.0,0.010681385296034183,449.0,0.0007828842307396699,725.0,0.001484007133791288,816.0,0.0011280654458356938
16202,ENSMUSG00000056899.11,Immp2l,675.8,49.37869677106719,False,True,False,False,False,2786.0,0.010149164279091322,10722.0,0.02279375599802444,7107.0,0.01728540382741378,11401.0,0.020147055816136537
16203,ENSMUSG00000056900.14,Usp13,3179.5,50.71236572699116,False,True,False,False,False,48.0,0.00015744908034449878,37.0,5.688424460855412e-05,33.0,6.831140953362426e-05,47.0,5.814820036511671e-05
16204,ENSMUSG00000056901.2,Tas2r102,1044.0,38.984674329501914,False,True,False,False,False,0.0,0.0,1.0,1.8507800723469585e-06,0.0,0.0,0.0,0.0
16205,ENSMUSG00000056904.4,Gm5620,1348.0,54.154302670623146,False,False,False,False,False,8.0,2.0786685887950884e-05,0.0,0.0,55.0,0.00010716753551819449,34.0,4.258123794431715e-05
16206,ENSMUSG00000056910.6,Vmn2r107,10114.0,37.08100410258583,False,True,False,False,False,13.0,3.535747628895809e-05,8.0,1.598099886146883e-05,8.0,1.588827581506703e-05,5.0,8.623207676632207e-06
16207,ENSMUSG00000056912.13,1700017N19Rik,1419.1,41.70814071815329,False,True,False,False,False,2.0,6.178608047543245e-06,5.0,7.865618766570186e-06,4.0,8.921859617584945e-06,8.0,1.1702534034356214e-05
16208,ENSMUSG00000056917.14,Sipa1,2254.4615384615386,62.026099233024375,False,True,False,False,False,2860.0,0.0095445213247694,4600.0,0.008629454293336185,5948.0,0.013810431596338355,7325.0,0.011618374762157841
16209,ENSMUSG00000056919.10,Cep162,3581.75,43.80237475415698,False,True,False,False,False,1751.0,0.005692482574193066,5410.0,0.010360810868368014,3006.0,0.006632851252963979,5812.0,0.009093411121831926
16210,ENSMUSG00000056921.3,Or1e34,4041.0,39.908884496800134,False,True,False,False,False,0.0,0.0,3.0,4.405567180804471e-06,0.0,0.0,3.0,3.579158423587701e-06
16211,ENSMUSG00000056926.3,Tas2r113,930.0,35.80645161290323,False,True,False,False,False,0.0,0.0,1.0,1.681066876729742e-06,1.0,2.3015341914432315e-06,1.0,1.6569582263506607e-06
16212,ENSMUSG00000056938.18,Acbd4,996.6666666666666,58.59228909675376,False,True,False,False,False,495.0,0.001599428610017617,619.0,0.0010724927682945846,994.0,0.0021017028630965573,1178.0,0.001672985170791244
16213,ENSMUSG00000056941.18,Commd7,2673.3333333333335,50.65053384817247,False,True,False,False,False,2521.0,0.008189710959698225,2409.0,0.004343419878397246,1542.0,0.003300514539738119,2761.0,0.004066699234333678
16214,ENSMUSG00000056943.3,Gm10015,465.0,46.45161290322581,False,False,False,False,False,0.0,0.0,1.0,1.1472352266403909e-06,1.0,1.8050751329781806e-06,0.0,0.0
16216,ENSMUSG00000056947.6,Mab21l1,2492.0,47.231139646869984,False,True,False,False,False,0.0,0.0,0.0,0.0,1.0,2.1884130159629905e-06,1.0,1.3884097916485873e-06
16217,ENSMUSG00000056952.14,Tatdn2,1918.6,52.72725891359458,False,True,False,False,False,1248.0,0.004016264351053316,2654.0,0.004772128152651858,3447.0,0.00763361020029068,4278.0,0.006401912364100161
16218,ENSMUSG00000056959.7,Or2t45,1728.0,50.99821286185063,False,True,False,False,False,19.0,5.954179062624878e-05,2.0,3.883537455450564e-06,6.0,1.293083674031512e-05,5.0,7.109512289360698e-06
16219,ENSMUSG00000056961.3,Or8g51,1594.3333333333333,40.959351277879044,False,True,False,False,False,1.0,3.006996948486564e-06,3.0,5.624207043047436e-06,2.0,4.202776529397833e-06,3.0,4.167656502483312e-06
16220,ENSMUSG00000056962.12,Jmjd6,1850.0,54.5576422719189,False,True,False,False,False,1391.0,0.004385037580381465,1621.0,0.0029230711202178758,1623.0,0.0035046663906251477,2307.0,0.0033657820304493534
16221,ENSMUSG00000056966.8,Gjc3,2293.0,47.434715861247454,False,True,False,False,False,5.0,1.5414562228982858e-05,3.0,4.94634258916533e-06,1.0,1.54188414675349e-06,2.0,2.3225149288915764e-06
16223,ENSMUSG00000056973.7,Ces1d,839.0,48.606238216896884,False,True,False,False,False,8.0,2.3907485922199396e-05,7.0,1.0775266110436561e-05,7.0,1.5229911375617365e-05,6.0,8.155105161624928e-06
16224,ENSMUSG00000056978.9,Hamp2,427.0,51.211680417889134,False,True,False,False,False,3.0,1.1093796501677851e-05,4.0,7.069801958507577e-06,1.0,2.3220679513668297e-06,4.0,5.6735878064580706e-06
16225,ENSMUSG00000056987.9,Garin2,861.6666666666666,41.97853657351274,False,True,False,False,False,45.0,0.00014547313264965522,93.0,0.00015396265811953833,59.0,0.00012557773294752327,107.0,0.00014556038299653933
16226,ENSMUSG00000056995.4,Or4p7,3369.75,41.1642621163097,False,True,False,False,False,22.0,6.980237806788615e-05,3.0,5.6391848597742165e-06,1.0,1.838793296007784e-06,1.0,1.5228700076074478e-06
16227,ENSMUSG00000056999.17,Ide,2393.0,44.13201418585051,False,True,False,False,False,1891.0,0.006021451797709197,4052.0,0.007491356429036421,3061.0,0.0066960474314902724,4792.0,0.007272856428269974
16228,ENSMUSG00000057000.13,Nxf3,1769.5,43.4807123899685,False,True,False,False,False,2.0,5.4948297257999375e-06,21.0,3.516717337897755e-05,8.0,1.7226416558649324e-05,11.0,1.4191887548965799e-05
16229,ENSMUSG00000057003.13,Myh4,5964.0,52.93508020110558,False,True,False,False,False,3.0,9.20482457904382e-06,5.0,9.318875568984458e-06,7.0,1.561550851818777e-05,5.0,7.136501787666529e-06
16230,ENSMUSG00000057021.14,Vmn2r129,2770.6666666666665,40.187507342143014,False,True,False,False,False,0.0,0.0,1.0,1.3534703435923042e-06,5.0,1.0831188225053977e-05,2.0,3.0336557460276324e-06
16232,ENSMUSG00000057037.9,Cfhr1,1100.5,36.63169952866813,False,True,False,False,False,7.0,2.2377086300143897e-05,4.0,7.175955890651055e-06,0.0,0.0,4.0,6.09787055449998e-06
16233,ENSMUSG00000057047.7,1700010B08Rik,873.25,50.77462947307784,True,False,False,False,False,1.0,3.692274595139397e-06,8.0,1.3779270298095416e-05,16.0,3.330910349263136e-05,19.0,2.7308447239413747e-05
16234,ENSMUSG00000057050.8,Or1e1f,3124.5,39.626096167880384,False,True,False,False,False,0.0,0.0,1.0,1.711089932501077e-06,1.0,2.951549067231431e-06,1.0,1.4422632110121814e-06
16235,ENSMUSG00000057054.12,Inca1,1178.4,52.91823761550933,False,True,False,False,False,52.0,0.0001587512718147998,118.0,0.0001944067172401212,75.0,0.00016192873527774395,135.0,0.00018658371736058954
16236,ENSMUSG00000057058.17,Skap1,1366.9,48.49903563550837,False,True,False,False,False,13877.0,0.06805816693791586,29690.0,0.0820215534711734,25877.0,0.08166417440874524,30399.0,0.0709203686269493
16237,ENSMUSG00000057060.9,Slc35f3,2584.0,50.25363834806103,False,True,False,False,False,60.0,0.0002091809463285422,158.0,0.00028025714353917546,99.0,0.00021587412400880048,144.0,0.00021034980431135447
16238,ENSMUSG00000057067.5,Or14c45,1430.5,40.148230177049,False,True,False,False,False,0.0,0.0,0.0,0.0,1.0,2.2038366286092313e-06,0.0,0.0
16239,ENSMUSG00000057068.16,Fam47e,942.7142857142857,49.268199535765426,False,True,False,False,False,10.0,3.134705115230599e-05,19.0,3.4227609132857486e-05,11.0,2.2844627232101595e-05,18.0,2.7705417002621486e-05
16240,ENSMUSG00000057069.8,Ero1b,2804.5,45.62343934601836,False,True,False,False,False,1263.0,0.00405212416457891,3910.0,0.007385639994832469,2509.0,0.00559291321022622,4390.0,0.006833279225436354
16241,ENSMUSG00000057072.12,Spata45,437.5,47.544624195301395,False,True,False,False,False,41.0,0.00012779963128090567,0.0,0.0,1.0,2.2428709838502975e-06,2.0,2.8072438137345017e-06
16242,ENSMUSG00000057074.7,Ces1g,2388.0,47.31993299832496,False,True,False,False,False,10.0,3.439724589992006e-05,11.0,1.697522068179048e-05,12.0,2.5106402168892254e-05,10.0,1.2965116152635096e-05
16243,ENSMUSG00000057092.13,Fxyd3,810.0909090909091,50.43805633575235,False,True,False,False,False,5.0,1.7005324381029305e-05,3.0,4.36187982301043e-06,3.0,5.584069449467868e-06,4.0,5.614709533689935e-06
16244,ENSMUSG00000057093.15,Zfp607b,1979.75,48.59698981435223,False,True,False,False,False,238.0,0.0007326815588224082,369.0,0.0006225316640542198,175.0,0.0003791673659549117,404.0,0.0005667628588756087
16245,ENSMUSG00000057098.15,Ebf1,2511.0,47.71739338351493,False,True,False,False,False,206.0,0.0007423785014392131,5804.0,0.012213021116772327,3421.0,0.00873565316191969,6394.0,0.011501945040257252
16246,ENSMUSG00000057101.9,Zfp180,2594.4,50.82226162942605,False,True,False,False,False,1591.0,0.005091535292703574,3315.0,0.006063526993688005,3775.0,0.00838322370174866,4838.0,0.007340604352398991
16247,ENSMUSG00000057103.12,Nat8f1,772.25,52.7115213742543,False,True,False,False,False,212.0,0.0006656442085664411,275.0,0.0004797096344358348,253.0,0.0005258815158166673,385.0,0.0005439341187383355
16248,ENSMUSG00000057110.16,Cntrl,3260.769230769231,47.13885887676921,False,True,False,False,False,4062.0,0.013859325683816055,14405.0,0.03090179051289428,11976.0,0.03017541912647221,16154.0,0.029100580129422095
16249,ENSMUSG00000057113.14,Npm1,1036.6666666666667,40.13399665426325,False,True,False,False,False,9301.0,0.03713697702846221,11563.0,0.02420210538544412,6091.0,0.014181478032886302,11515.0,0.01961918911290411
16250,ENSMUSG00000057116.6,Semp2l2a,3157.0,42.12860310421286,False,True,False,False,False,0.0,0.0,0.0,0.0,2.0,4.541475030300914e-06,1.0,1.1771096771551474e-06
16251,ENSMUSG00000057123.15,Gja5,2394.0,52.99511155160204,False,True,False,False,False,62.0,0.00019463284351122775,58.0,0.0001028810644558078,58.0,0.00011953104106499192,77.0,0.00010654484635554286
16252,ENSMUSG00000057130.13,Txnl4a,1368.75,53.57649984783181,False,True,False,False,False,3577.0,0.012030247622903525,1298.0,0.0022543991500634645,895.0,0.0018883651871035095,1554.0,0.002220129573925901
16253,ENSMUSG00000057132.17,Rpgrip1,2145.684210526316,49.763430986444625,False,True,False,False,False,940.0,0.0029544854512989103,1119.0,0.0019526180521466183,735.0,0.0015541989267189764,1244.0,0.0017823720088725689
16254,ENSMUSG00000057133.15,Chd6,2752.090909090909,47.2513644639628,False,True,False,False,False,7796.0,0.028667882963748052,17465.0,0.03876403678855788,14427.0,0.03729379187183007,19306.0,0.035985229846929985
16255,ENSMUSG00000057134.8,Ado,4558.0,49.01272487933304,False,True,False,False,False,1050.0,0.0033098283580373683,835.0,0.001432415223320933,729.0,0.0015011886082755609,1186.0,0.0016562526708621358
16256,ENSMUSG00000057135.13,Scimp,848.5,48.88303619665046,False,True,False,False,False,55.0,0.00018291151950936395,97.0,0.000184825710082945,107.0,0.0002532656862635086,157.0,0.00025041531829088825
16257,ENSMUSG00000057137.10,Tmem140,1247.8333333333333,53.652669513872105,False,True,False,False,False,576.0,0.0019426163123040662,830.0,0.0014477667545548703,714.0,0.0015424277022959018,1125.0,0.001616129971518916
16258,ENSMUSG00000057143.16,Trim12c,3112.0,42.50882654335339,False,True,False,False,False,2850.0,0.009711243066219524,6991.0,0.013660714500777493,2661.0,0.005900706350514169,6539.0,0.010327838828677102
16259,ENSMUSG00000057147.14,Dph6,2333.0,40.789382740287266,False,True,False,False,False,2626.0,0.008799404311559057,5688.0,0.01090910922526892,3122.0,0.006954194181794812,6063.0,0.0095049859283095
16260,ENSMUSG00000057149.5,Or4k51,2879.5,37.91616401309771,False,True,False,False,False,0.0,0.0,1.0,2.621853694389792e-06,0.0,0.0,0.0,0.0
16261,ENSMUSG00000057156.11,Homez,2843.25,47.65032028813643,False,True,False,False,False,211.0,0.0006555710862672813,413.0,0.0007071045275578317,314.0,0.0006420183492224788,516.0,0.0007105515076975771
16262,ENSMUSG00000057157.4,Gm6054,378.0,54.4973544973545,False,False,False,False,False,2.0,6.0795306330123e-06,0.0,0.0,4.0,8.902529466056082e-06,4.0,6.035741578345942e-06
16263,ENSMUSG00000057160.3,Gm16372,450.0,54.44444444444444,False,False,False,False,False,3.0,7.65017517185161e-06,0.0,0.0,15.0,3.10925507183609e-05,12.0,1.779059333398828e-05
16264,ENSMUSG00000057163.4,Prss2,815.0,52.51533742331288,False,True,False,False,False,68.0,0.0002770581562498367,40.0,7.005868889836583e-05,9.0,1.9723925608996802e-05,32.0,4.683388620240724e-05
16265,ENSMUSG00000057170.7,Prl3d1,869.0,42.80833527554718,False,True,False,False,False,0.0,0.0,0.0,0.0,1.0,1.6094092038862915e-06,1.0,1.5467114773542438e-06
16266,ENSMUSG00000057173.9,Rfx8,1359.5,49.70406699502973,False,True,False,False,False,16.0,5.126749637453261e-05,44.0,7.300758204765928e-05,46.0,9.76145101227997e-05,64.0,9.077863636222256e-05
16268,ENSMUSG00000057176.5,Cfap119,1180.2,54.52562827862084,False,True,False,False,False,84.0,0.00026095861267744577,52.0,9.06255204879296e-05,174.0,0.000362663116081233,154.0,0.0002140884961825409
